Unnamed: 0,name,typ,zone,netcap,seg1,seg2,seg3,mincap,ramp,minu,mind,var_om,no_load,st_cost,Name_Description,eGRID_Name,DOE,PLNOXRTA,PLSO2RTA,PLCO2RTA,PLN2ORTA,yr,SO2_lbs_MD,NOX_lbs_MD,PM_MD_KWH,CO2rate,NOXrate,SO2rate
191,SENTNL_2_CTG1,ngct,SCE,92.09,7.63,7.7,7.76,33,93,1,1,3.17,38.90410959,6446.3,CPV Sentinel Unit 1,"Sentinel Energy Center, LLC",57482.0,0.106,0.006,"1,218.579",0.002,2017.0,34.979,9.918,2.940709,0.9316388000000001,0.09882560000000001,0.0047026
192,SENTNL_2_CTG2,ngct,SCE,92.4,7.63,7.7,7.76,33,93,1,1,3.17,38.90410959,6468.0,CPV Sentinel Unit 2,"Sentinel Energy Center, LLC",57482.0,0.106,0.006,"1,218.579",0.002,2017.0,34.979,9.918,2.940709,0.9316388000000001,0.09882560000000001,0.0047026
193,SENTNL_2_CTG3,ngct,SCE,92.36,7.63,7.7,7.76,33,93,1,1,3.17,38.90410959,6465.2,CPV Sentinel Unit 3,"Sentinel Energy Center, LLC",57482.0,0.106,0.006,"1,218.579",0.002,2017.0,34.979,9.918,2.940709,0.9316388000000001,0.09882560000000001,0.0047026
194,SENTNL_2_CTG4,ngct,SCE,91.98,7.63,7.7,7.76,33,92,1,1,3.17,38.90410959,6438.6,CPV Sentinel Unit 4,"Sentinel Energy Center, LLC",57482.0,0.106,0.006,"1,218.579",0.002,2017.0,34.979,9.918,2.940709,0.9316388000000001,0.09882560000000001,0.0047026
195,SENTNL_2_CTG5,ngct,SCE,91.83,7.63,7.7,7.76,33,92,1,1,3.17,38.63013699,6428.1,CPV Sentinel Unit 5,"Sentinel Energy Center, LLC",57482.0,0.106,0.006,"1,218.579",0.002,2017.0,34.979,9.918,2.940709,0.9316388000000001,0.09882560000000001,0.0047026
196,SENTNL_2_CTG6,ngct,SCE,92.16,7.63,7.7,7.76,33,93,1,1,3.17,38.90410959,6451.2,CPV Sentinel Unit 6,"Sentinel Energy Center, LLC",57482.0,0.106,0.006,"1,218.579",0.002,2017.0,34.979,9.918,2.940709,0.9316388000000001,0.09882560000000001,0.0047026
197,SENTNL_2_CTG7,ngct,SCE,91.84,7.63,7.7,7.76,33,92,1,1,3.17,38.63013699,6428.8,CPV Sentinel Unit 7,"Sentinel Energy Center, LLC",57482.0,0.106,0.006,"1,218.579",0.002,2017.0,34.979,9.918,2.940709,0.9316388000000001,0.09882560000000001,0.0047026
198,SENTNL_2_CTG8,ngct,SCE,91.56,7.63,7.7,7.76,33,92,1,1,3.17,38.63013699,6409.2,CPV Sentinel Unit 8,"Sentinel Energy Center, LLC",57482.0,0.106,0.006,"1,218.579",0.002,2017.0,34.979,9.918,2.940709,0.9316388000000001,0.09882560000000001,0.0047026
23,LMBEPK_2_UNITA2,ngct,PGE_bay,48.0,9.46,9.53,9.59,17,48,1,1,3.17,20.21917808,3360.0,CREED ENERGY CENTER,Creed Energy Center,55625.0,0.248,0.008,"1,528.054",0.003,2017.0,25.727,11.021,4.476259,1.033142,0.2512115,0.0052148
2,CROKET_7_UNIT,ngcc,PGE_bay,240.0,4.36,4.62,4.88,96,240,5,5,2.0,110.25830259999998,16800.0,CROCKETT COGEN,Crockett Cogen Project,55084.0,1.839,0.019,700.020,0.001,,,,,,,
110,CASTVL_2_FCELL,ngct,PGE_valley,1.4,6.49,6.55,6.62,1,2,1,1,3.17,0.547945205,98.0,CSUEB Fuel Cell Station,CSU East Bay,57042.0,,,,0.001,,,,,,,
241,ELCAJN_6_UNITA1,ngct,SDGE,45.42,11.9,11.97,12.03,6,46,1,1,3.17,19.17808219,3179.4,Cuyamaca Peak Energy Plant,Cuyamaca Peak Energy,55512.0,0.128,0.006999999999999999,"1,328.748",0.003,2017.0,42.4165,13.772,4.5579589999999985,,,
13,DELTA_2_PL1X4,ngcc,PGE_bay,880.0,10.22,10.48,10.74,352,880,4,4,2.0,404.3542435,61600.0,DELTA ENERGY CENTER (AGGREGATE),"Delta Energy Center, LLC",55333.0,0.054000000000000006,0.004,851.165,0.002,2017.0,35.664,14.8785,7.069397,0.8625395,0.0851945,0.0043545
9,DUANE_1_PL1X3,ngcc,PGE_bay,147.8,7.86,8.12,8.38,60,148,2,2,2.0,67.89667897,10346.0,DONALD VON RAESFELD POWER PLANT,Donald Von Raesfeld,56026.0,0.049,0.005,944.164,0.002,2017.0,30.5035,11.2815,4.547333999999998,0.9167376,0.0634909,0.0046285
75,DOUBLC_1_UNITS,ngct,PGE_valley,52.23,8.68,8.75,8.81,19,53,1,1,3.17,21.91780822,3656.1,DOUBLE C LIMITED,Double C Generation Limited Partnership,50493.0,3.185,0.033,"1,209.931",0.002,,,,,,,
164,DREWS_6_PL1X4,ngct,SCE,41.4,13.67,13.74,13.8,15,42,1,1,3.17,17.53424658,2898.0,DREWS (AGGREGATE),Drews Generating Facility,55935.0,6.734,0.069,"2,510.178",0.005,,,,,,,
156,SNCLRA_6_OXGEN,ngct,SCE,48.9,7.23,7.29,7.36,18,49,1,1,3.17,20.54794521,3423.0,"E. F. OXNARD, INCORPORATED",E F Oxnard Energy Facility,10776.0,2.3480000000000003,0.024,884.147,0.002,,,,,,,
246,ELCAJN_6_LM6K,ngct,SDGE,48.1,8.13,8.2,8.26,16,49,1,1,3.17,20.273972600000004,3367.0,El Cajon Energy Center,El Cajon Energy Center,57001.0,0.133,0.006999999999999999,"1,333.628",0.002,2017.0,42.4165,13.772,4.5579589999999985,0.9737256999999999,0.14240629999999999,0.0049159
236,ELCAJN_7_GT1,ngct,SDGE,16.36,17.15,17.22,17.28,9,17,1,1,3.17,6.849315067999999,1145.2,El Cajon GT,El Cajon,301.0,,,,,,,,,,,
135,ELSEGN_2_UN1011,ngcc,SCE,263.0,9.29,9.55,9.81,106,263,1,1,2.0,121.0332103,18410.0,El Segundo Energy Center 5/6,El Segundo,330.0,0.042,0.005,"1,013.945",0.002,2017.0,84.67,44.4715,12.63779,0.9343370000000001,0.052636300000000004,0.0047168999999999996
136,ELSEGN_2_UN2021,ngcc,SCE,263.68,9.29,9.55,9.81,106,264,1,1,2.0,121.0332103,18457.6,El Segundo Energy Center 7/8,El Segundo,330.0,0.042,0.005,"1,013.945",0.002,2017.0,84.67,44.4715,12.63779,0.9343370000000001,0.052636300000000004,0.0047168999999999996
43,ELKHIL_2_PL1X3,ngcc,PGE_valley,551.7,8.77,9.03,9.3,221,552,2,2,2.0,253.5055351,38619.0,ELK HILLS GENERATING PROJECT (AGGREGATE),Elk Hills Power,55400.0,0.03,0.003,666.686,0.001,2017.0,6.124,5.6725,1.414905,,,
178,GOLETA_6_ELLWOD,ngct,SCE,54.0,11.53,11.6,11.66,19,54,1,1,3.17,22.73972603,3780.0,Ellwood Generating Station,Ellwood,8076.0,4.4460000000000015,0.046,"1,688.832",0.003,,,,,,,
254,ESCNDO_6_PL1X2,ngct,SDGE,48.71,7.63,7.7,7.76,38,49,1,1,3.17,20.54794521,3409.7,Escondido Energy Center,"Escondido Energy Center, LLC",55538.0,0.093,0.006,"1,248.415",0.002,2017.0,42.4165,13.772,4.5579589999999985,0.9556486999999999,0.078559,0.004825
207,ETIWND_7_UNIT3,ngst,SCE,320.0,11.26,11.97,12.67,128,320,6,6,2.0,66.3803681,22400.0,ETIWANDA UNIT 3,Etiwanda Generating Station,331.0,,,,,2017.0,7.5925,6.1629999999999985,1.339397,1.959332,0.0915456,0.0098918
208,ETIWND_7_UNIT4,ngst,SCE,320.0,11.26,11.97,12.67,128,320,6,6,2.0,66.3803681,22400.0,ETIWANDA UNIT 4,Etiwanda Generating Station,331.0,,,,,2017.0,7.5925,6.1629999999999985,1.339397,1.959332,0.0915456,0.0098918
137,GOLETA_6_EXGEN,ngct,SCE,48.2,9.59,9.65,9.72,17,49,1,1,3.17,20.273972600000004,3374.0,"EXXON COMPANY, USA",ExxonMobil Santa Ynez Facility,50270.0,,,,,,,,,,,
71,BOGUE_1_UNITA1,ngct,PGE_valley,46.3,9.15,9.21,9.28,17,47,1,1,3.17,19.45205479,3241.0,FEATHER RIVER ENERGY CENTER,Feather River Energy Center,55847.0,0.913,0.006999999999999999,"1,464.839",0.003,2017.0,11.2095,3.9407,1.172481,1.151371,1.513447,0.005814
50,AGRICO_7_UNIT,ngcc,PGE_valley,50.6,6.64,6.9,7.16,21,51,4,4,2.0,23.24723247,3542.0,FRESNO COGEN PLANT,"Fresno Cogeneration Partners, LP",10156.0,0.022,0.001,271.491,0.002,2017.0,14.3775,5.5695,1.258577,1.608689,0.2527693,0.0081236
83,AGRICO_6_PL3N5,ngct,PGE_valley,22.69,8.02,8.08,8.15,8,23,1,1,3.17,9.589041096,1588.3,FRESNO PEAKER PLANT,"Fresno Cogeneration Partners, LP",10156.0,0.022,0.001,271.491,0.002,2017.0,14.3775,5.5695,1.258577,1.608689,0.2527693,0.0081236
113,FRITO_1_LAY,ngct,PGE_valley,6.0,5.86,5.93,5.99,3,6,1,1,3.17,2.465753425,420.0,FRITO-LAY,Frito-Lay Cogen Plant,10110.0,2.207,0.023,823.956,0.002,,,,,,,
3,GATWAY_2_PL1X3,ngcc,PGE_bay,562.5,5.91,6.17,6.43,225,563,1,1,2.0,258.4870849,39375.0,Gateway Generating Station,Gateway Generating Station,56476.0,0.047,0.004,874.837,0.002,2017.0,35.664,14.8785,7.069397,0.8928472,0.12118330000000001,0.0045074
158,GOLETA_6_GAVOTA,ngct,SCE,9.9,5.72,5.78,5.85,4,10,1,1,3.17,4.109589041,693.0,GAVIOTA OIL HEATING FACILITY,Gaviota Oil Plant,50623.0,,,,,,,,,,,
18,COCOPP_2_CTG1,ngct,PGE_bay,204.2,8.65,8.71,8.78,72,205,1,1,3.17,86.08219178,14294.0,GENON MARSH LANDING GEN STATION UNIT 1,Marsh Landing Generating Station,57267.0,0.083,0.006999999999999999,"1,397.799",0.003,2017.0,35.664,14.8785,7.069397,1.189224,0.0779435,0.0060038999999999995
19,COCOPP_2_CTG2,ngct,PGE_bay,202.7,8.65,8.71,8.78,71,203,1,1,3.17,85.45205479,14189.0,GENON MARSH LANDING GEN STATION UNIT 2,Marsh Landing Generating Station,57267.0,0.083,0.006999999999999999,"1,397.799",0.003,2017.0,35.664,14.8785,7.069397,1.189224,0.0779435,0.0060038999999999995
20,COCOPP_2_CTG3,ngct,PGE_bay,208.96,8.65,8.71,8.78,74,209,1,1,3.17,88.08219178,14627.2,GENON MARSH LANDING GEN STATION UNIT 3,Marsh Landing Generating Station,57267.0,0.083,0.006999999999999999,"1,397.799",0.003,2017.0,35.664,14.8785,7.069397,1.189224,0.0779435,0.0060038999999999995
21,COCOPP_2_CTG4,ngct,PGE_bay,204.29,8.65,8.71,8.78,72,205,1,1,3.17,86.10958904,14300.3,GENON MARSH LANDING GEN STATION UNIT 4,Marsh Landing Generating Station,57267.0,0.083,0.006999999999999999,"1,397.799",0.003,2017.0,35.664,14.8785,7.069397,1.189224,0.0779435,0.0060038999999999995
32,CSCGNR_1_UNIT_1,ngct,PGE_bay,24.75,30.84,30.91,30.97,9,25,1,1,3.17,10.4109589,1732.5,Gianera GT 1,Gianera,7231.0,4.5310000000000015,0.047,"1,709.504",0.003,,,,,,,
33,CSCGNR_1_UNIT_2,ngct,PGE_bay,24.75,30.84,30.91,30.97,9,25,1,1,3.17,10.4109589,1732.5,Gianera GT 2,Gianera,7231.0,4.5310000000000015,0.047,"1,709.504",0.003,,,,,,,
5,GILROY_1_UNIT,ngcc,PGE_bay,120.0,6.63,6.89,7.15,48,120,6,6,2.0,55.12915129,8400.0,GILROY COGEN,"Gilroy Energy Center, LLC",55810.0,0.366,0.006999999999999999,"1,404.614",0.003,2017.0,30.5035,11.2815,4.547333999999998,1.029633,0.47365619999999997,0.0051978
27,GILRPP_1_PL3X4,ngct,PGE_bay,46.2,11.9,11.96,12.03,17,47,1,1,3.17,19.45205479,3234.0,Gilroy Energy Center Unit 3,"Gilroy Energy Center, LLC",55810.0,0.366,0.006999999999999999,"1,404.614",0.003,2017.0,30.5035,11.2815,4.547333999999998,1.029633,0.47365619999999997,0.0051978
185,GLNARM_7_UNIT1,ngct,SCE,22.07,8.06,8.13,8.19,8,23,1,1,3.17,9.315068493,1544.9,Glen Arm Power Plant 1,Glenarm,422.0,0.13699999999999998,0.004,869.306,0.002,2017.0,84.67,44.4715,12.63779,1.0351,0.0771572,0.0049529
186,GLNARM_7_UNIT2,ngct,SCE,22.3,8.06,8.13,8.19,8,23,1,1,3.17,9.315068493,1561.0,Glen Arm Power Plant 2,Glenarm,422.0,0.13699999999999998,0.004,869.306,0.002,2017.0,84.67,44.4715,12.63779,1.0351,0.0771572,0.0049529
187,GLNARM_7_UNIT3,ngct,SCE,44.83,8.06,8.13,8.19,16,45,1,1,3.17,18.90410959,3138.1,Glen Arm Power Plant 3,Glenarm,422.0,0.13699999999999998,0.004,869.306,0.002,2017.0,84.67,44.4715,12.63779,1.0351,0.0771572,0.0049529
188,GLNARM_7_UNIT4,ngct,SCE,42.42,8.06,8.13,8.19,15,43,1,1,3.17,17.80821918,2969.4,Glen Arm Power Plant 4,Glenarm,422.0,0.13699999999999998,0.004,869.306,0.002,2017.0,84.67,44.4715,12.63779,1.0351,0.0771572,0.0049529
234,ESCO_6_GLMQF,ngct,SDGE,49.9,6.97,7.04,7.1,113,50,1,1,3.17,21.09589041,3493.0,Goal Line Cogen,Goal Line,54749.0,0.108,0.004,879.319,0.002,2017.0,42.4165,13.772,4.5579589999999985,0.9436475000000001,0.1578654,0.004765600000000001
24,LMBEPK_2_UNITA3,ngct,PGE_bay,48.0,9.66,9.73,9.79,17,48,1,1,3.17,20.21917808,3360.0,GOOSE HAVEN ENERGY CENTER,Goose Haven Energy Center,55627.0,0.246,0.008,"1,440.299",0.003,2017.0,25.727,11.021,4.476259,1.043692,0.271559,0.005268600000000001
173,ETIWND_6_GRPLND,ngct,SCE,46.0,11.9,11.97,12.03,17,46,1,1,3.17,19.45205479,3220.0,Grapeland Peaker,Grapeland Generating Station,56472.0,0.17800000000000002,0.008,"1,523.797",0.003,2017.0,7.5925,6.1629999999999985,1.339397,1.115409,0.142476,0.0056304
51,GRNLF1_1_UNITS,ngcc,PGE_valley,49.5,6.64,6.9,7.16,20,50,6,6,2.0,22.87822878,3465.0,GREENLEAF UNIT #1 (Aggregate),Greenleaf One,10350.0,0.758,0.004,808.908,0.002,2017.0,11.2095,3.9407,1.172481,1.118774,1.658721,0.005650100000000001
84,GRNLF2_1_UNIT,ngct,PGE_valley,63.75,8.02,8.08,8.15,23,64,1,1,3.17,26.84931507,4462.5,GREENLEAF UNIT #2,Greenleaf One,10350.0,0.758,0.004,808.908,0.002,2017.0,11.2095,3.9407,1.172481,1.118774,1.658721,0.005650100000000001
166,VERNON_6_GONZL1,ngct,SCE,5.75,12.7,12.77,12.83,3,6,1,1,3.17,2.465753425,402.5,H. GONZALES GAS TURBINE 1,H. Gonzales,56039.0,4.269,0.044,"1,612.595",0.003,,,,,,,
167,VERNON_6_GONZL2,ngct,SCE,5.75,12.7,12.77,12.83,3,6,1,1,3.17,2.465753425,402.5,H. GONZALES GAS TURBINE 2,H. Gonzales,56039.0,4.269,0.044,"1,612.595",0.003,,,,,,,
124,HARBGN_7_UNITS,ngcc,SCE,109.01,10.65,10.91,11.17,44,110,4,4,2.0,50.18450185,7630.7,HARBOR COGEN COMBINED CYCLE PLANT,Harbor Generating Station,399.0,0.416,0.01,"1,729.548",0.003,2017.0,84.67,44.4715,12.63779,1.320649,0.3866708,0.0075092
102,HENRTA_6_UNITA1,ngct,PGE_valley,49.98,7.41,7.47,7.54,18,50,1,1,3.17,21.09589041,3498.6,Henrietta Peaker Plant Unit 1,Henrietta Peaker Plant,55807.0,0.139,0.006999999999999999,"1,246.032",0.002,2017.0,13.3325,5.7175,1.234983,0.9064509,0.1403787,0.0045776
103,HENRTA_6_UNITA2,ngct,PGE_valley,49.42,7.41,7.47,7.54,18,50,1,1,3.17,20.82191781,3459.4,Henrietta Peaker Plant Unit 2,Henrietta Peaker Plant,55807.0,0.139,0.006999999999999999,"1,246.032",0.002,2017.0,13.3325,5.7175,1.234983,0.9064509,0.1403787,0.0045776
125,HIDSRT_2_UNITS,ngcc,SCE,830.0,7.29,7.56,7.82,332,830,4,4,2.0,381.5498155,58100.0,HIGH DESERT POWER PROJECT (AGGREGATE),High Desert Power Project,55518.0,0.064,0.004,889.743,0.002,2017.0,7.5925,6.1629999999999985,1.339397,1.0759100000000001,0.14199579999999998,0.0054315
77,PLMSSR_6_HISIER,ngct,PGE_valley,6.0,8.66,8.73,8.79,3,6,1,1,3.17,2.465753425,420.0,High Sierra Cogeneration Aggregate,High Sierra Cogeneration Plant,57977.0,16.653,0.02,734.865,0.001,,,,,,,
