ISO Index,Classification,QF,Aggregate,Resource_ID,Name_Description,Net Capacity (MW),PTO Area,Owner or QF ID,Fuel Type,Unit Type,ISO Classification,Zone,Demand Zone,Operating Date,River System,Nameplate Capacity,Status - A=Active; C - Contracted outside CAISO,Capacity Factor,Average Heat Rate,Segment1,Segment2,Segment3,MinCap,RampRate,MinUP,MinDOWN,VariableO&M,NoLOAD (x Fuel Price),StartCost
28500,Participating Unit,No,Yes,CONTRL_1_RUSHCK,RUSH CREEK PLANT (AGGREGATE),11.94,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1916,,11.5,A,,,-999,-999,-999,,,,,,,
58704,Participating Unit,No,No,PADUA_6_MWDSDM,SAN DIMAS HYDRO RECOVERY PLANT,9.9,SCE,Metropolitan Water Districe,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1981,,9.9,A,,,-999,-999,-999,,,,,,,
62207,Participating Unit,Yes,No,PADUA_7_SDIMAS,SAN DIMAS WASH HYDRO,1.05,SCE,SAN GABRIEL VALLEY MWD (formerly QFID 4011),WATER,HYDRO,HYDRO,SP15,SCE1,1/28/1986,,1.05,A,,,-999,-999,-999,,,,,,,
29100,Participating Unit,No,Yes,SBERDO_2_SNTANA,SANTA ANA RIVER PROJECT (AGGREGATE),6.95,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,,,6.95,A,,,-999,-999,-999,,,,,,,
68000,Participating Unit,Yes,Yes,SAUGUS_6_QF,SAUGUS AREA LUMPED UNITS,8.9,SCE,VARIOUS,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1987,,9.33,A,,,-999,-999,-999,,,,,,,
67504,Participating Unit,Yes,No,SNCLRA_2_SPRHYD,Springville Hydroelectric Generator,1,SCE,Calleguas MWD,WATER,HYDRO,HYDRO,SP15,SCE1,3/17/1994,,1,A,,,-999,-999,-999,,,,,,,
32500,Participating Unit,No,Yes,SPRGVL_2_TULE,TULE PH (PG&E),6.4,SCE,PG&E,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1914,Tule,6.4,A,,,-999,-999,-999,,,,,,,
32600,Participating Unit,No,Yes,SPRGVL_2_TULESC,TULE PH (SCE),2.5,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1909,,2.52,A,,,-999,-999,-999,,,,,,,
58800,Participating Unit,Yes,No,LACIEN_2_VENICE,Venice Hydroelectric Recovery Plant,9.95,SCE,The Metropolitan Water District of Southern California,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1982,,10.14,A,,,-999,-999,-999,,,,,,,
73300,Participating Unit,Yes,Yes,VESTAL_6_QF,VESTAL AREA LUMPED UNITS,18.6,SCE,VARIOUS,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1989,,12.3,A,,,-999,-999,-999,,,,,,,
33100,Participating Unit,No,Yes,WARNE_2_UNIT,WARNE PH (AGGREGATE),76,SCE,CDWR,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1982,,78.2,A,,,-999,-999,-999,,,,,,,
44609,Participating Unit,Yes,No,GARNET_2_HYDRO,Whitewater Hydro,1.1,SCE,Desert Water Agency,WATER,HYDRO,HYDRO,SP15,SCE1,4/11/1986,,1,A,,,-999,-999,-999,,,,,,,
58705,Participating Unit,No,No,VILLPK_6_MWDYOR,YORBA LINDA HYDRO RECOVERY PLANT,5.1,SCE,Metropolitan Water Districe,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1981,,5.1,A,,,-999,-999,-999,,,,,,,
64900,Participating Unit,Yes,Yes,RHONDO_2_QF,RHONDO AREA LUMPED UNITS,5.1,SCE,VARIOUS,WATER,,VARIOUS,SP15,SCE1,1/1/1987,,5.12,A,,,-999,-999,-999,,,,,,,
69600,Participating Unit,Yes,Yes,SPRGVL_2_QF,SPRINGVILLE AREA LUMPED UNITS,2.3,SCE,VARIOUS,WATER,,VARIOUS,SP15,SCE1,1/1/1909,,2.28,A,,,-999,-999,-999,,,,,,,
8000,Participating Unit,No,Yes,DMDVLY_1_UNITS,DIAMOND VALLEY P-G PLANT (AGGREGATE),21,SCE,MWD,WATER,PUMPED STORAGE,HYDRO,SP15,SCE1,1/1/2001,,39.6,A,,,-999,-999,-999,,,,,,,
2920,Participating Unit,No,No,EASTWD_7_UNIT,EASTWOOD PUMP-GEN,200,SCE,SCE,WATER,PUMPED STORAGE,HYDRO,SP15,SCE1,1/1/1987,,199,A,,,-999,-999,-999,,,,,,,
107200,Participating Unit,Yes,No,ALT6DN_2_WIND7,Alta 2012 Alta Wind 7,168,SCE,"Alta Wind VII, LLC",WIND,WIND,WIND,SP15,SCE1,1/1/2013,,168,A,,,-999,-999,-999,,,,,,,
117300,Participating Unit,No,No,ALTA6E_2_WIND10,Alta Wind 10,138,SCE,"Alta Interconnection Management III, LLC",WIND,WIND,WIND,SP15,SCE1,,,138,A,,,-999,-999,-999,,,,,,,
117400,Participating Unit,No,No,ALTA6B_2_WIND11,Alta Wind 11,90,SCE,"Alta Interconnection Management III, LLC",WIND,WIND,WIND,SP15,SCE1,,,90,A,,,-999,-999,-999,,,,,,,
132600,Participating Unit,Yes,No,ALTWD_1_QF,Altwind,47,SCE,Difwind Farms Limited I,WIND,WIND,WIND,SP15,SCE1,12/18/1985,,47.08,A,,,-999,-999,-999,,,,,,,
35300,Participating Unit,Yes,Yes,ANTLPE_2_QF,ANTELOPE VALLEY AREA LUMPED UNITS,206.5,SCE,Southern California Edison,WIND,WIND,WIND,SP15,SCE1,1/1/1982,,206.5,A,,,-999,-999,-999,,,,,,,
134200,Participating Unit,No,No,DTCHWD_2_BT3WND,Brookfield Tehachapi 3,4.5,SCE,Coram Energy LLC,WIND,WIND,WIND,SP15,SCE1,4/22/1986,,4.5,A,,,-999,-999,-999,,,,,,,
134300,Participating Unit,No,No,DTCHWD_2_BT4WND,Brookfield Tehachapi 4,6.52,SCE,"Coram Tehachapi, L.P.",WIND,WIND,WIND,SP15,SCE1,4/22/1986,,7.1,A,,,-999,-999,-999,,,,,,,
4100,Participating Unit,No,No,CABZON_1_WINDA1,Cabazon Wind Project,41,SCE,"Cabazon Wind Partners, LLC",WIND,WIND,WIND,SP15,SCE1,8/31/2002,,41,A,,,-999,-999,-999,,,,,,,
132700,Participating Unit,No,No,ENWIND_2_WIND1,Cameron Ridge,47.1,SCE,"Cameron Ridge, LLC",WIND,WIND,WIND,SP15,SCE1,12/10/2014,,47.12,A,,,-999,-999,-999,,,,,,,
131500,Participating Unit,No,No,FLOWD_2_WIND1,Cameron Ridge 2,11.9,SCE,"Cameron Ridge II, LLC",WIND,WIND,WIND,SP15,SCE1,1/15/2016,,11.9,A,,,-999,-999,-999,,,,,,,
35311,Participating Unit,Yes,No,MIDWD_7_CORAMB,CELLC 7.5 MW Tehachapi Project,7.5,SCE,"Coram Energy, LLC",WIND,WIND,WIND,SP15,SCE1,12/1/1983,,7.5,A,,,-999,-999,-999,,,,,,,
103900,Participating Unit,No,Yes,BRODIE_2_WIND,Coram Brodie Wind Project,102,SCE,"Coram California Development, L.P.",WIND,WIND,WIND,SP15,SCE1,3/29/2012,,102,A,,,-999,-999,-999,,,,,,,
35309,Participating Unit,Yes,No,MIDWD_2_WIND2,Coram Energy,3,SCE,"Coram Energy, LLC",WIND,WIND,WIND,SP15,SCE1,12/6/1985,,3,A,,,-999,-999,-999,,,,,,,
100900,Participating Unit,No,No,ALTA3A_2_CPCE4,CPC East - Alta Wind IV,102,SCE,"Alta Wind IV, LLC",WIND,WIND,WIND,SP15,SCE1,3/12/2011,,102,A,,,-999,-999,-999,,,,,,,
101300,Participating Unit,No,No,ALTA3A_2_CPCE5,CPC East - Alta Wind V,168,SCE,"Alta Wind V, LLC",WIND,WIND,WIND,SP15,SCE1,4/21/2011,,168,A,,,-999,-999,-999,,,,,,,
103600,Participating Unit,No,No,ALTA3A_2_CPCE8,CPC East - Alta Wind VIII,150,SCE,"Alta Wind VIII, LLC",WIND,WIND,WIND,SP15,SCE1,2/1/2012,,150,A,,,-999,-999,-999,,,,,,,
107300,Participating Unit,No,No,ALT6DS_2_WIND9,CPC East Alta Wind IX,132,SCE,"Alta Wind IX, LLC",WIND,WIND,WIND,SP15,SCE1,1/1/2013,,132,A,,,-999,-999,-999,,,,,,,
104500,Participating Unit,No,No,ALTA4B_2_CPCW6,CPC West - Alta Wind 6,150,SCE,"Alta Wind VI, LLC",WIND,WIND,WIND,SP15,SCE1,5/9/2012,,150,A,,,-999,-999,-999,,,,,,,
100400,Participating Unit,No,No,ALTA4A_2_CPCW1,CPC West - Alta Wind I,150,SCE,"Alta Wind I, LLC",WIND,WIND,WIND,SP15,SCE1,12/29/2010,,150,A,,,-999,-999,-999,,,,,,,
100500,Participating Unit,No,No,ALTA4B_2_CPCW2,CPC West - Alta Wind II,150,SCE,"Alta Wind II, LLC",WIND,WIND,WIND,SP15,SCE1,12/29/2010,,150,A,,,-999,-999,-999,,,,,,,
100700,Participating Unit,No,No,ALTA4B_2_CPCW3,CPC West - Alta Wind III,150,SCE,"Alta Interconnection Management, LLC",WIND,WIND,WIND,SP15,SCE1,2/12/2011,,150,A,,,-999,-999,-999,,,,,,,
44600,Participating Unit,Yes,Yes,DEVERS_1_QF,DEVERS AREA LUMPED UNITS,155,SCE,Southern California Edison,WIND,WIND,WIND,SP15,SCE1,1/1/1983,,155,A,,,-999,-999,-999,,,,,,,
96600,Participating Unit,No,No,TIFFNY_1_DILLON,Dillon 1 Wind Project,45,SCE,Dillon Wind LLC,WIND,WIND,WIND,SP15,SCE1,4/18/2008,,45,A,,,-999,-999,-999,,,,,,,
44616,Participating Unit,Yes,No,GARNET_2_WIND5,Eastwind,3,SCE,"Yavi Energy, LLC",WIND,WIND,WIND,SP15,SCE1,1/7/1985,,3,A,,,-999,-999,-999,,,,,,,
127700,Participating Unit,No,Yes,CAPWD_1_QF,Edom Hills Wind Farm,19.55,SCE,"Edom Hills Project 1, LLC",WIND,WIND,WIND,SP15,SCE1,3/15/1985,,20,A,,,-999,-999,-999,,,,,,,
44604,Participating Unit,No,No,TRNSWD_1_QF,FPL Energy C Wind,38.97,SCE,"FPL Energy Cabazon Wind, LLC",WIND,WIND,WIND,SP15,SCE1,12/3/1984,,39,A,,,-999,-999,-999,,,,,,,
97500,Participating Unit,No,No,GARNET_1_WIND,GARNET WIND ENERGY CENTER,6.5,SCE,GARNET ENERGY CORPORATION,WIND,WIND,WIND,SP15,SCE1,6/2/2009,,6.5,A,,,-999,-999,-999,,,,,,,
122700,Participating Unit,No,No,GARNET_1_WINDS,Garnet Winds Aggregation,22.5,SCE,"Windpower Partners 1993, L.P.",WIND,WIND,WIND,SP15,SCE1,2/21/2011,,22.5,A,,,-999,-999,-999,,,,,,,
90500,Participating Unit,Yes,Yes,GARNET_1_UNITS,GREEN POWER WIND FACILITY (Aggregate),16.5,SCE,"FPL Energy Green Power Wind, LLC",WIND,WIND,WIND,SP15,SCE1,7/1/1975,,16.5,A,,,-999,-999,-999,,,,,,,
126400,Participating Unit,No,No,GARNET_2_WIND2,Karen Avenue Wind Farm,11.7,SCE,Energy Development & Construction Corp.,WIND,WIND,WIND,SP15,SCE1,8/1/2015,,11.7,A,,,-999,-999,-999,,,,,,,
107000,Participating Unit,No,No,MANZNA_2_WIND,Manzana Wind,189,SCE,Manzana Wind,WIND,WIND,WIND,SP15,SCE1,12/20/2012,,189,A,,,-999,-999,-999,,,,,,,
22900,Participating Unit,No,No,MTWIND_1_UNIT 1,Mountain View I,44.4,SCE,"Mountain View Power Partners, L.L.C.",WIND,WIND,WIND,SP15,SCE1,3/24/2001,,44.4,A,,,-999,-999,-999,,,,,,,
23000,Participating Unit,No,No,MTWIND_1_UNIT 2,Mountain View II,22.2,SCE,"Mountain View Power Partners, L.L.C.",WIND,WIND,WIND,SP15,SCE1,9/17/2001,,22.2,A,,,-999,-999,-999,,,,,,,
89100,Participating Unit,No,No,MTWIND_1_UNIT 3,Mountain View III,22.44,SCE,Mountain View III Power Partners,WIND,WIND,WIND,SP15,SCE1,12/15/2003,,22.44,A,,,-999,-999,-999,,,,,,,
104600,Participating Unit,No,No,BLAST_1_WIND,Mountain View IV Wind,49,SCE,"Mountain View Power Partners IV, LLC",WIND,WIND,WIND,SP15,SCE1,2/23/2012,,49,A,,,-999,-999,-999,,,,,,,
106500,Participating Unit,No,No,JAWBNE_2_NSRWND,North Sky River Wind Project,160,SCE,"North Sky River Energy, LLC",WIND,WIND,WIND,SP15,SCE1,12/7/2012,,162,A,,,-999,-999,-999,,,,,,,
91000,Participating Unit,No,No,VINCNT_2_WESTWD,OASIS POWER PLANT,60,SCE,"OASIS POWER PARTNERS, LLC",WIND,WIND,WIND,SP15,SCE1,3/31/2005,,60,A,,,-999,-999,-999,,,,,,,
24400,Participating Unit,No,No,PWEST_1_UNIT,PACIFIC WEST I,2.1,SCE,"Phoenix Wind Power, LLC",WIND,WIND,WIND,SP15,SCE1,,,2.1,A,,,-999,-999,-999,,,,,,,
44617,Participating Unit,Yes,No,VENWD_1_WIND3,Painted Hills Wind Park,19.04,SCE,Painted Hills Wind Developers,WIND,WIND,WIND,SP15,SCE1,12/1/1985,,19.05,A,,,-999,-999,-999,,,,,,,
122500,Participating Unit,Yes,No,GARNET_2_WIND1,Phoenix,11.2,SCE,"San Gorgonio Westwinds II, LLC",WIND,WIND,WIND,SP15,SDG1,1/26/2015,,11.78,A,,,-999,-999,-999,,,,,,,
35315,Participating Unit,Yes,No,ENWIND_2_WIND2,Ridgetop 1,65,SCE,"Ridgetop Energy, LLC",WIND,WIND,WIND,SP15,SCE1,12/31/1983,,65,A,,,-999,-999,-999,,,,,,,
122100,Participating Unit,No,No,RTREE_2_WIND1,Rising Tree 1,79.2,SCE,Rising Tree Wind Farm LLC,WIND,WIND,WIND,SP15,SCE1,1/12/2015,,79.2,A,,,-999,-999,-999,,,,,,,
122200,Participating Unit,No,No,RTREE_2_WIND2,Rising Tree 2,19.8,SCE,Rising Tree Wind Farm II LLC,WIND,WIND,WIND,SP15,SCE1,1/12/2015,,19.8,A,,,-999,-999,-999,,,,,,,
125900,Participating Unit,No,No,RTREE_2_WIND3,Rising Tree 3,99,SCE,Rising Tree Wind Farm III LLC,WIND,WIND,WIND,SP15,SCE1,6/25/2015,,99,A,,,-999,-999,-999,,,,,,,
44622,Participating Unit,Yes,No,GARNET_2_WIND3,San Gorgonio East,12.67,SCE,"San Gorgonio Westwinds II, LLC",WIND,WIND,WIND,SP15,SCE1,12/1/1985,,12.6,A,,,-999,-999,-999,,,,,,,
117200,Participating Unit,Yes,No,JAWBNE_2_SRWND,Sky River,77,SCE,"Sky River, LLC",WIND,WIND,WIND,SP15,SCE1,12/11/2012,,77.5,A,,,-999,-999,-999,,,,,,,
73600,Participating Unit,Yes,Yes,VINCNT_2_QF,VINCENT AREA LUMPED UNITS,238.9,SCE,Southern California Edison,WIND,WIND,WIND,SP15,SCE1,1/1/1985,,238.9,A,,,-999,-999,-999,,,,,,,
33500,Participating Unit,No,No,WHTWTR_1_WINDA1,Whitewater Hill Wind Project,61.5,SCE,"Whitewater Hill Wind Partners, LLC",WIND,WIND,WIND,SP15,SCE1,8/31/2002,,61.5,A,,,-999,-999,-999,,,,,,,
35303,Participating Unit,No,No,ARBWD_6_QF,Wind Resource II,19.95,SCE,"CalWind Resources, Incorporated",WIND,WIND,WIND,SP15,SCE1,3/29/1991,,20,A,,,-999,-999,-999,,,,,,,
73613,Participating Unit,Yes,No,TEHAPI_2_WIND1,Wind Wall Monolith 1,16.9,SCE,"AES Tehachapi Wind, LLC",WIND,WIND,WIND,SP15,SCE1,11/13/1985,,17,A,,,-999,-999,-999,,,,,,,
73614,Participating Unit,Yes,No,TEHAPI_2_WIND2,Wind Wall Monolith 2,21.68,SCE,"AES Tehachapi Wind, LLC",WIND,WIND,WIND,SP15,SCE1,12/5/1986,,22.5,A,,,-999,-999,-999,,,,,,,
118600,Participating Unit,Yes,No,MIDWD_6_WNDLND,Windland Refresh I,7.45,SCE,"Windland Refresh, LLC",WIND,WIND,WIND,SP15,SCE1,6/3/2014,,7.46,A,,,-999,-999,-999,,,,,,,
134400,Participating Unit,No,No,VENWD_1_WIND1,Windpark Unlimited 1,9.43,SCE,"Energy Unlimited PH, Inc.",WIND,WIND,WIND,SP15,SCE1,12/31/1985,,9.44,A,,,-999,-999,-999,,,,,,,
134500,Participating Unit,No,No,VENWD_1_WIND2,Windpark Unlimited 2,16.05,SCE,"Energy Unlimited PH, Inc.",WIND,WIND,WIND,SP15,SCE1,12/31/1985,,16.06,A,,,-999,-999,-999,,,,,,,
104000,Participating Unit,No,Yes,WNDSTR_2_WIND,Windstar I,120,SCE,"Windstar Energy, LLC",WIND,WIND,WIND,SP15,SCE1,1/28/2012,,120,A,,,-999,-999,-999,,,,,,,
35325,Participating Unit,Yes,No,NZWIND_6_WDSTR,Windstream 39,6.2,SCE,"Windstream Operations, LLC",WIND,WIND,WIND,SP15,SCE1,2/1/1984,,6.24,A,,,-999,-999,-999,,,,,,,
35326,Participating Unit,Yes,No,NZWIND_6_WDSTR2,Windstream 40,6.9,SCE,"Windstream Operations, LLC",WIND,WIND,WIND,SP15,SCE1,9/1/1984,,6.93,A,,,-999,-999,-999,,,,,,,
35327,Participating Unit,Yes,No,NZWIND_6_WDSTR3,Windstream 41,6,SCE,"Windstream Operations, LLC",WIND,WIND,WIND,SP15,SCE1,12/1/1984,,6.02,A,,,-999,-999,-999,,,,,,,
35328,Participating Unit,Yes,No,NZWIND_6_WDSTR4,Windstream 6042,6.77,SCE,"Windstream Operations, LLC",WIND,WIND,WIND,SP15,SCE1,10/17/1985,,6.77,A,,,-999,-999,-999,,,,,,,
35324,Participating Unit,Yes,No,NZWIND_2_WDSTR5,Windstream 6111,6.31,SCE,"Windstream Operations, LLC",WIND,WIND,WIND,SP15,SCE1,1/24/1986,,6.5,A,,,-999,-999,-999,,,,,,,
44620,Participating Unit,No,No,GARNET_2_WIND4,Windustries,9.8,SCE,"San Gorgonio Westwinds II - Windustries, LLC",WIND,WIND,WIND,SP15,SCE1,11/24/1985,,9.8,A,,,-999,-999,-999,,,,,,,
89200,Participating Unit,No,No,BUCKWD_7_WINTCV,WINTEC V FACILITY,1.32,SCE,"Wintec Energy, Ltd.",WIND,WIND,WIND,SP15,SCE1,12/30/2003,,1.32,A,,,-999,-999,-999,,,,,,,
107100,Participating Unit,No,No,GARNET_1_WT3WND,"WKN Wagner, LLC",6,SCE,"Wagner Wind, LLC",WIND,WIND,WIND,SP15,SCE1,12/24/2012,,6,A,,,-999,-999,-999,,,,,,,
117100,Participating Unit,Yes,No,OAKWD_6_ZEPHWD,Zephyr Park,3.5,SCE,"Oak Creek Wind Power, LLC",WIND,WIND,WIND,SP15,SCE1,2/7/2014,,4.2,A,,,-999,-999,-999,,,,,,,
7500,Participating Unit,No,Yes,PANDOL_6_UNIT,"Covanta Delano, Inc.",49,SCE,"Covanta Delano, Inc.",WOOD WASTE,STEAM,BIOMASS,SP15,SCE1,1/1/1990,,58,A,0.603,,-999,-999,-999,,,,,,,
