,eGRID2016 Generator file sequence number,Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Generator ID,Number of associated boilers,Generator status,Generator prime mover type,Generator primary fuel,Generator nameplate capacity (MW),Generator capacity factor,Generator annual net generation (MWh),Generator ozone season net generation (MWh),Generation data source,Generator year on-line,Generator planned or actual retirement year,area,utility,latitude,longitude,state,NGCC,NGCT,Coal,Oil,Wind,SolarPV,SolarCSP,Hydro,Nuclear,Other
23,4791,CO,Boulder Canyon Hydro,466,1A,0,OP,HY,WAT,5,0.277,12119,5464,Distributed from 923 Generation And Fuel,2013,,PSCO,Public Service Co of Colorado,40.004725,-105.332495,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
24,4794,CO,Boulder City Betasso Hydro Plant,54680,0001,0,OP,HY,WAT,3,0.268,7050,3179,Distributed from 923 Generation And Fuel,1987,,PSCO,Public Service Co of Colorado,40.0111,-105.3347,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
25,4795,CO,Boulder City Lakewood Hydro,54679,0001,0,OP,HY,WAT,3.5,0.23,7050,3179,Distributed from 923 Generation And Fuel,2004,,PSCO,Public Service Co of Colorado,40.0111,-105.3347,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0
26,4796,CO,Boulder City Silver Lake Hydro,55931,0001,0,OP,HY,WAT,3.3,0.313,9058,4084,Distributed from 923 Generation And Fuel,2000,,PSCO,Public Service Co of Colorado,39.991311,-105.50003,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0
27,4797,CO,Brighton PV Solar Plant,59144,15755,0,OP,PV,SUN,1.8,0.226,3560,1598,Distributed from 923 Generation And Fuel,2012,,WACM,"United Power, Inc",39.9825,-104.940833,Colorado,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0
28,4798,CO,Brush Generation Facility,10682,GT1,0,OP,CT,NG,23.8,0.004,736,492,EIA-923 Generator File,1990,,PSCO,Public Service Co of Colorado,40.2415,-103.631,Colorado,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,4799,CO,Brush Generation Facility,10682,GT2,0,OP,GT,NG,23.8,0.005,1101,481,Distributed from 923 Generation And Fuel,1990,,PSCO,Public Service Co of Colorado,40.2415,-103.631,Colorado,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,4800,CO,Brush Generation Facility,10682,GT3,0,OP,CT,NG,37,0.02,6465,1443,EIA-923 Generator File,1994,,PSCO,Public Service Co of Colorado,40.2415,-103.631,Colorado,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,4801,CO,Brush Generation Facility,10682,GT4,0,OP,CT,NG,23.8,0.02,4246,3879,EIA-923 Generator File,1999,,PSCO,Public Service Co of Colorado,40.2415,-103.631,Colorado,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,4802,CO,Brush Generation Facility,10682,GT5,0,OP,CT,NG,23.8,0.019,3883,3522,EIA-923 Generator File,1999,,PSCO,Public Service Co of Colorado,40.2415,-103.631,Colorado,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,4803,CO,Brush Generation Facility,10682,ST1,1,OP,CA,NG,38,0.002,554,389,EIA-923 Generator File,1990,,PSCO,Public Service Co of Colorado,40.2415,-103.631,Colorado,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,4804,CO,Brush Generation Facility,10682,ST2,1,OP,CA,NG,37,0.015,4701,1473,EIA-923 Generator File,1994,,PSCO,Public Service Co of Colorado,40.2415,-103.631,Colorado,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,4805,CO,Brush Generation Facility,10682,ST4,2,OP,CA,NG,90,0.013,10106,9209,EIA-923 Generator File,2002,,PSCO,Public Service Co of Colorado,40.2415,-103.631,Colorado,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,4808,CO,Busch Ranch Wind Energy Farm,57980,WTG,0,OP,WT,WND,29,0.376,95452,35072,Distributed from 923 Generation And Fuel,2012,,PSCO,Black Hills/Colorado Elec.Util,37.801111,-104.491944,Colorado,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
37,4809,CO,Cabin Creek,467,A,0,OP,PS,WAT,150,,-89633.5,-38639,Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1967,,PSCO,Public Service Co of Colorado,39.6551,-105.7088,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0
38,4810,CO,Cabin Creek,467,B,0,OP,PS,WAT,150,,-89633.5,-38639,Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1967,,PSCO,Public Service Co of Colorado,39.6551,-105.7088,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0
39,4813,CO,Carousel Wind Farm LLC,59975,CW1,0,OP,WT,WND,150,0.441,579696,216297,Distributed from 923 Generation And Fuel,2015,,PSCO,Public Service Co of Colorado,39.334,-102.173,Colorado,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0
40,4814,CO,Carson Solar I,57509,1,0,OP,PV,SUN,2,0.154,2695,1210,Distributed from 923 Generation And Fuel,2007,,WACM,City of Colorado Springs - (CO),38.7228,-104.7817,Colorado,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
41,4815,CO,Carter Hydro,58622,1,0,OP,HY,WAT,1.3,0.363,4137.5,1865.5,Distributed from 923 Generation And Fuel,2012,,WACM,"Poudre Valley R  E  A, Inc",40.324167,-105.208889,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0
42,4816,CO,Carter Hydro,58622,2,0,OP,HY,WAT,1.3,0.363,4137.5,1865.5,Distributed from 923 Generation And Fuel,2012,,WACM,"Poudre Valley R  E  A, Inc",40.324167,-105.208889,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0
43,4818,CO,Cedar Creek II,57210,1,0,OP,WT,WND,248.3,0.346,751628,224014,Distributed from 923 Generation And Fuel,2011,,PSCO,Public Service Co of Colorado,40.9475,-103.783889,Colorado,0.0,0.0,0.0,0.0,248.3,0.0,0.0,0.0,0.0,0.0
44,4819,CO,Cedar Creek Wind,56371,1,0,OP,WT,WND,300.5,0.324,852867,259330,Distributed from 923 Generation And Fuel,2007,,PSCO,Public Service Co of Colorado,40.8944,-104.0206,Colorado,0.0,0.0,0.0,0.0,300.5,0.0,0.0,0.0,0.0,0.0
45,4820,CO,Cedar Point Wind,57315,1-139,0,OP,WT,WND,252,0.3,661318,253524,Distributed from 923 Generation And Fuel,2011,,PSCO,Public Service Co of Colorado,39.421787,-103.67814,Colorado,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0
46,4823,CO,Cherokee,469,4,1,OP,ST,BIT,380.8,0.587,1958271,805730,EIA-923 Generator File,1968,,PSCO,Public Service Co of Colorado,39.807275,-104.964548,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.8
47,4824,CO,Cherokee,469,5,0,OP,CT,NG,185.3,0.487,791239,410141,EIA-923 Generator File,2015,,PSCO,Public Service Co of Colorado,39.807275,-104.964548,Colorado,185.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,4825,CO,Cherokee,469,6,0,OP,CT,NG,185.3,0.507,822694,395885,EIA-923 Generator File,2015,,PSCO,Public Service Co of Colorado,39.807275,-104.964548,Colorado,185.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,4826,CO,Cherokee,469,7,2,OP,CA,NG,255,0.475,1061689,530457,EIA-923 Generator File,2015,,PSCO,Public Service Co of Colorado,39.807275,-104.964548,Colorado,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,4830,CO,City & County of Denver at Denver Int'l,57645,PV1,0,OP,PV,SUN,3.4,0.236,7039,3160,Distributed from 923 Generation And Fuel,2011,,PSCO,Public Service Co of Colorado,39.904133,-104.654183,Colorado,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0
51,4831,CO,City of Boulder WWTP,57681,1,0,OP,PV,SUN,1,0.089,777,349,Distributed from 923 Generation And Fuel,2010,,PSCO,Public Service Co of Colorado,40.048025,-105.180327,Colorado,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52,4832,CO,Clear Spring Ranch PV Project,60511,PV1,0,OP,PV,SUN,10,0.025,2167,0,Distributed from 923 Generation And Fuel,2016,,WACM,City of Colorado Springs - (CO),38.602102,-104.694688,Colorado,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
53,4833,CO,Cogentrix of Alamosa,57368,1,0,OP,PV,SUN,30,0.243,63848,30071,Distributed from 923 Generation And Fuel,2012,,PSCO,Public Service Co of Colorado,37.598579,-105.955832,Colorado,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
54,4834,CO,Colorado Energy Nations Company,10003,GEN1,5,OP,ST,NG,7.5,0.746,49004.109,17970,EIA-923 Generator File,1976,,PSCO,Public Service Co of Colorado,39.7606,-105.215,Colorado,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,4835,CO,Colorado Energy Nations Company,10003,GEN2,5,OP,ST,NG,7.5,0.767,50391.744,17574,EIA-923 Generator File,1977,,PSCO,Public Service Co of Colorado,39.7606,-105.215,Colorado,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,4836,CO,Colorado Energy Nations Company,10003,GEN3,5,OP,ST,NG,20,0.422,74016.083,28866,EIA-923 Generator File,1983,,PSCO,Public Service Co of Colorado,39.7606,-105.215,Colorado,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,4838,CO,Colorado Green Holdings LLC,56173,CG,0,OP,WT,WND,162,0.357,506052,207948,Distributed from 923 Generation And Fuel,2003,,PSCO,Public Service Co of Colorado,37.7033,-102.6231,Colorado,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0
58,4839,CO,Colorado Highlands Wind,57174,CHW1,0,OP,WT,WND,67.2,0.475,279521.723,97102.523,Distributed from 923 Generation And Fuel,2012,,WACM,WAPA-- Western Area Power Administration,40.756944,-102.743055,Colorado,0.0,0.0,0.0,0.0,67.2,0.0,0.0,0.0,0.0,0.0
59,4840,CO,Colorado Highlands Wind,57174,CHW2,0,OP,WT,WND,23.8,0.475,98997.277,34390.477,Distributed from 923 Generation And Fuel,2013,,WACM,WAPA-- Western Area Power Administration,40.756944,-102.743055,Colorado,0.0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0
60,4842,CO,Comanche (CO),470,1,1,OP,ST,SUB,382.5,0.638,2138679,954761,EIA-923 Generator File,1973,2022,WACM,Public Service Co of Colorado,38.2081,-104.5747,Colorado,0.0,0.0,382.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,4843,CO,Comanche (CO),470,2,1,OP,ST,SUB,396,0.529,1836695,793665,EIA-923 Generator File,1975,2025,WACM,Public Service Co of Colorado,38.2081,-104.5747,Colorado,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,4844,CO,Comanche (CO),470,3,1,OP,ST,SUB,856.8,0.677,5084336,2194462,EIA-923 Generator File,2010,,WACM,Public Service Co of Colorado,38.2081,-104.5747,Colorado,0.0,0.0,856.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,4845,CO,Comanche Solar,59656,COMCH,0,OP,PV,SUN,120,0.08,84592,29335,Distributed from 923 Generation And Fuel,2016,,PSCO,Public Service Co of Colorado,38.205278,-104.566667,Colorado,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0
64,4848,CO,Craig (CO),6021,1,1,OP,ST,SUB,446.4,0.632,2472306,1068405,EIA-923 Generator File,1980,,WACM,"Tri-State G & T Assn, Inc",40.4627,-107.5912,Colorado,0.0,0.0,446.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,4849,CO,Craig (CO),6021,2,1,OP,ST,SUB,446.4,0.744,2908866,1253230,EIA-923 Generator File,1979,,WACM,"Tri-State G & T Assn, Inc",40.4627,-107.5912,Colorado,0.0,0.0,446.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,4850,CO,Craig (CO),6021,3,1,OP,ST,SUB,534.8,0.628,2944261,1134657,EIA-923 Generator File,1984,,WACM,"Tri-State G & T Assn, Inc",40.4627,-107.5912,Colorado,0.0,0.0,534.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,4851,CO,Crystal,6159,1,0,OP,HY,WAT,28,0.717,175780,79258,Distributed from 923 Generation And Fuel,1978,,WACM,WAPA-- Western Area Power Administration,38.510573,-107.625335,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
68,4852,CO,CSU Pueblo,58481,CSU1,0,OP,PV,SUN,1,0.205,1799,808,Distributed from 923 Generation And Fuel,2008,,WACM,Black Hills Power Inc,38.306111,-104.58,Colorado,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
69,4853,CO,DADS Gas Recovery,56530,GEN1,0,OP,IC,LFG,0.8,0.795,5569,2338.25,Distributed from 923 Generation And Fuel,2008,,PSCO,Public Service Co of Colorado,39.6522,-104.7161,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
70,4854,CO,DADS Gas Recovery,56530,GEN2,0,OP,IC,LFG,0.8,0.795,5569,2338.25,Distributed from 923 Generation And Fuel,2008,,PSCO,Public Service Co of Colorado,39.6522,-104.7161,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
71,4855,CO,DADS Gas Recovery,56530,GEN3,0,OP,IC,LFG,0.8,0.795,5569,2338.25,Distributed from 923 Generation And Fuel,2008,,PSCO,Public Service Co of Colorado,39.6522,-104.7161,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
72,4856,CO,DADS Gas Recovery,56530,GEN4,0,OP,IC,LFG,0.8,0.795,5569,2338.25,Distributed from 923 Generation And Fuel,2008,,PSCO,Public Service Co of Colorado,39.6522,-104.7161,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
73,4857,CO,Denver Int Airport,56815,1,0,OP,PV,SUN,1.9,0.193,3205,1439,Distributed from 923 Generation And Fuel,2008,,PSCO,Public Service Co of Colorado,39.836789,-104.697149,Colorado,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0
74,4858,CO,Denver Intl Airport IV Solar,59462,DIA4,0,OP,PV,SUN,1.5,0.22,2897,1301,Distributed from 923 Generation And Fuel,2014,,SWPP,Public Service Co of Colorado,39.900556,-104.669444,Colorado,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
75,4859,CO,Dillon Hydro Plant,10421,GEN1,0,OP,HY,WAT,1.8,0.872,13754,6202,Distributed from 923 Generation And Fuel,1987,,PSCO,Public Service Co of Colorado,39.6208,-106.0662,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
76,4860,CO,DOE Golden NREL Main Campus,57694,MESA,0,OP,PV,SUN,0.7,0.097,592.242,265.788,Distributed from 923 Generation And Fuel,2008,,PSCO,Public Service Co of Colorado,39.740896,-105.170993,Colorado,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
77,4861,CO,DOE Golden NREL Main Campus,57694,PARKG,0,OP,PV,SUN,1.2,0.097,1015.273,455.636,Distributed from 923 Generation And Fuel,2013,,PSCO,Public Service Co of Colorado,39.740896,-105.170993,Colorado,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0
78,4862,CO,DOE Golden NREL Main Campus,57694,PARKL,0,OP,PV,SUN,0.5,0.097,423.03,189.848,Distributed from 923 Generation And Fuel,2011,,PSCO,Public Service Co of Colorado,39.740896,-105.170993,Colorado,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
79,4863,CO,DOE Golden NREL Main Campus,57694,RSF1,0,OP,PV,SUN,0.4,0.097,338.424,151.879,Distributed from 923 Generation And Fuel,2010,,PSCO,Public Service Co of Colorado,39.740896,-105.170993,Colorado,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
80,4864,CO,DOE Golden NREL Main Campus,57694,RSF2,0,OP,PV,SUN,0.4,0.097,338.424,151.879,Distributed from 923 Generation And Fuel,2012,,PSCO,Public Service Co of Colorado,39.740896,-105.170993,Colorado,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
81,4865,CO,DOE Golden NREL Main Campus,57694,STF,0,OP,PV,SUN,0.1,0.097,84.606,37.97,Distributed from 923 Generation And Fuel,2009,,PSCO,Public Service Co of Colorado,39.740896,-105.170993,Colorado,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
82,4866,CO,DOE Golden NWTC Load Side,57692,SEPV,0,OP,PV,SUN,1.1,0.175,1682,755,Distributed from 923 Generation And Fuel,2009,,PSCO,Public Service Co of Colorado,39.909,-105.2318,Colorado,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0
83,4867,CO,DOE Golden NWTC Turbine Side,57693,ALSTO,0,OP,WT,WND,3,0.015,401.25,138.068,Distributed from 923 Generation And Fuel,2011,,PSCO,Public Service Co of Colorado,39.9139,-105.2153,Colorado,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
84,4868,CO,DOE Golden NWTC Turbine Side,57693,GAMES,0,OP,WT,WND,2,0.015,267.5,92.045,Distributed from 923 Generation And Fuel,2011,,PSCO,Public Service Co of Colorado,39.9139,-105.2153,Colorado,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
85,4869,CO,DOE Golden NWTC Turbine Side,57693,GEDOE,0,OP,WT,WND,1.5,0.015,200.625,69.034,Distributed from 923 Generation And Fuel,2010,,PSCO,Public Service Co of Colorado,39.9139,-105.2153,Colorado,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
86,4870,CO,DOE Golden NWTC Turbine Side,57693,SIEM,0,OP,WT,WND,2.3,0.015,307.625,105.852,Distributed from 923 Generation And Fuel,2010,,PSCO,Public Service Co of Colorado,39.9139,-105.2153,Colorado,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0
87,4872,CO,Eagle Springs Solar LLC,59239,ESS01,0,OP,PV,SUN,1,0.171,1495,671,Distributed from 923 Generation And Fuel,2013,,PSCO,"Holy Cross Electric Assn, Inc",39.526111,-107.696111,Colorado,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
88,4873,CO,Eagle Valley Clean Energy LLC Biomass,58574,01,1,OP,ST,WDS,12.6,0.778,85822,36195,Distributed from 923 Generation And Fuel,2013,,PSCO,"Holy Cross Electric Assn, Inc",39.648056,-106.943056,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6
89,4874,CO,Estes,513,1,0,OP,HY,WAT,15,0.291,38245.667,14087.333,Distributed from 923 Generation And Fuel,1950,,WACM,WAPA-- Western Area Power Administration,40.376771,-105.509665,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
90,4875,CO,Estes,513,2,0,OP,HY,WAT,15,0.291,38245.667,14087.333,Distributed from 923 Generation And Fuel,1950,,WACM,WAPA-- Western Area Power Administration,40.376771,-105.509665,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
91,4876,CO,Estes,513,3,0,OP,HY,WAT,15,0.291,38245.667,14087.333,Distributed from 923 Generation And Fuel,1950,,WACM,WAPA-- Western Area Power Administration,40.376771,-105.509665,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
