ORISPL,PNAME,PLNOXAN,PLSO2AN,PLCO2AN,PLN2OAN,PLNOXRTA,PLSO2RTA,PLCO2RTA,PLN2ORTA
55596,GRS Arbor Hills,0,32,0,0,0.000,0.518,0.000,0.000
55597,GRS C&C,0,8,0,0,0.000,0.588,0.000,0.000
55595,GRS Lyon,,,,,,,,
1730,Hancock Peakers,48,0,"8,043",38,7.963,0.007,"1,342.654",0.003
1731,Harbor Beach,,,,,,,,
1707,Hardy,,,,,,,,
1827,Hart,,,,,,,,
56635,Harvest,,,,,,,,
57888,Harvest 2,,,,,,,,
1777,Hemlock Falls,,,,,,,,
7399,Henry Station,16,0,718,4,23.970,0.028,"1,094.677",0.003
58103,Heritage Garden Wind Farm I LLC,,,,,,,,
10346,Hillman Power LLC,84,16,"10,609","12,951",1.381,0.264,174.157,0.106
1829,Hillsdale,7,0,325,3,23.036,0.578,"1,008.667",0.004
1708,Hodenpyl,,,,,,,,
7115,Hoist,,,,,,,,
59093,Holland Energy Park,31,2,"374,667","1,353",0.071,0.004,867.378,0.002
1856,Hydro Plant,,,,,,,,
62677,IKEA Canton Rooftop PV System,,,,,,,,
55460,Indeck Niles Energy Center,,,,,,,,
1825,J B Sims,275,79,"181,483","7,491",3.205,0.922,"2,117.886",0.044
1720,J C Weadock,,,,,,,,
1710,J H Campbell,"2,836","5,012","8,480,676","287,133",0.740,1.308,"2,214.072",0.037
1723,J R Whiting,,,,,,,,
55270,Jackson Generating Station,523,5,"990,408","3,682",0.504,0.005,954.175,0.002
1830,James De Young,,,,,,,,
1842,James R Smith,,,,,,,,
1772,John H Warden,166,22,"11,229","17,241",2.702,0.355,182.789,0.140
55101,Kalamazoo River Generating Station,3,0,"7,991",29,0.578,0.008,"1,570.480",0.003
7984,Kalkaska CT Project #1,19,0,"24,682",91,0.965,0.006,"1,286.577",0.002
50860,Kent County Waste to Energy Facility,288,24,"100,872","18,938",5.625,0.465,"1,972.309",0.185
1778,Kingsford,,,,,,,,
1871,Kleber,,,,,,,,
57984,Lake Winds Energy Park,,,,,,,,
58427,Lansing BWL REO Town Plant,53,1,"159,869",658,0.198,0.003,598.690,0.001
59436,Lennon Generating,0,5,0,0,0.000,0.301,0.000,0.000
55102,Livingston Generating Station,10,0,"4,405",18,4.107,0.012,"1,758.052",0.004
60102,Lorin Industries,69,0,"3,018",11,15.152,0.018,660.313,0.001
1712,Loud,,,,,,,,
1837,Lowell,,,,,,,,
1713,Ludington,,,,,0.000,0.000,0.000,0.000
1853,Main Street (MI),1,0,27,1,43.688,3.988,"1,703.125",0.018
1750,Manistique,8,1,401,7,57.584,5.108,"2,876.645",0.023
60559,Marquette Energy Center,839,1,"37,562",155,22.347,0.027,"1,000.825",0.002
1844,Marshall (MI),4,0,188,1,63.441,0.879,"2,762.735",0.008
1732,Marysville,,,,,,,,
7116,McClure Dam,,,,,,,,
57853,McKinley Wind Park,,,,,,,,
50409,Menominee Mill Marinette,,,,,,,,
1780,Michigamme Falls,,,,,,,,
54915,Michigan Power Limited Partnership,81,2,"361,154","1,344",0.159,0.004,704.942,0.001
56416,Michigan Wind 1,,,,,,,,
56659,Michigan Wind 2,,,,,,,,
10745,Midland Cogeneration Venture,"2,898",16,"3,176,071","12,521",0.734,0.004,804.468,0.002
57852,Minden Wind Park,,,,,,,,
1714,Mio,,,,,,,,
56183,Modular Power LLC,,,,,,,,
1733,Monroe,"5,727","3,854","17,933,423","570,250",0.696,0.468,"2,179.360",0.035
1761,Mottville,,,,,,,,
57950,MSC Croswell,0,0,149,1,0.943,0.018,667.702,0.001
57949,MSC Sebewaing,0,1,84,2,1.753,8.495,"1,172.355",0.014
56504,Municipal Power Plant,2,0,95,0,32.533,0.039,"1,408.741",0.003
54867,Neenah Paper Munising Mill,42,202,"21,024",670,2.392,11.590,"1,206.944",0.019
55297,New Covert Generating Project,190,14,"2,840,503","10,843",0.056,0.004,837.237,0.002
1846,Newberry,1,0,49,1,40.000,3.621,"2,038.167",0.017
54342,Ninth Street Hydropower Project,,,,,,,,
1734,Northeast (MI),22,6,"6,537",46,6.586,1.697,"1,994.223",0.007
1848,Norway (MI),,,,,,,,
54340,Norway Point Hydropower Project,,,,,,,,
50260,Oakwood Hospital & Medical Center,1,0,25,0,45.636,4.109,"2,316.364",0.019
1735,Oliver,1,0,50,1,0.000,0.000,0.000,0.000
60348,O'Shea Solar Farm,,,,,,,,
55799,"Otsego Paper, Inc.",63,0,"40,739",142,1.026,0.003,660.519,0.001
1715,Palisades,,,,,,,,
50318,Par Sterile Products,,,,,,,,
61909,Parkview Battery,,,,,0.000,0.000,0.000,0.000
58066,"PCA, Filer City Mill",36,1,"31,255",119,0.854,0.020,746.383,0.001
1781,Peavy Falls,,,,,,,,
61916,Pegasus Wind,,,,,,,,
54890,Peoples Generating Station,0,2,0,0,0.000,0.224,0.000,0.000
58580,Pheasant Run Wind LLC,,,,,,,,
56852,Pinconning White Feather,0,4,0,0,0.000,0.349,0.000,0.000
61106,Pine River Wind Park,,,,,,,,
7806,Pine Street,,,,,,,,
54989,Pine Tree Acres,0,14,0,0,0.000,0.402,0.000,0.000
57443,Pine Tree Acres WM LFGTE,0,18,0,0,0.000,0.381,0.000,0.000
1737,Placid 12,6,1,293,5,0.000,0.000,0.000,0.000
1840,Plant Four,1,1,208,3,30.000,17.144,"5,544.373",0.045
62290,Polaris Wind Park,,,,,,,,
8019,Portage,11,6,"2,092",34,27.143,15.435,"4,991.959",0.040
1769,Presque Isle,"3,008","4,609","1,870,214","60,757",4.275,6.552,"2,658.453",0.043
1773,Prickett,,,,,,,,
1739,Putnam (MI),7,1,333,5,0.000,0.000,0.000,0.000
55402,Renaissance Power,245,3,"600,986","2,205",0.537,0.007,"1,316.792",0.002
56503,Riley Generating Station,22,0,967,4,32.699,0.039,"1,415.326",0.003
1740,River Rouge,"1,361","2,118","903,499","23,921",3.466,5.395,"2,300.976",0.030
54057,Riverview Energy Systems,0,14,0,0,0.000,0.644,0.000,0.000
1716,Rogers,,,,,,,,
1865,Saint Marys Falls,,,,,,,,
50157,Sanford Dam,,,,,,,,
1879,Scottville,,,,,,,,
50159,Secord,,,,,,,,
1843,Shiras,193,144,"189,434","5,658",3.084,2.300,"3,024.294",0.045
57851,Sigel Wind Park,,,,,,,,
6356,Sixth Street Gas Turbine,0,0,51,1,0.000,0.000,0.000,0.000
1741,Slocum,2,0,123,2,0.000,0.000,0.000,0.000
50160,Smallwood,,,,,,,,
59574,Southeast Berrien Generating Facility,0,4,0,0,0.000,0.301,0.000,0.000
60945,"Spartan PV 1, LLC",,,,,,,,
1852,St Louis,0,0,7,0,0.249,0.023,13.115,0.000
1743,St. Clair,"6,115","17,357","5,197,690","178,454",2.699,7.662,"2,294.333",0.039
7970,State St Generating,,,,,,,,
57131,Stoney Corners Wind Farm,,,,,,,,
1718,Straits,1,0,213,1,6.348,0.063,"2,318.087",0.004
1855,Sturgis City Diesel Plant,1,0,111,1,0.000,0.000,0.000,0.000
61812,Summit Lake Wind Energy Project,,,,,,,,
54536,Sumpter Energy Associates,0,2,0,0,0.000,0.463,0.000,0.000
7972,Sumpter Plant,89,2,"303,166","1,116",0.446,0.008,"1,521.234",0.003
1744,Superior,1,1,209,3,0.000,0.000,0.000,0.000
1757,Superior Falls,,,,,,,,
10328,T B Simon Power Plant,274,2,"96,027",389,1.823,0.016,639.923,0.001
50835,TES Filer City Station,966,176,"512,267","18,899",3.821,0.696,"2,027.174",0.037
58330,The Andersons Albion Ethanol LLC,41,1,"20,799",78,1.274,0.018,643.605,0.001
1719,Thetford,8,0,"1,382",3,65.976,0.000,"11,013.606",0.012
1873,Tower,0,0,50,1,15.543,8.817,"2,851.200",0.023
1745,Trenton Channel,"1,075","3,114","1,301,856","44,068",2.013,5.829,"2,437.104",0.041
60347,Turrill Solar Farm,,,,,,,,
58351,Tuscola Bay Wind,,,,,,,,
58587,Tuscola Wind II LLC,,,,,,,,
1784,Twin Falls (MI),,,,,,,,
1875,Ubly,0,0,23,0,25.555,2.343,"2,014.374",0.012
50431,University of Michigan,74,1,"47,065",180,0.998,0.017,633.168,0.001
54539,Venice Resources Gas Recovery,0,3,0,0,0.000,0.394,0.000,0.000
50251,Verso Paper Quinnesec Mich Mill,186,451,"4,930","12,206",1.051,2.547,27.833,0.034
1881,Vestaburg,2,0,877,3,4.379,0.044,"1,599.579",0.003
1774,Victoria Dam,,,,,,,,
50772,Viking Energy of Lincoln,180,17,"29,416","15,825",2.499,0.243,409.456,0.110
50770,Viking Energy of McBain,172,16,"31,442","15,116",2.354,0.223,431.013,0.104
54604,Warner Lambert,20,0,"7,603",29,1.607,0.019,608.229,0.001
57024,Waste Management Northern Oaks LFGTE,0,2,0,0,0.000,0.357,0.000,0.000
7398,Water Street Station,9,0,452,3,24.046,0.028,"1,156.917",0.003
58546,Watervliet,0,5,0,0,0.000,0.374,0.000,0.000
59853,Watervliet PV,,,,,,,,
1785,Way Dam,,,,,,,,
1722,Webber,,,,,,,,
60117,Western Michigan Solar Gardens,,,,,,,,
58161,Western Michigan University Power Plant,63,1,"22,086",83,1.804,0.017,629.241,0.001
10148,White Pine Electric Power,,,,,,,,
1786,White Rapids,,,,,,,,
50937,William Beaumont Hospital,,,,,,,,
1746,Wilmot,7,1,339,5,0.000,0.000,0.000,0.000
54549,Wood Road,0,12,0,0,0.000,0.357,0.000,0.000
1866,Wyandotte,7,0,"11,578",47,3.572,0.010,"5,648.986",0.011
1867,Zeeland,11,0,545,3,86.817,0.104,"4,244.397",0.013
58704,Zeeland Farm Services,172,0,0,27,27.004,0.060,0.000,0.002
55087,Zeeland Generating Station,191,8,"1,508,358","5,368",0.121,0.005,955.724,0.002
62162,4710 Hosting,0,0,9,0,56.000,5.167,"2,912.667",0.024
56307,Adams Wind Farm,,,,,,,,
57375,Adams Wind Generations LLC,,,,,,,,
1956,Adrian,0,0,11,0,34.462,3.123,"1,758.923",0.014
55576,Agassiz Beach LLC,,,,,,,,
60519,Albany Solar,,,,,,,,
1958,Alexandria,1,0,56,1,26.166,2.371,"1,335.746",0.011
1915,Allen S King,"1,369","1,479","2,963,577","93,170",1.014,1.096,"2,196.307",0.035
7376,Alliant Techsystems,,,,,,,,
61645,Altair Community Solar Garden,,,,,,,,
54212,American Crystal Sugar Crookston,,,,,,,,
54214,American Crystal Sugar East Grand Forks,,,,,,,,
54211,American Crystal Sugar Moorhead,,,,,,,,
61181,Andromeda Community Solar,,,,,,,,
60520,Annandale Solar,,,,,,,,
62908,Anoka BESS,,,,,,,,
62061,Anoka County MN CONX,,,,,,,,
61176,Antares Community Solar,,,,,,,,
60937,Antlia Community Solar,,,,,,,,
61710,Aquarius Community Solar,,,,,,,,
61704,Aquila Community Solar,,,,,,,,
10863,Archer Daniels Midland Mankato,18,46,"13,395",442,1.618,4.192,"1,211.644",0.020
61705,Arcturus Community Solar,,,,,,,,
61183,Argo Navis Community Solar,,,,,,,,
60938,Aries Community Solar,,,,,,,,
61138,Armstrong Solar,,,,,,,,
62937,Athens BESS,,,,,,,,
62062,Athens MN CONX,,,,,,,,
60521,Atwater Solar,,,,,,,,
61706,Auriga Community Solar,,,,,,,,
55566,Autumn Hills LLC,,,,,,,,
56210,B&K Energy Systems LLC,,,,,,,,
61453,B.R. Corcoran CSG,,,,,,,,
61454,B.R. Sartell CSG,,,,,,,,
61455,B.R. Sauk Rapids CSG,,,,,,,,
62138,Barone CSG,,,,,,,,
56624,BC Energy LLC,,,,,,,,
62084,Becker Solar 2 CSG,,,,,,,,
62085,Becker Solar 3 CSG,,,,,,,,
62086,Becker Solar 4 CSG,,,,,,,,
62087,Becker Solar 5 CSG,,,,,,,,
62040,Becker Solar CSG,,,,,,,,
1964,Benson City of,1,0,68,1,30.000,2.697,"1,521.348",0.012
55867,Benson Power Biomass Plant,160,71,0,"24,872",1.935,0.854,0.000,0.150
57198,Bent Tree Wind Farm Phase 1,,,,,,,,
60695,BentonSun LLC,,,,,,,,
61671,Betcher Community Solar Garden,,,,,,,,
57289,Big Blue,,,,,,,,
60836,Big Lake Holdco Solar CSG,,,,,,,,
61817,Big Lake Project CSG,,,,,,,,
56201,Bisson Windfarm LLC,,,,,,,,
1904,Black Dog,77,2,"481,704","1,716",0.159,0.005,999.306,0.002
58692,Black Oak Wind Farm,,,,,,,,
1892,Blanchard,,,,,,,,
61650,Blazing Star 2 Wind Farm,,,,,,,,
60504,Blazing Star Wind Farm 1,,,,,,,,
1966,Blooming Prairie,4,0,190,3,31.881,2.866,"1,614.494",0.013
56581,Blue Breezes II LLC,,,,,,,,
56580,Blue Breezes LLC,,,,,,,,
1967,Blue Earth,1,0,38,1,34.738,3.026,"1,706.477",0.014
8027,Blue Lake Generating Plant,29,1,"77,676",271,0.554,0.013,"1,475.622",0.003
60632,Blue Lake Solar,,,,,,,,
56209,Boeve Windfarm LLC,,,,,,,,
10486,Boise Cascade International Falls,133,344,"24,161","7,899",0.775,2.010,141.026,0.023
62194,Bolduan CSG,,,,,,,,
1893,Boswell Energy Center,"4,134","3,192","8,550,719","270,107",1.136,0.877,"2,350.518",0.037
50636,Brainerd Public Utilities,,,,0,,,,0.000
56595,Breezy Bucks I LLC,,,,,,,,
56582,Breezy Bucks II LLC,,,,,,,,
54794,Buffalo Ridge Windplant WPP 1993,,,,,,,,
50328,Byllesby,,,,,,,,
61180,Caelum Community Solar,,,,,,,,
2038,Cambridge Station,25,0,"41,085",155,0.875,0.007,"1,462.172",0.003
56241,Cannon Falls Energy Center,55,2,"78,927",361,0.962,0.028,"1,384.094",0.003
61707,Canopus Community Solar,,,,,,,,
61178,Capella Community Solar,,,,,,,,
61651,Capricornus Community Solar Garden,,,,,,,,
61179,Carina Community Solar,,,,,,,,
57296,Carleton College,1,0,43,1,0.206,0.019,10.446,0.000
56410,Carstensen Wind,,,,,,,,
61495,Carver Gladden CSG,,,,,,,,
6058,Cascade Creek,49,1,"23,783",82,2.844,0.036,"1,367.290",0.002
61711,Cassiopeia Community Solar,,,,,,,,
60939,Centaurus Community Solar,,,,,,,,
57910,Centennial Generating Station,1,0,40,1,0.000,0.000,0.000,0.000
61141,"CF Novel Solar CSG Gardens Eleven, LLC",,,,,,,,
61543,"CF Novel Solar CSG Gardens Five, LLC",,,,,,,,
61548,"CF Novel Solar CSG Gardens Seven, LLC",,,,,,,,
61140,"CF Novel Solar CSG Gardens Two, LLC",,,,,,,,
56200,CG Windfarm LLC,,,,,,,,
61545,"CGSun, LLC Community Solar",,,,,,,,
55980,Champepaden Wind Power,,,,,,,,
56142,"Chanarambie Power Partners, LLC",,,,,,,,
56646,Chandler Hills Wind Farm,,,,,,,,
60711,Chisago Community Solar,,,,,,,,
61968,"Chisago Holdco LLC, CSG",,,,,,,,
60522,Chisago Solar,,,,,,,,
56709,Christoffer Wind Energy I LLC,,,,,,,,
56710,Christoffer Wind Energy II LLC,,,,,,,,
56711,Christoffer Wind Energy III LLC,,,,,,,,
56712,Christoffer Wind Energy IV LLC,,,,,,,,
8014,Co Rd 33,,,,,,,,
57385,Community Wind North LLC,,,,,,,,
58045,Community Wind South,,,,,,,,
61971,Corcoran CSG,,,,,,,,
61977,Cornillie,,,,,,,,
61177,Corvus Community Solar,,,,,,,,
55010,Cottage Grove Cogeneration,7,0,"71,391",288,0.045,0.002,474.035,0.001
61483,"Cottage Grove CSG, LLC",,,,,,,,
61983,Cottage Grove Project CSG,,,,,,,,
10013,Covanta Hennepin Energy,402,9,"183,826","33,991",3.882,0.088,"1,775.534",0.164
61328,Crater Community Solar,,,,,,,,
61712,Crux Community Solar,,,,,,,,
60977,Dakota Solar,,,,,,,,
57396,Danielson Wind Farms LLC,,,,,,,,
1969,Delano,,,,,,,,
61329,Delphinus Community Solar,,,,,,,,
61715,Deneb Community Solar,,,,,,,,
1970,Detroit Lakes,0,0,65,1,16.952,9.619,"3,110.952",0.025
60652,Dickinson Solar Array,,,,,,,,
56207,DL Windy Acres LLC,,,,,,,,
60523,Dodge Center Solar,,,,,,,,
62437,Dodge County Wind,,,,,,,,
60833,Dodge Holdco Solar CSG,,,,,,,,
61379,DodgeSun CSG,,,,,,,,
50424,Duluth Paper Mill,,,,,,,,
61626,Dundas Solar Holdings LLC CSG,,,,,,,,
56543,Eastridge Wind Project,,,,,,,,
60524,Eastwood Solar,,,,,,,,
60795,Eichtens Community Solar,,,,,,,,
62137,Eichtens II CSG,,,,,,,,
54939,EKS Landfill,0,7,0,0,0.000,0.405,0.000,0.000
2039,Elk River,754,254,"228,302","37,146",7.705,2.596,"2,334.355",0.190
1971,Elk River City of,0,5,"4,122",1,0.000,0.408,324.180,0.000
57649,Elm Creek Wind II LLC,,,,,,,,
56793,Elm Creek Wind LLC,,,,,,,,
60631,Empire Solar,,,,,,,,
57880,Eolos Wind Energy Research Field Station,,,,,,,,
61363,Equuleus Community Solar Gardens,,,,,,,,
1972,Fairfax,0,0,5,0,16.800,1.620,914.600,0.007
1973,Fairmont (MN),276,0,"13,197",45,24.895,0.038,"1,189.772",0.002
56415,Fairmont Wind,,,,,,,,
56164,Faribault Energy Park,35,1,"275,864","1,067",0.109,0.004,866.757,0.002
60832,Farmington Holdco Solar,,,,,,,,
62696,FastSun 2,,,,,,,,
62210,Felton CSG PV1-5,,,,,,,,
56617,Fenton Wind Farm,,,,,,,,
7505,Fergus Control Ctr,0,0,21,0,37.238,3.476,"1,959.905",0.016
56204,Fey Windfarm LLC,,,,,,,,
55574,Florence Hills LLC,,,,,,,,
1894,Fond Du Lac,,,,,,,,
61690,Foreman's Hill Community Solar,,,,,,,,
60837,Forest Lake Solar CSG,,,,,,,,
61484,"Fox CSG, LLC",,,,,,,,
1888,Fox Lake,,,,,,,,
54224,Franklin Heating Station,30,1,"19,639",78,0.930,0.020,607.918,0.001
61919,"Frontenac Holdco LLC, CSG",,,,,,,,
56588,G Flow Wind LLC,,,,,,,,
56054,G McNeilus Wind Farm Dodge Center,,,,,,,,
60940,Gemini Community Solar,,,,,,,,
62010,Gibbon Solar,,,,,,,,
57813,GL Wind,,,,,,,,
1975,Glencoe,3,0,139,2,32.097,2.893,"1,684.717",0.013
60934,Goodhue Solar,,,,,,,,
62148,Goose Lake MN DPC-GM,,,,,,,,
61426,Gopher CSG,,,,,,,,
1976,Grand Marais,3,0,127,2,29.483,2.664,"1,499.715",0.012
56994,Grand Meadow,,,,,,,,
1910,Granite City,1,0,314,2,0.000,0.000,0.000,0.000
1977,Granite Falls,,,,,,,,
7977,Granite Falls 2,,,,,,,,
57274,Grant County Wind LLC,,,,,,,,
60935,GRE Marshan Solar,,,,,,,,
56590,Green Acres Breeze LLC,,,,,,,,
56413,Greenback Energy,,,,,,,,
61689,Grimm Community Solar,,,,,,,,
55598,GRS Pine Bend,0,3,0,0,0.000,0.683,0.000,0.000
62829,GSPP Held LLC CSG,,,,,,,,
62830,GSPP Imholte CSG,,,,,,,,
62195,Guse CSG,,,,,,,,
55573,Hadley Ridge LLC,,,,,,,,
8105,Halstad,1,0,32,1,56.000,5.218,"2,939.818",0.024
62099,Hammer CSG,,,,,,,,
62060,Hampton MN GRE,,,,,,,,
58230,Hastings,,,,,,,,
54285,Hastings City Hydroelectric,,,,,,,,
60525,Hastings Solar,,,,,,,,
62651,Haven Solar Project CSG,,,,,,,,
62267,Held Solar Project,,,,,,,,
62706,Helen Solar CSG,,,,,,,,
1911,Hennepin Island,,,,,,,,
61793,Heyer CSG,,,,,,,,
1897,Hibbard Energy Center,8,2,0,519,1.485,0.395,0.000,0.050
1979,Hibbing,68,100,"32,081","1,978",1.976,2.916,932.988,0.029
1912,High Bridge,117,5,"1,024,738","3,567",0.102,0.005,893.106,0.002
1889,Hills,,,,,,,,
61788,Hilltop Power,,,,,,,,
58563,Hometown Bio Energy LLC,354,0,0,31,58.405,0.072,0.000,0.003
1943,Hoot Lake,758,"2,123","677,707","21,302",2.867,8.031,"2,563.706",0.040
55572,Hope Creek LLC,,,,,,,,
61505,Huneke I CSG,,,,,,,,
62139,Huneke II CSG,,,,,,,,
6358,Hutchinson - Plant 2,13,0,"15,613",54,1.123,0.007,"1,352.443",0.002
1980,Hutchinson Plant #1,67,0,"6,629",26,11.679,0.032,"1,159.383",0.002
60834,Hwy 14 Holdco Solar CSG,,,,,,,,
61714,Hydra Community Solar,,,,,,,,
56269,IBM West,1,0,65,1,33.813,3.072,"1,731.253",0.014
10487,International Falls Power,,,,,,,,
1913,Inver Hills,57,6,"17,162",90,8.011,0.873,"2,426.917",0.006
55565,Jack River LLC,,,,,,,,
1982,Janesville,0,0,14,0,26.020,2.398,"1,739.541",0.011
56750,Jeffers Wind 20 LLC,,,,,,,,
55564,Jessica Mills LLC,,,,,,,,
61686,Johnson 1 Community Solar,,,,,,,,
61695,Johnson II Community Solar,,,,,,,,
61380,Johnson Solar CSG,,,,,,,,
55563,Julia Hills LLC,,,,,,,,
56626,K&D Energy LLC,,,,,,,,
55809,Kas Brothers Windfarm,,,,,,,,
61716,Kaus Community Solar,,,,,,,,
56206,K-Brink Windfarm LLC,,,,,,,,
56625,KC Energy LLC,,,,,,,,
1983,Kenyon Municipal,0,0,16,0,33.475,3.063,"1,719.248",0.014
1914,Key City,,,,,,,,
1895,Knife Falls,,,,,,,,
57119,Koda Biomass Plant,89,5,"4,680","7,132",1.345,0.080,70.668,0.054
61381,Koppelman Sun CSG,,,,,,,,
61058,Kramer Solar CSG,,,,,,,,
61506,Krause CSG,,,,,,,,
56627,KSS Turbines LLC,,,,,,,,
62414,Lady Slipper Solar Array,,,,,,,,
61203,"Lahr 1, LLC",,,,,,,,
55208,Lake Benton I,,,,,,,,
55265,Lake Benton II,,,,,,,,
1985,Lake Crystal,0,0,9,0,23.998,2.228,"1,248.197",0.010
60526,Lake Emily Solar,,,,,,,,
58229,Lake Marion,,,,,,,,
60527,Lake Pulaski Solar,,,,,,,,
62442,"Lake Region Community Hybrid, LLC",,,,,,,,
61572,Lake Waconia Community Solar Garden,,,,,,,,
61573,Lake Waconia IV Community Solar Garden,,,,,,,,
7925,Lakefield Junction Generating,31,1,"113,208",407,0.432,0.008,"1,564.266",0.003
7415,Lakefield Utilities,0,0,20,0,31.565,3.035,"1,711.391",0.014
57374,Lakefield Wind Project LLC,,,,,,,,
58836,Lakeswind Power Partners,,,,,,,,
55353,Lakota Ridge LLC,,,,,,,,
1987,Lanesboro,0,0,2,0,18.500,1.650,939.000,0.008
1891,Laskin Energy Center,12,0,"12,320",48,1.758,0.024,"1,773.526",0.003
58579,Laverne Battery,,,,,0.000,0.000,0.000,0.000
60528,Lawrence Creek Solar,,,,,,,,
61072,Lemond Solar,,,,,,,,
61713,Leo Community Solar,,,,,,,,
61544,"LeSun CSG, LLC",,,,,,,,
61709,Libra Community Solar,,,,,,,,
60966,Lind Solar CSG,,,,,,,,
61382,Lindstrom Solar CSG,,,,,,,,
1989,Litchfield,4,0,267,3,20.742,1.872,"1,547.109",0.009
1896,Little Falls (MN),,,,,,,,
56412,Lucky Wind,,,,,,,,
1990,Luverne,0,0,23,0,36.435,3.504,"1,974.087",0.016
61182,Lyra Community Solar,,,,,,,,
30,Madelia,0,0,9,0,0.000,0.000,0.000,0.000
56104,Mankato Energy Center,18,2,"231,811",838,0.072,0.008,953.297,0.002
2042,Maple Lake Station,4,0,499,8,19.316,0.053,"2,625.247",0.021
60941,Mapleton Community Solar,,,,,,,,
61139,Marmas Solar CSG,,,,,,,,
1993,Marshall (MN),2,1,350,6,17.382,10.620,"3,434.647",0.028
59875,Marshall Solar Energy Project,,,,,,,,
56840,Marshall Wind 1 LLC,,,,,,,,
56824,Marshall Wind 2 LLC,,,,,,,,
56825,Marshall Wind 3 LLC,,,,,,,,
56826,Marshall Wind 4 LLC,,,,,,,,
56827,Marshall Wind 5 LLC,,,,,,,,
56828,Marshall Wind 6 LLC,,,,,,,,
1994,Melrose,1,0,60,1,35.400,3.040,"1,712.571",0.014
58929,Melrose 2,0,0,3,0,32.500,2.850,"1,592.500",0.013
60971,Michael Solar,,,,,,,,
56459,MinnDakota Wind LLC,,,,,,,,
56587,Minnesota Breeze LLC,,,,,,,,
7844,Minnesota River Station,1,0,409,1,2.477,0.000,"1,488.889",0.002
1918,Minnesota Valley,,,,,,,,
56002,Minwind,,,,,,,,
56123,Minwind 3-9,,,,,,,,
55824,MNDOT Standby Generation,0,0,13,0,26.889,2.544,"1,433.667",0.012
61870,"Montevideo Solar LLC, CSG",,,,,,,,
8025,Montgomery,,,,,,,,
61456,Montgomery Winsted CSG,,,,,,,,
1922,Monticello Nuclear Facility,,,,,,,,
62105,Monticello Project CSG,,,,,,,,
60529,Montrose Solar,,,,,,,,
61586,MontSun Community Solar,,,,,,,,
1995,Moorhead,,,,,,,,
7855,Moorhead Wind Turbine,,,,,,,,
1996,Moose Lake,2,0,78,1,29.803,2.874,"1,521.402",0.013
1997,Mora,9,1,417,6,152.353,10.032,"7,009.210",0.049
56794,Moraine II Wind LLC,,,,,,,,
56174,Moraine Wind LLC,,,,,,,,
60942,Morgan Community Solar,,,,,,,,
55981,Moulton Wind Power,,,,,,,,
1998,Mountain Lake,1,0,43,1,0.501,0.045,28.186,0.000
56424,Mower County Wind Energy Center,,,,,,,,
62536,MSC-Chisago01 LLC CSG,,,,,,,,
62538,MSC-Chisago02 LLC,,,,,,,,
62740,"MSC-Empire01, LLC",,,,,,,,
62143,MSC-GreyCloud01 Community Solar,,,,,,,,
62537,MSC-Rice01 LLC CSG,,,,,,,,
62144,MSC-Scandia01 CSG,,,,,,,,
62535,MSC-Scott01 LLC,,,,,,,,
62030,Nautilus Lindstrom Solar CSG,,,,,,,,
62031,Nautilus Saint Cloud Solar CSG,,,,,,,,
62032,Nautilus Winsted Solar CSG,,,,,,,,
60958,Nesvold Watertown Solar,,,,,,,,
61571,New Germany Community Solar Garden,,,,,,,,
1999,New Prague,8,0,474,4,0.000,0.000,0.000,0.000
2001,New Ulm,0,0,6,3,0.038,0.011,5.097,0.001
55782,Noble Ridge LLC,,,,,,,,
62364,Nobles 2 Wind Project,,,,,,,,
57047,Nobles Wind Project,,,,,,,,
2002,North Branch (MN),5,0,236,4,29.245,2.632,"1,481.730",0.012
59852,North Star Solar Project,,,,,,,,
56411,Northern Lights Wind LLC,,,,,,,,
60717,Northfield Community Solar,,,,,,,,
61451,Northfield Holdco CSG,,,,,,,,
62708,Northfield Solar CSG,,,,,,,,
10849,Northshore Mining Silver Bay Power,681,829,"344,724","10,122",3.826,4.653,"1,935.754",0.028
61060,Novel - OYA of Mapleton,,,,,,,,
62779,Novel Martin Solar One LLC (McLeod),,,,,,,,
61059,Novel OYA of Osakis,,,,,,,,
62665,Novel Solar One CSG LLC,,,,,,,,
62913,Novel Solar Two LLC,,,,,,,,
57432,Oak Glen Wind Farm,,,,,,,,
58657,Odell Wind Farm,,,,,,,,
56755,Odin Wind Farm LLC,,,,,,,,
50413,Olmsted Waste Energy,46,16,"9,444","1,708",2.770,0.941,566.968,0.051
57281,OREG 3 Inc,,,,,,,,
60716,Orion Community Solar,,,,,,,,
2003,Owatonna,,,,,,,,
60254,Owatonna Energy Station,449,1,"18,947",71,24.183,0.028,"1,021.226",0.002
62291,"Palmer's Creek Wind Farm, LLC",,,,,,,,
60715,Paynesville Community Solar,,,,,,,,
60530,Paynesville Solar,,,,,,,,
61175,Pegasus Community Solar,,,,,,,,
56243,Perham Incinerator,,,,,,,,
1898,Pillager,,,,,,,,
60531,Pine Island Solar,,,,,,,,
60835,Pine Island Solar CSG,,,,,,,,
61992,Pisces Community Solar Garden,,,,,,,,
7843,Pleasant Valley Station,51,0,"69,120",273,1.075,0.007,"1,451.173",0.003
59201,Pleasant Valley Wind Farm,,,,,,,,
61687,Plum Creek,,,,,,,,
