FULTON_20_hydro,MC_CALL_20_hydro,MESA_CAL_20_hydro,ROUND_MT_20_hydro,SUMMIT_20_hydro,TESLA_20_hydro,CANAD_G1_20_hydro,CMAIN_GM_20_hydro,COTWDWAP_20_hydro,COULEE_20_hydro,CRAIG_20_hydro,DALLES21_20_hydro,EMERY_20_hydro,HANFORD_20_hydro,HOOVER_20_hydro,IMPERIAL_20_hydro,JOHN_DAY_20_hydro,MALIN_20_hydro,MIDPOINT_20_hydro,MONTA_G1_20_hydro,NAUGHT_20_hydro,NAVAJO_2_20_hydro,NORTH_G3_20_hydro,OWENS_G_20_hydro,RNCHSECO_20_hydro,SJUAN_G4_20_hydro,WCASCADE_20_hydro
21.41666667,403.2,1165.8,1724.879073,221.9,701,4820.776632,2004.195935,1100,9135.052953,530.1666667,584,28.1,1265.348282,886.9543861,381.1333333,734,227.1,1213.467723,525.389861,706,251,723,96,595.4861622,735.1859353,115
24.41666667,403.2,1165.8,1778.059004,221.9,723.1901686,5400.058495,1563.195935,942.8,7839.052953,461.1666667,623.2551339,23.9,1834.148282,642.7543861,330.7333333,734,324.9,999.2677227,456.389861,706,251,1078.699523,85.3192411,526.4861622,595.3859353,115
21.41666667,403.2,1161.881798,1497.546016,196.1,701,5717.347452,1122.195935,896.4,7084.450205,392.1666667,915.4551339,19.7,2402.948282,596.1410504,280.3333333,941.0810147,422.7,785.0677227,387.389861,706,251,1440.499523,74.5192411,457.4861622,547.4640647,172
18.41666667,403.2,1165.8,1743.236595,221.9,701,6597.547452,1563.195935,1053.6,8380.450205,461.1666667,623.2551339,23.9,2971.748282,840.3410504,330.7333333,734,324.9,704.6477922,456.389861,706,377,1802.299523,85.3192411,526.4861622,687.2640647,115
21.41666667,403.2,1165.8,1373.636595,221.9,1051.4,7477.747452,2004.195935,1210.8,9676.450205,530.1666667,915.4551339,28.1,3540.548282,1084.54105,381.1333333,1101.2,422.7,657.5006732,525.389861,706,503,2164.099523,96,595.4861622,827.0640647,172
24.41666667,403.2,1165.8,1004.036595,197.7166667,1401.8,7411.826001,1970.195362,1368,9500.172478,483,1207.655134,29,4109.348282,1328.74105,352,1203.082858,520.5,443.3006732,459.6608339,706,629,2525.899523,87.47371279,526.4861622,966.8640647,226.3856534
21.41666667,403.2,1165.8,739.4426284,171.9166667,1051.4,7241.793261,1803.728102,1210.8,8204.172478,414,1499.855134,24.8,3951.039705,1464.8,301.6,1570.282858,459.8,532.6400565,415,706,755,2887.699523,76.67371279,457.4861622,839.2,283.3856534
23.1,403.2,1165.8,1109.042628,146.1166667,1294.291312,6973.221363,1668.580732,1053.6,6908.172478,345,1792.055134,20.6,3382.239705,1220.6,251.2,1937.482858,557.6,644.9721917,346,706,629,2933.024446,65.87371279,388.4861622,699.4,340.3856534
20.1,403.2,1079.384576,1478.642628,120.3166667,943.8913125,6093.021363,1678.187367,896.4,5612.172478,276,1916.881768,16.4,2813.439705,976.4,200.8,2017.3265,655.4,857.4,277,706,503,2571.224446,55.07371279,319.4861622,559.6,397.3856534
23.1,403.2,945.5845761,1848.242628,94.51666667,701,5212.821363,1323,739.2,4316.172478,207,1624.681768,12.2,2244.639705,732.2,150.4,1650.1265,753.2,643.2,208,706,377,2209.424446,44.27371279,250.4861622,419.8,442
26.1,403.2,811.7845761,1478.642628,68.71666667,701,4332.621363,882,582,3020.172478,138,1332.481768,8,1675.839705,488,100,1947.769624,851,429,139,706,251,1847.624446,33.47371279,181.4861622,280,499
23.1,403.2,677.9845761,1109.042628,51,701,3557.577566,1323,739.2,2802.985852,149.4548414,1040.281768,8,1139,488,100,1580.569624,851,429,139,625,251,1485.824446,32.8,138,280,499
20.1,488.7,544.1845761,910.8111832,51,971.8128202,3014.634291,1278.487072,583.3294075,2593,138,777.3791818,8,1139,488,100,1843.157728,851,429,139,544,251,1124.024446,22,138,280,499
17.1,690.3,410.3845761,816.2606436,51,1279.823985,2909.311704,1215.809659,426.1294075,2593,138,839.0545513,8,1139,488,100,1759.082787,851,429,139,463,251,762.224446,22,138,280,499
14.1,680.1,276.5845761,972.1912279,51,1338.122275,2841.011608,1167.809755,369.3701274,2593,138,1131.254551,8,1139,488,100,1603.263752,851,429,139,382,251,723,22,138,280,499
14.2,688.7,268,1087.598775,51,999.6480144,2822.733144,1160.388219,526.5701274,2593,138,1423.454551,8,1139,488,100,1835.6,851,429,139,301,251,723,31.2,207,280,499
12.9,487.1,401.8,817.3022099,59.28571429,817.5540685,3342.735037,1061.354611,683.7701274,3889,138,1396.529336,8,1139,488,100,1468.4,782.8,429,189,220,251,723,42,276,280,457
9.9,403.2,535.6,739.2,85.08571429,701,4222.935037,1028.334567,840.9701274,5185,207,1460.6,8,1707.8,488,121.4363489,1101.2,685,429,258,164.5555556,251,1084.8,52.8,345,280,400
6.9,403.2,669.4,739.2,110.8857143,701,5103.135037,1154.274551,998.1701274,6481,276,1168.4,8,2276.6,709.5707907,171.8363489,734,587.2,643.2,327,245.5555556,377,1446.6,63.6,414,419.8,343
6,403.2,803.2,739.2,136.6857143,701,5983.335037,1232.78639,1039.998672,7777,345,876.2,8,2845.4,953.7707907,222.2363489,734,489.4,857.4,396,326.5555556,503,1140.290182,74.4,483,559.6,286
6,403.2,937,739.2,162.4857143,766.0514454,5951.512148,1405.841701,1160.531101,9073,414,584,8,2977.88387,934.0171089,272.6363489,734,391.6,1058.535031,465,407.5555556,629,778.4901825,85.2,552,699.4,229
6,403.2,1070.8,739.2,188.2857143,959.1688509,5105.280951,1846.841701,1317.731101,10369,483,584,8,2409.08387,689.8171089,323.0363489,734,293.8,844.3350311,534,488.5555556,628.0746745,723,96,599,839.2,172
6,403.2,1165.8,739.2,214.0857143,947.0255997,4225.080951,2156.83861,1367.261133,10796.93488,552,584,8,1840.28387,488,373.4363489,734,196,630.1350311,603,569.5555556,560.7350236,723,96,599,979,115
6.54166667,403.2,1165.8,739.2,221.9,781.7588128,3998.852958,2154.468405,1210.061133,10736.97513,601,584,8,1271.48387,488,423.8363489,734,272.6571429,429,603,650.5555556,572.9389151,723,96,599,892.0589105,115
9.54166667,403.2,1165.8,1034.563878,221.9,701,3938.132261,2081.089102,1122.338918,10039.98104,539.5090317,584,8.83333333,1139,491.5598445,417.7727788,734,370.4571429,643.2,603,569.5555556,446.9389151,723,96,599,752.2589105,133.169016
12.54166667,403.2,1032,1404.163878,196.1,701,3859.953122,1973.768241,1117.368491,9119.790174,470.5090317,584,13.03333333,1394.285654,669.9236411,367.3727788,734,468.2571429,429,534,488.5555556,320.9389151,723,85.2,530,612.4589105,190.169016
15.54166667,403.2,898.2,1034.563878,170.3,1051.4,4604.54247,1822.783844,1053.6,7823.790174,401.5090317,584,17.23333333,1728.594716,914.1236411,334.2,734,566.0571429,429,465,463,446.9389151,723,74.4,461,483.6187892,247.169016
12.54166667,604.8,1032,1404.163878,196.1,989.6482324,5484.74247,2263.783844,1210.8,9119.790174,470.5090317,806.6057052,21.43333333,2297.394716,1158.323641,384.6,734,468.2571429,429,534,544,572.9389151,1084.8,85.2,530,623.4187892,304.169016
15.54166667,806.4,1165.8,1079.177716,221.9,1340.048232,6364.94247,2704.783844,1368,10415.79017,539.5090317,1098.805705,25.63333333,2866.194716,1402.523641,435,1101.2,566.0571429,643.2,603,625,698.9389151,1446.6,96,599,763.2187892,361.169016
12.54166667,1008,1165.8,739.2,221.9,1690.448232,7245.14247,2263.783844,1368,11278,601,1131.01155,29.83333333,3434.994716,1646.723641,435,734,663.8571429,429,599,706,824.9389151,1247.946297,96,599,903.0187892,418.169016
9.54166667,1161.5,1165.8,739.2,221.9,1767.069327,6654.739325,2379.999528,1368,10563.39248,601,838.8115502,34,3414.2,1671.32923,435,734,655.4,429,530,706,799.3235793,1446.6,96,599,1026.989622,475.169016
12.54166667,959.9,1165.8,739.2,221.9,1416.669327,5992.321835,2820.999528,1368,9267.392481,601,1131.01155,29.8,2845.4,1427.12923,435,931.4420366,557.6,542.5983023,461,625,673.3235793,1808.4,96,599,887.1896223,418.169016
15.54166667,758.3,1160.153899,891.6587373,196.1,1066.269327,5112.121835,2379.999528,1210.8,7971.392481,532,1168.4,25.6,2276.6,1182.92923,384.6,1298.642037,655.4,756.7983023,392,544,547.3235793,1446.6,94.53333333,584.3333333,747.3896223,382.5492906
18.54166667,556.7,1026.353899,1261.258737,170.3,715.8693265,4231.921835,1938.999528,1053.6,6675.392481,463,876.2,21.4,1707.8,938.7292302,334.2,931.4420366,753.2,542.5983023,323,463,421.3235793,1084.8,83.73333333,515.3333333,607.5896223,325.5492906
21.54166667,403.2,892.5538986,891.6587373,144.5,764.8121247,3351.721835,1497.999528,896.4,5379.392481,394,584,17.2,1139,694.5292302,283.8,734,851,429,254,382,295.3235793,723,72.93333333,446.3333333,467.7896223,268.5492906
18.54166667,403.2,758.7538986,739.2,118.7,701,3060.694015,1205.027349,739.2,4083.392481,325,584,13,1139,488,233.4,734,753.2,429,185,301,251,723,62.13333333,377.3333333,327.9896223,211.5492906
15.54166667,403.2,624.9538986,759.7349076,92.9,701,2904.036409,1085.384954,582,2787.392481,256,876.2,8.8,1139,488,183,962.8603208,851,429,139,220,251,723,51.33333333,308.3333333,280,268.5492906
12.54166667,403.2,491.1538986,953.5714724,67.1,701,2834.157452,1004.063911,424.8,2593,187,1168.4,8,1139,488,132.6,1172.452986,753.2,429,139,162,251,723,40.53333333,239.3333333,280,230.8092199
9.54166667,403.2,357.3538986,1001.084812,51,701,2813.950263,969.7711,314,2593,138,1460.6,8,1247.4398,488,100,1539.652986,655.4,610.4477485,139,162,251,723,29.73333333,170.3333333,280,287.8092199
12.54166667,403.2,294.1683183,1370.684812,51,701,3694.150263,882,314,3202.556442,138,1442.886684,8,1816.2398,718.8654756,100,1172.452986,557.6,824.6477485,139,162,251,1084.8,22,138,280,230.8092199
15.54166667,403.2,427.9683183,1740.284812,76.8,1051.4,4574.350263,1323,471.2,4498.556442,138,1735.086684,8,2385.0398,963.0654756,100,1539.652986,655.4,1038.847749,208,243,251,1446.6,22,207,304.6810277,287.8092199
18.54166667,604.8,561.7683183,2109.884812,102.6,1401.8,5454.550263,1764,628.4,5794.556442,207,2027.286684,12.2,2953.8398,1207.265476,150.4,1906.852986,753.2,1253.047749,277,324,377,1808.4,32.8,276,444.4810277,344.8092199
21.54166667,806.4,695.5683183,1740.284812,128.4,1752.2,6334.750263,2205,785.6,7090.556442,276,2319.486684,16.4,3522.6398,1451.465476,200.8,2274.052986,851,1467.247749,346,405,503,2170.2,43.6,345,584.2810277,401.8092199
24.21333333,1008,829.3683183,1370.684812,154.2,2102.6,7214.950263,2002.472061,942.8,6978.999275,345,2282.354916,20.6,4091.4398,1695.665476,251.2,1906.852986,753.2,1253.047749,277,486,629,2532,54.4,414,724.0810277,344.8092199
21.21333333,981.1,963.1683183,1001.084812,180,2453,7354.852849,1904.868514,875.7187847,6352.757219,414,1990.154916,24.8,4660.2398,1939.865476,301.6,1539.652986,655.4,1038.90484,208,567,755,2893.8,59.71111111,374.6111111,863.8810277,287.8092199
18.21333333,779.5,1096.968318,739.2,171.85,2597.106889,6474.652849,2345.868514,718.5187847,6410.362202,345,1697.954916,21,4953,2121,302.9111111,1172.452986,557.6,1253.10484,277,621.6428571,881,2622.4,48.91111111,305.6111111,1003.681028,230.8092199
15.21333333,577.9,1165.8,739.2,197.65,2947.506889,6060.213278,2167.217072,561.3187847,6296.291836,276,1405.754916,25.2,4953,2121,353.3111111,805.252986,459.8,1461.015171,253.8357518,702.6428571,1007,2984.2,38.11111111,236.6111111,1143.481028,173.8092199
12.21333333,779.5,1165.8,997.9,180,2597.106889,5378.229688,2608.217072,718.5187847,7005.975308,329.5,1113.554916,29.4,4953,2121,302.9111111,924.5442598,362,1420.043757,322.8357518,621.6428571,1093,2622.4,48.91111111,167.6111111,1042.160796,116.8092199
11.1,577.9,1165.8,1367.5,154.2,2246.706889,4586.282431,2537.595418,567.9624306,8301.975308,398.5,821.3549156,25.2,4953,2121,252.5111111,1291.74426,264.2,1319.481858,391.8357518,540.6428571,1016.455363,2260.6,59.71111111,236.6111111,902.3607959,157
14.1,779.5,1165.8,1737.1,128.4,1896.306889,4146.425945,2978.595418,725.1624306,7879.88688,345,783.5762089,21,4502.784907,2121,202.1111111,1658.94426,196,1435.389494,460.8357518,459.6428571,890.4553625,1898.8,48.91111111,305.6111111,762.5607959,214
17.1,806.4,1165.8,2106.7,102.6,1545.906889,4504.771286,3419.595418,628.4,8178.29683,276,1075.776209,16.8,3933.984907,2121,151.7111111,2026.14426,196,1310.431621,529.8357518,378.6428571,764.4553625,1537,43.6,276,622.7607959,271
20.1,1008,1165.8,2476.3,128.4,1896.306889,5384.971286,3396,785.6,9474.29683,345,1367.976209,21,3365.184907,2004.722244,202.1111111,2393.34426,288.975,1096.231621,460.8357518,459.6428571,749.8169562,1175.2,54.4,345,699.4,328
23.1,1209.6,1165.8,2845.9,154.2,2246.706889,6265.171286,3837,942.8,10770.29683,414,1660.176209,25.2,3933.984907,2121,252.5111111,2760.54426,386.775,882.0316208,529.8357518,540.6428571,875.8169562,1537,65.2,414,839.2,385
26.1,1411.2,1165.8,3215.5,180,2554.057481,7145.371286,3837,1100,10145.70548,483,1952.376209,29.4,3365.184907,2121,302.9111111,3127.74426,484.575,667.8316208,462.8683506,621.6428571,881,1175.2,76,483,979,442
26.1,1209.6,1165.8,3085.410299,154.2,2203.657481,6888.568051,3837,942.8,10057.82905,414,1791.339459,25.2,2796.384907,2121,301.6,3194,582.375,505.1875097,491.0562773,540.6428571,755,1446.6,65.2,414,839.2,499
26.1,1008,1165.8,2715.810299,128.4,1853.257481,6531.046477,3837,785.6,8761.829055,345,1661.872704,21,3365.184907,2070.821226,251.2,3194,484.575,559.8148894,422.0562773,459.6428571,629,1808.4,54.4,345,699.4,499
23.1,806.4,1112.268726,2346.210299,102.6,1502.857481,5650.846477,3396,628.4,7465.829055,276,1726.476855,16.8,3151.942351,1826.621226,200.8,2826.8,386.775,774.0148894,353.0562773,378.6428571,503,1446.6,43.6,276,559.6,442
20.1,604.8,978.4687258,1976.610299,76.8,1152.457481,4770.646477,2955,471.2,6169.829055,207,1434.276855,12.6,2583.142351,1582.421226,150.4,2459.6,288.975,988.2148894,284.0562773,297.6428571,377,1084.8,32.8,207,419.8,385
23.1,403.2,844.6687258,1797.539915,51,802.0574812,3890.446477,2514,314,4873.829055,138,1142.076855,8.4,2014.342351,1338.221226,100,2092.4,386.775,774.0148894,215.0562773,216.6428571,251,723,22,138,280,328
20.1,403.2,710.8687258,1541.556762,51,701,3010.246477,2073,314,3577.829055,138,1434.276855,8,1445.542351,1094.021226,100,2459.6,484.575,559.8148894,146.0562773,162,251,925.632566,22,138,280,385
17.1,403.2,577.0687258,1404.455122,51,701,2596.621363,1632,314,2593,138,1726.476855,8,1139,849.8212256,100,2826.8,582.375,517.1957014,139,162,251,904.9062656,22,138,280,442
14.1,403.2,443.2687258,1392.726504,51,701,2848.758508,1217.862855,314,2593,138,1963.436144,8,1184.304581,605.6212256,100,2459.6,680.175,731.3957014,139,162,251,723,22,138,280,416
12.2,403.2,309.4687258,1023.126504,51,701,3248.407097,986.0696838,314,2593,138,1759.561554,8,1753.104581,488,100,2092.4,582.375,945.5957014,139,162,251,1084.8,22,138,280,359
15.2,403.2,304.1321567,979.1570233,51,701,3597.691598,882,314,3756.619063,138,1467.361554,8,2321.904581,717.360472,100,1725.2,484.575,1159.795701,139,181.8571429,251,1446.6,22,138,280,302
13.08888889,403.2,437.9321567,1348.757023,76.8,1050.463928,4477.891598,1323,314,5052.619063,207,1759.561554,8,2890.704581,961.560472,100,2092.4,582.375,1373.995701,208,262.8571429,377,1808.4,22,138,419.8,359
16.08888889,604.8,571.7321567,1718.357023,102.6,1400.863928,5358.091598,1764,471.2,6348.619063,276,2051.761554,12.2,3459.504581,1205.760472,150.4,2459.6,680.175,1588.195701,277,343.8571429,503,2170.2,32.8,207,559.6,416
19.08888889,806.4,705.5321567,2087.957023,128.4,1751.263928,6238.291598,2205,628.4,7644.619063,345,2343.961554,16.4,4028.304581,1449.960472,200.8,2826.8,777.975,1643.892835,346,424.8571429,629,2532,43.6,276,699.4,473
22.08888889,614.85,839.3321567,1718.357023,154.2,2101.663928,7118.491598,1979.711591,785.6,6809.367202,414,2368.865766,20.6,4597.104581,1694.160472,251.2,2459.6,680.175,1429.692835,277,505.8571429,755,2893.8,54.4,345,839.2,416
25.08888889,413.25,973.1321567,1348.757023,180,2452.063928,6990.795068,2056.550217,942.8,5513.367202,441.2,2294.441154,24.8,4953,1938.360472,301.6,2092.4,582.375,1215.492835,208,586.8571429,881,3144.174407,65.2,414,979,359
22.08888889,403.2,1106.932157,979.1570233,178.02,2743.104962,6913.384213,2497.550217,1100,4720.643596,372.2,2092.611631,29,4953,2121,352,1725.2,484.575,1298.846901,145.8116577,667.8571429,1007,2782.374407,76,483,1118.8,302
19.08888889,403.2,1165.8,739.2,152.22,2392.704962,6252.658527,2938.550217,1038.002186,4938.207805,303.2,1826.585467,33.2,4953,2121,336.425,1358,386.775,1395.138751,214.8116577,706,1093,2420.574407,86.8,552,979,245
16.08888889,403.2,1165.8,1108.8,178.02,2298.356813,5427.600608,3379.550217,924.1821328,6234.207805,234.2,1534.385467,34,4819.33354,2121,286.025,990.8,288.975,1337.815973,283.8116577,706,1093,2058.774407,84.4,519,903.8,188
13.08888889,403.2,1165.8,1478.4,152.22,1947.956813,4784.573639,3820.550217,1058.196258,7372.556555,165.2,1276.738514,33.12,4250.53354,2121,235.625,740.0959416,228.9568182,1149.787058,352.8116577,706,1034.754575,1696.974407,73.6,450,764,131
14.1,403.2,1165.8,1848,126.42,1597.556813,5664.773639,3837,900.9962575,6452.073638,207,1217.483933,28.92,3681.73354,2121,185.225,1107.295942,326.7568182,1141.019687,421.8116577,706,908.7545751,1335.174407,62.8,381,624.2,115
17.1,403.2,1165.8,2217.6,102.6,1401.8,5327.907451,3396,858.3410555,7748.073638,276,925.2839335,24.72,3112.93354,2121,134.825,1474.495942,424.5568182,1213.473501,490.8116577,706,782.7545751,973.374407,52,312,559.6,172
20.1,604.8,1165.8,2587.2,128.4,1752.2,6208.107451,3396,1015.541056,9044.073638,345,1217.483933,28.92,2544.13354,1876.8,185.225,1841.695942,522.3568182,999.2735006,421.8116577,625,722.3681373,1100.25504,62.8,381,699.4,229
23.1,806.4,1165.8,2956.8,154.2,2102.6,7088.307451,3837,1172.741056,10340.07364,414,1509.683933,33.12,3112.93354,2121,235.625,2208.895942,620.1568182,785.0735006,402.5655297,706,848.3681373,1462.05504,73.6,450,839.2,286
26.1,1008,1165.8,3184.779206,180,2453,6927.689762,3837,1100,10865.00833,483,1544.480595,29,2544.13354,2121,286.025,2576.095942,717.9568182,570.8735006,471.5655297,706,881,1100.25504,76,483,979,343
26.1,1209.6,1165.8,2815.179206,154.2,2102.6,6359.966343,3709.778857,942.8,9569.00833,414,1717.595981,24.8,3112.93354,2086.514698,301.6,2658.20487,815.7568182,548.566005,402.5655297,625,755,1462.05504,65.2,414,839.2,400
23.1,1008,1032,2445.579206,128.4,1752.2,6645.836379,3268.778857,785.6,8273.00833,345,1723.642889,20.6,3681.73354,1842.314698,251.2,2291.00487,717.9568182,762.766005,333.5655297,544,629,1823.85504,54.4,345,699.4,343
20.1,806.4,898.2,2075.979206,102.6,1401.8,5765.636379,2827.778857,628.4,6977.00833,276,1517.306393,16.4,3361.841241,1598.114698,200.8,1923.80487,620.1568182,976.966005,277,463,503,1462.05504,43.6,276,559.6,286
17.1,604.8,764.4,1706.379206,76.8,1051.4,4885.436379,2386.778857,471.2,5681.00833,207,1225.106393,12.2,2793.041241,1353.914698,150.4,1556.60487,522.3568182,762.766005,208,382,377,1100.25504,32.8,207,419.8,229
14.1,403.2,630.6,1579.687442,51,701,4005.236379,1945.778857,314,4385.00833,138,932.9063926,8,2224.241241,1109.714698,100,1189.40487,424.5568182,548.566005,139,301,251,738.4550399,22,138,280,172
14.3,403.2,496.8,1590.722805,51,701,3125.036379,1504.778857,314,3089.00833,138,1225.106393,8,2252.77834,865.5146983,100,1556.60487,522.3568182,762.766005,139,220,251,842.2663696,22,138,280,229
11.3,403.2,363,1528.388889,51,701,2862.805796,1093.615567,314,2593,138,1517.306393,8,1683.97834,621.3146983,100,1923.80487,620.1568182,976.966005,139,162,251,723,22,138,280,286
8.3,403.2,268,1427.916792,51,701,2789.689465,1048.331898,314,2593,138,1809.506393,8,1139,488,100,1656.555277,717.9568182,854.931761,139,162,251,723,22,138,280,343
7.7,403.2,268,1247.384575,51,701,2777.372308,984.749055,314,2593,138,1640.199848,8,1707.8,488,100,1390.729373,620.1568182,1069.131761,139,162,251,756.2141819,22,138,280,295.9
10.7,403.2,395.3333333,1223.157205,51,701,3228.622183,882,314,3889,138,1347.999848,8,2276.6,732.2,100,1023.529373,522.3568182,1283.331761,139,162,251,1118.014182,22,138,280,238.9
12.45555556,403.2,529.1333333,1592.757205,76.8,701,4108.822183,1323,314,5185,207,1640.199848,12.1,2845.4,976.4,100,1390.729373,620.1568182,1497.531761,208,243,377,1479.814182,22,138,419.8,295.9
15.45555556,604.8,662.9333333,1962.357205,102.6,1051.4,4989.022183,1764,471.2,6481,276,1932.399848,16.3,3414.2,1220.6,150.4,1757.929373,717.9568182,1711.731761,277,324,503,1841.614182,32.8,207,559.6,352.9
18.45555556,806.4,796.7333333,1848,128.4,1401.8,5869.222183,2205,628.4,7777,345,2224.599848,20.5,3983,1464.8,200.8,2125.129373,815.7568182,1588.268491,346,405,629,2203.414182,43.6,276,699.4,409.9
21.45555556,1008,930.5333333,1478.4,154.2,1752.2,6749.422183,2439.337052,785.6,6950.684622,414,2212.561619,24.7,4551.8,1709,251.2,1757.929373,717.9568182,1374.068491,277,486,755,2565.214182,54.4,345,839.2,352.9
24.45555556,1043.002746,1064.333333,1108.8,180,2102.6,6714.020476,1998.337052,942.8,5654.684622,483,2070.156738,28.9,4953,1953.2,301.6,1390.729373,620.1568182,1159.868491,208,567,881,2927.014182,65.2,414,979,295.9
21.45555556,841.4027459,1165.8,739.2,154.2,2453,6808.299835,2439.337052,981.9912907,5235.957507,414,1777.956738,24.7,4953,2121,335.4066042,1023.529373,522.3568182,1243.069235,171.1428571,486,1007,3145,68.8,483,839.2,238.9
18.45555556,639.8027459,1165.8,739.2,128.4,2803.4,6435.284727,2880.337052,824.7912907,6052.400805,345,1485.756738,20.5,4953,2121,285.0066042,734,424.5568182,1180.04597,240.1428571,405,1093,2840.103548,58,414,699.4,181.9
15.45555556,438.2027459,1165.8,739.2,102.6,2460.2,5959.64558,3321.337052,667.5912907,7348.400805,276,1193.556738,16.3,4713.972682,2121,293.1867917,990.8,326.7568182,965.8459703,309.1428571,324,1087.333333,2478.303548,68.8,371,559.6,124.9
12.45555556,403.2,1165.8,902.5527883,91.43636364,2803.4,6067.167142,3762.337052,824.7912907,7093.359875,207,901.356738,13,4145.172682,2121,301.6,1358,228.9568182,915.386418,378.1428571,395.357675,961.3333333,2116.503548,79.6,440,424.7090909,157
14.1,456.9209526,1165.8,1272.152788,117.2363636,2453,5186.967142,3837,675.9132401,8389.359875,232.4,609.156738,17.2,3576.372682,2121,251.2,1725.2,196,1033.142617,447.1428571,472.642325,835.3333333,1754.703548,68.8,371,564.5090909,214
17.1,658.5209526,1165.8,1641.752788,143.0363636,2102.6,5257.474443,3638.179109,833.1132401,8242.047853,301.4,796.982923,21.4,3007.572682,1876.8,200.8,2092.4,228.0772887,1071.6,516.1428571,544,709.3333333,1392.903548,65.2,414,704.3090909,271
20.1,860.1209526,1165.8,2011.352788,168.8363636,2453,6137.674443,3396,990.3132401,9538.047853,370.4,1089.182923,25.6,2438.772682,1939.877004,251.2,2459.6,325.8772887,857.4,447.1428571,625,835.3333333,1123.905539,76,483,844.1090909,328
23.1,1061.720953,1165.8,2380.952788,194.6363636,2803.4,7017.874443,3837,1147.51324,10834.04785,439.4,1381.382923,29.8,3007.572682,2121,301.6,2826.8,423.6772887,643.2,516.1428571,706,961.3333333,1485.705539,86.8,552,983.9090909,385
26.1,1263.320953,1165.8,2750.552788,220.4363636,2453,6839.550856,3837,1286.996979,11278,508.4,1673.582923,34,2438.772682,2121,352,3194,521.4772887,429,585.1428571,706,881,1123.905539,76,483,1123.709091,442
26.1,1103.284253,1165.8,3120.152788,194.6363636,2102.6,6595.401772,3837,1129.796979,9982,439.4,1664.639255,29.8,2693.998588,2121,301.6,3194,619.2772887,429,516.1428571,625,755,1446.6,65.2,414,983.9090909,499
26.1,1008,1165.8,2750.552788,168.8363636,1752.2,6165.052795,3396,972.5969795,8686,370.4,1770.152148,25.6,3262.798588,2000.3734,251.2,2826.8,709.7045255,443.6567516,447.1428571,544,629,1808.4,54.4,345,844.1090909,442
23.1,806.4,1165.8,2380.952788,143.0363636,1401.8,5284.852795,2955,815.3969795,7390,301.4,1477.952148,21.4,3541.945789,1756.1734,200.8,2459.6,611.9045255,657.8567516,378.1428571,463,503,1446.6,43.6,276,704.3090909,385
20.1,604.8,1032,2011.352788,117.2363636,1051.4,4404.652795,2514,658.1969795,6094,232.4,1185.752148,17.2,2973.145789,1511.9734,150.4,2092.4,514.1045255,643.2,309.1428571,382,377,1084.8,32.8,207,564.5090909,328
17.1,403.2,898.2,1641.752788,91.43636364,701,3524.452795,2073,500.9969795,4798,163.4,893.5521476,13,2404.345789,1267.7734,100,1725.2,416.3045255,429,240.1428571,301,251,723,22,138,424.7090909,271
14.1,403.2,764.4,1272.152788,65.63636364,701,3397.177464,2514,343.7969795,3502,138,1185.752148,8.8,1835.545789,1023.5734,100,1358,318.5045255,429,171.1428571,220,251,723,22,138,284.9090909,214
11.1,473,630.6,1203.462576,51,701,2516.977464,2833.894075,314,2593,138,1477.952148,8,1266.745789,779.3733998,100,1165.769075,416.3045255,429,139,162,251,723,22,138,280,271
8.1,449.2,496.8,1204.228033,51,701,1830.027288,2392.894075,314,2593,138,1770.152148,8,1139,535.1733998,100,1335.019559,514.1045255,602.900128,139,162,251,723,22,138,280,328
8.2,444.5,363,1192.685865,51,701,2217.627288,1951.894075,314,2593,138,1956.290863,8,1139,488,100,1389.228995,439.0572847,817.100128,139,162,251,723,22,138,280,299.5981224
11.2,558.45,268,1562.285865,51,701,3097.827288,1591.444512,320.4093916,3716.755924,138,1690.254836,8,1707.8,488,100,1022.028995,341.2572847,1031.300128,139,162,251,1084.8,22,138,280,242.5981224
14.2,760.05,268,1931.885865,76.8,1051.4,3978.027288,2032.444512,477.6093916,5012.755924,207,1711.616031,8,2276.6,732.2,150.4,1389.228995,439.0572847,1245.500128,208,162,377,1446.6,32.8,207,419.8,299.5981224
17.2,961.65,401.8,2301.485865,102.6,1401.8,4858.227288,2473.444512,634.8093916,6308.755924,276,2003.816031,12.2,2845.4,976.4,200.8,1756.428995,536.8572847,1459.700128,277,243,503,1808.4,43.6,276,559.6,356.5981224
20.2,1163.25,535.6,2671.085865,128.4,1752.2,5738.427288,2914.444512,792.0093916,7604.755924,345,1951.36437,16.4,3414.2,1220.6,251.2,2123.628995,634.6572847,1420.333812,346,324,629,2170.2,54.4,345,699.4,413.5981224
23.2,1364.85,401.8,2502.411013,154.2,2102.6,6618.627288,2473.444512,949.2093916,7096.863067,414,2092.63378,20.6,3983,1464.8,301.6,1756.428995,587.2,1206.133812,277,243,755,2532,65.2,414,839.2,382.8018776
26.1,1566.45,268,2132.811013,180,2453,6023.363654,2582.829168,1106.409392,5800.863067,483,2330.968396,16.4,4551.8,1709,352,1389.228995,489.4,991.9338117,208,162,881,2893.8,54.4,483,979,325.8018776
