CORONADO_20_wind,MALIN_20_wind,JOHN_DAY_20_wind,DALLES21_20_wind,COULEE_20_wind,HANFORD_20_wind,WCASCADE_20_wind,CMAIN_GM_20_wind,MIDPOINT_20_wind,MONTA_G1_20_wind,BRIDGER_20_wind,VALMY_20_wind,COLOEAST_20_wind
860.9,0,0,2.6,7,17.5,0,781.7,0,912.5,2176.8,0,399.6
830.9,0.1,0,8.1,4.4,9.4,0,831,0,935.5,2142.5,0,348.6
484.6,0.2,0,19.5,2.4,12.2,0,792.9,0,838.9,2086.7,0,203
355.7,0.4,0,22.4,1.9,7.5,0,815.3,0,810.8,2203.5,0,165
256,0.5,0,9.1,2,3.4,0,823.3,0,899.3,2261.2,0,241.9
209.9,1.7,0.2,4.9,2.5,5.2,0,816,0,1000.3,2269.3,0.3,287.9
194.6,2.6,0.2,4.9,2.3,5,0,786.8,0,1019.2,2255.6,0.5,211.7
103.3,2.4,0.3,11.2,2.7,6.1,0,798,0,983.8,2248.7,0,157.6
90,2.8,0.3,12.5,1.5,6.4,0,779.3,0,951.5,2224.2,0,112.6
62.4,2.6,0.2,9.9,0.3,6,0,705.3,0,862.8,2160,0.1,93.9
51.2,3,0.2,8.2,0,12.3,0,678.2,0,658.2,1944.4,0.1,64.7
125,2,0.2,12,0,23.4,0,659.5,0,600.4,1545.9,2.7,60.6
281.6,2.9,0.3,8.6,0.1,8.8,0,697.8,0,639.8,1351.9,2.6,56.3
373.9,11.7,0.2,15.9,0.7,0.2,0,687.5,0,603.9,1198.9,7.1,41
499.4,15.7,0.1,22.6,5.9,1.8,0,714.3,0,579.6,1153.5,19.7,33
687.2,13.8,0,29.4,12.4,6.6,0,784.6,0,478.7,1205.5,30.1,31.6
845.7,13.4,0,28.3,18.4,47.2,0,778.5,0,435.2,1109.3,22.3,33.1
966.4,10.6,0,30.2,20.1,200.4,0,758.4,0,447.6,1072.2,16.7,37.4
907.4,11.2,0,37.6,18.2,677.9,0,777.1,0,432.3,974.2,16.7,44.6
846.6,9.7,0,43.8,11.8,1102,0,739.9,0,482.9,1000,22.2,40.8
578,7,0,44.9,12.3,1163.1,0,735.3,0,464.8,931.7,20.5,31.6
231.9,13.2,0.5,56.9,14.8,1121.1,0,798.2,0,425.7,853.2,13.1,40.7
116.1,19.5,1.4,76.5,17.2,1082.6,0,841.7,0,533.9,875.6,15.3,30.2
68.3,20,2.2,86.6,20,926.7,0,872,0,571,1267.3,24.8,22.9
72.6,19.3,4.3,92.9,27.8,665.8,0,928.3,0,650.4,1670.5,51.9,26.3
50.8,19.8,5.5,106.3,41.5,358.2,0.1,954.1,0,699.3,1837.3,65.2,18.2
14.1,21.6,6.1,121.7,49.2,154.2,0.5,951.2,0,669.2,1672.7,73.5,8
7.1,20.3,5.7,91.6,51.7,181.9,1.5,943.5,0,632.3,1709.2,66.1,9.9
13.2,18.9,4.9,57.5,48.7,131.6,2,882.2,0,725.1,1957.7,36.9,33.4
28.3,16.8,5.4,42.9,64.8,125.1,2.1,831.5,0,776.9,2030.7,29.1,42.1
94.6,12.6,6.1,45.4,68.1,164.5,1.8,843.6,0,716.7,1992.6,38.7,71
174.5,9.7,6.8,51.2,59.7,213,1.9,821.5,0,662.4,1830.6,61,106.3
246.2,8.5,6.7,34.4,56.7,326.6,1.6,840.9,0,682.7,1719.3,73.4,139.6
320.6,9.6,6.3,32,60.5,454.3,1.6,802.8,0,659.2,1721.5,78.9,174.9
353.3,9.1,5.7,35.1,79.9,569.2,1.4,728.4,0,485.1,1605.9,81,239.5
521.9,9.4,6.9,24.6,92.6,562.1,2,715.9,0,541.2,1334.9,74.9,335.1
837.5,11,8.9,14,101.8,506.8,3.6,834.9,0,723,1587,102.2,392
1214.3,14,10.1,27.6,108.7,469.1,8.3,852.6,0,816.1,1613.8,137.8,488.8
1710.2,13.9,10.2,49.9,111.5,583,15.1,793.6,0,811.8,1471.1,151.8,535.2
2027.5,13.3,10.3,104.4,113.2,848,16,857.3,0,849.5,1362.7,184.4,480.8
2252.6,13.9,9.4,128.3,118.2,983.6,11.9,949.6,0,921.1,1427.6,211.3,393.2
2298.8,14.9,8.5,137.2,121.5,1151.6,6.1,827.8,0,907.8,1555.7,243.1,473.6
2272.2,14.2,8.2,133.6,117.6,1085.1,4.3,750.3,0,882.6,1698,235.1,531.1
2269.7,10.3,7.5,92.3,109,571,2.1,678.1,0,891.1,1725.1,217.8,566.9
2225.7,6.6,6.4,71.4,100.2,394.7,1.3,657.8,0,911.1,1585.5,177.1,634
2193.6,4.7,5.8,69.6,85.1,329.8,1.8,639.7,0,899.4,1569.2,146.8,642.5
2210.6,4.2,5.7,53.4,56.6,338.9,1.3,610.6,0,851.2,1669.6,142.7,572.9
2259.8,4.2,5.6,40.5,42.2,400,1,598.7,0,859.4,1770.8,122.5,522
2172.5,4.8,5.4,39.4,34.9,411,1,592.3,0,858.4,1909.2,122.4,480.1
1900.6,5.8,5.3,35.4,25.9,461.6,1,579,0,851.3,2063.9,148.5,349
1448,6,4.7,30.3,23.6,376.8,1.7,518.3,0,758.3,1838.1,182.2,165.7
1161,6,3.1,24.1,14.3,261.9,1.8,496.2,0,596.2,1831,191.5,108.8
832,2.3,2.7,13.8,11.3,194.4,1,505.9,0,633.1,1973.2,179.5,89
591.8,0.2,2.4,10,13.1,134.2,0.8,503.5,0,592.6,2152.7,191.6,63.5
475.3,0.5,2.1,5.7,18,100.6,0.2,508,0,521.3,2207.8,207.2,59.5
413.3,0.9,2,7.7,21.1,138.4,0.2,509.8,0,513,2089.8,208.6,92.5
518.5,1.4,2.2,7.9,20.2,282.6,0.2,503,0,500.8,1626.5,232.2,45.4
639.2,1.1,0.9,7.8,26.1,853.6,1.4,513.4,0,717.7,1251.7,251.1,39.5
718.2,12.5,2.2,13.8,50.9,1519.3,1.4,605,0,725.5,1004.2,344.8,117
1004,26.9,5.9,40.2,119.4,1808.5,1.2,736,0,954.2,1339.4,371,316.5
1419.7,29.9,10.7,82.3,139.9,1766.1,2.2,938.9,0,943.9,1368.5,388.1,351.3
1706,29.9,12.1,90.7,99.8,2055.1,2.1,947.2,0,933.6,1431.5,390.5,654.2
1708.7,29.9,10.9,81.7,70.3,1582.2,1,892.1,0,813.2,1518.3,341,587.9
2187.8,29.6,7.9,44.7,33.7,955.5,2.7,888.8,0,666.1,1652.5,305.1,479.4
2404.4,26.6,6,30,10.5,503.9,2.4,794,0,396.2,1787.3,369.8,567.6
2419.6,19.7,5.4,29.3,2.2,492.3,1.8,765.7,0,505,1819.4,357.2,567.7
2274.5,9.3,5.2,29.8,15.5,1013.5,2,741.1,0,521.9,2046.3,333.5,619.9
2277.3,4.3,3.8,39.9,28.6,773.5,2,696.3,0,508,2013.7,307.3,577.9
2231.7,1.7,5.1,35.8,9.6,688.9,0.8,589.3,0,463.9,2186.2,405.5,466.5
2146,0.6,3.8,47.7,14.3,631.3,1.5,500.9,0,475,2096.9,425,410.9
1995.6,0.7,1.9,48.8,11.6,496.2,1.6,439.7,0,467.5,1879,394,368.2
1879.8,0.4,1.4,33.9,8.7,446.6,1,375.7,0,402.6,1573.8,388.2,392.8
1688.6,0.4,1,24.2,10.8,401.9,0.6,347.7,0,391.5,1458.9,368.1,518
1423.4,0.1,0.7,21.8,8.3,287.7,0.4,352,0,353.5,1454.4,337.8,610.9
852.5,0,0.4,12.8,7.7,218.3,0.3,289.4,0,172.8,1425.4,355.5,486.8
427.7,0,0.1,5.7,7.8,87.5,0,254.7,0,157.7,1435.9,372.1,415.4
310.8,0,0.1,1.9,7.6,63.1,0,270.5,0,92.1,1724.9,401.2,460.7
331.7,0,0.1,0.4,6.6,34.9,0.2,290.3,0,107.5,2134.5,438.1,351.3
384,0.7,0.1,0,3.1,22.7,0.3,289.4,0,174,2376.6,460.2,167.3
366.3,2.7,0,0.3,1.2,12.1,0.3,278.6,0,97,2321.5,471.6,54.9
355,3.9,0,0.1,0.4,28.4,0,301.8,0,71.9,2353.9,477.7,18.6
364.8,3.2,0,1.3,0,80.5,0,271.9,0,83.7,2096.9,451.7,8.8
408.9,2.2,0,12.9,0,160.8,0,248.4,0,106.1,1578.9,398.8,4.9
720.3,2.7,0,16.4,0.1,179.5,0,237.2,0,99.4,995.1,350.5,14.1
1144.5,2.5,0.1,7.9,0.9,249.6,0,252.5,0,125.5,946.5,364.5,69.5
1686.1,4,0.1,4.3,0.1,230.5,0,282.3,0,157.2,1014,404,135
1982.1,3.7,0.1,8.3,0,127.5,0,291.2,0,206.5,1168.7,374.1,185.2
2065.5,2.3,0.1,10.1,0,34.9,0,266.3,0,167.4,1364.6,346.7,211.9
1867.3,2.1,0.3,13.3,0.1,6.7,0,240.9,0,147.8,1448.8,359.5,138
1862.5,3.8,0.6,10.1,0.8,3.1,0,225.8,0,139.6,1297.1,369.3,82.1
1981.6,3.7,0.4,15,1.9,5.1,0,229.5,0,114.1,1464.8,363,81.9
2066.4,4,0.4,22.9,1.5,10,0.1,236.1,0,99.6,1629.7,363,73.4
2138.3,4.3,0.2,9.3,2.2,15.6,0.1,214.8,0,89.6,1471.2,340.3,77.4
2069,3.3,0,1.1,1.9,23.2,0.1,195.5,0,72,1276.1,352.3,92.6
1855.3,2.2,0,0.3,0.3,26.2,0.4,176.1,0,64.4,1025.6,359.2,74.9
1509.6,1,0,0.1,0.3,29,0.6,158.2,0,73.7,786.2,357.4,66.2
1363,0.3,0,0.1,3.4,30.1,0.2,158.6,0,86.2,734,351.4,78.5
1149.9,0.1,0,0,5,32.3,0,145.6,0,109.4,779,317.4,123.8
673.1,0,0,0.2,4.5,27,0,122.8,0,120.8,732.4,271.8,137.4
412,0,0,0.4,2.7,32,0,124.5,0,169,954.3,261.8,58.8
437.9,0,0,0.2,1.9,16.6,0,139,0,241.6,1177.2,260.9,51.7
454.2,0.1,0,1.1,1,15.8,0,155.3,0,284,1295.3,288.6,27
450.5,0.2,0.1,5.1,6,24.9,0.1,167.7,0,327,1250.2,306.7,11.8
479.4,0.5,0.2,9.5,7,26,0.1,186.1,0,386.2,1135.6,288.9,11.8
452.7,0.4,0.3,10.2,5.8,27,0.1,193.8,0,519.1,901.9,276.2,27.2
473.6,0.5,0.3,10.5,9.1,42.1,0.1,204.5,0,565.1,695.3,267.4,28.8
494.5,0.2,0.3,3.9,10.5,62.2,0.1,210.2,0,635,556.2,247.7,80.4
623,0.1,0.3,0.3,14.5,120.2,0.1,227.3,0,670.3,415,214.6,252.4
966.9,0.4,0.6,4.4,18.9,81.5,0.4,258.4,0,605.8,513.3,215.5,375.5
1426.8,0.3,0.9,11.4,32,97.1,0.4,278.2,0,582,572.5,264.3,324
1660.8,0.1,0.6,15.8,44.6,73.7,0.4,268.8,0,590.5,495,302,266
1721.2,0,0.4,22.2,52.8,77.8,0.5,260.9,0,529.8,539.2,338.3,290.3
1815.7,0,0.2,6.2,57.4,52.4,0.6,240.1,0,482.8,518,374.7,260.6
1948.9,0,0.1,5.4,58.9,75.4,0.7,245.6,0,401.8,429.9,365.8,234
2020.2,0,0.1,6.6,63.2,128.5,0.8,253.2,0,439.2,399.8,323.9,210.1
2096.5,0,0,5.8,70.5,167.2,0.4,256.6,0,425.3,378,307.7,182.8
2137.2,0,0.1,5.5,71.4,156.5,0.3,254.7,0,383.8,334.2,357.3,168.7
2146.5,0,0,2.9,78.8,202.1,0.4,269,0,335,278.8,375.5,115.2
2037.5,0,0,3.1,80.8,214.3,0.3,285,0,318.9,287.3,361.4,106.7
1799.6,0,0.1,2.9,83.3,128.2,0.3,258.8,0,311.2,272.5,344.9,85.3
1420.3,0,0.1,2.4,82,88.7,0.2,232.2,0,288.6,266.9,362,69.2
1040.9,0,0,1.2,85.7,63.4,0.2,197.6,0,256.9,234.9,386.4,56.8
563.7,0,0,0.3,88.9,86.6,0.1,181,0,219.6,186.3,361.9,25.1
483.8,0,0,0.1,81.9,71.4,0,167.5,0,172.2,172.2,321.8,17.2
345.7,0.7,0,0.8,72.6,53.5,0,175.8,0,148.5,287.9,358.5,12.4
269.9,2.2,0,1.4,67.8,52.5,0,204,0,150.1,577.9,397.5,7
248,2.7,0.1,5,64.7,55.7,0,241.5,0,159.6,715.4,409.6,10.4
262.5,4,0.1,13.3,64,45.3,0,213.4,0,142.2,570.4,449.6,15.3
288.5,3.7,0.2,17.5,62.2,54.4,0,235.2,0,155.9,600.2,470.7,30.7
279.3,1.7,0.9,13.1,10.5,274.2,0.7,185.9,0,60.6,509.3,489.8,36.6
179.9,10.7,2.4,48,51.9,428.3,2.4,284.5,0,234.6,289.6,549.1,24.2
439.7,14.2,5.2,56.7,62.5,546,3.9,365.6,0,430.6,371.3,577.8,55
801.8,27,5.3,63,59.2,474.3,2,561.7,0,409.5,410.2,566.3,288.7
1358.4,28.2,6.3,24.2,32.5,520.9,2.2,608,0,248.2,493.8,553.1,556.1
1899.6,28.8,2.5,123.9,51.8,394.4,1.3,624.4,0,138.8,592.4,560.3,519.1
2274.8,27.3,0.6,24.3,77,456.7,1.8,629,0,145.4,358,518.2,502.6
2401.1,27.3,0.5,21.1,92.4,420.6,2.7,659.2,0,355.4,314,488.8,638.5
2470,26.5,1.3,10.9,91.5,813.2,11.3,836.7,0,259.2,336,462.5,646.8
2512.2,21.5,1,44,82,635.4,1.9,827.4,0,215.9,461.6,487,613.9
2474.6,15.6,0.2,157.1,70.8,197.6,0.4,844.5,0,222.3,840.4,494.9,590.8
2349.7,12.3,0.1,236.8,79.8,816.3,0.1,888.7,0,86.2,890.6,455.8,539
2472.1,10.2,0.1,241.4,67.4,1593.3,0,982.7,0,72.9,1128,402.5,423.6
2424.4,5.7,0.2,223.5,45.6,1641.9,0.8,984,0,82.2,1272.8,380.8,499.5
1547.1,3.7,0.4,196.3,17.8,1831.4,0.9,911.6,0,109.1,471.7,334.5,453.3
1200.5,2.5,0.3,188.5,8.4,1669.9,2.2,877.9,0,99.4,442.4,280,370.5
969.2,1.3,0.6,206.7,3.2,1314.8,3.4,816.7,0,110.1,268.8,219,370.3
795.5,1.2,0.9,195.6,2.6,1180.3,4.6,741.5,0,103.1,378.4,149.3,356.8
902,1.2,0.7,123,0,593.9,4.7,696.2,0,75.8,484.5,94.5,229.1
1125.2,2.1,0.5,64.4,0,321.1,2.4,582,0,97.9,541.4,161.3,206.9
1077.1,1.2,0.5,23.2,0.4,296.5,1.7,497.2,0,150.9,550.5,216.7,241.3
914,1,0.6,21.4,0.7,242.9,0.8,462.7,0,198.1,334.8,223.5,297.6
809.8,0.4,1.1,19,1.5,200.4,0.1,347.8,0,371.3,500.3,240.2,241.1
881.1,0.2,1.7,9.7,2,292,0,342.6,0,435.1,896.3,249.9,345.3
915.7,0.1,2.4,6.5,1.6,536.9,0,352.1,0,366.7,1325.5,251.2,464.3
1094.6,0,3.7,5.5,0.9,671.5,0,383.1,0,348.5,852.8,239.8,488
725.4,0,4.7,6.4,5.7,586.5,0,392.3,0,366.1,1132,216.1,43.9
874.5,0.1,5.4,8.9,24.9,446.6,0,442.7,0,340.1,935.4,211.2,138.9
1516.8,0.4,8.3,7.5,52.5,389.5,0.3,598.6,0,314.7,772,253.3,551.7
1664.4,0.8,9.2,8.5,57,229.6,3.1,669.8,0,309,645.7,256.3,548.3
1731,1.5,8.8,14.3,65.2,256.5,8.5,765.4,0,299,806.7,252.1,555.7
1692.7,2.9,8.4,19.2,63.8,321.9,13.5,745.7,0,276,977.6,303.4,529.2
1899.7,3.7,7.7,19.7,79.8,419.8,14.7,802.5,0,257.7,972.5,324,530.1
1821.6,4.8,7.5,19.2,85.3,481.4,16.3,636.5,0,260.1,842.8,337.9,576.9
1537.4,4,6.2,19.7,59.3,461.8,17.1,589.8,0,301.4,778,343.6,598.8
1531.9,2.9,5.5,20.6,46.3,452.7,17.6,708,0,289.1,677.5,324.8,628.8
1476.6,2.5,6,24.6,41.3,372.1,14.7,736,0,276.9,454,333.4,609.9
1394.2,3.1,6.8,30.7,33.5,361.8,13.2,878.1,0,360.6,488.5,335.7,597.1
1379.4,4.1,8.4,33.3,27.4,398.1,14.4,944.4,0,331.3,932.8,264.8,543
1436.2,3.9,9.4,31.5,26.1,394.8,14.4,952.5,0,275.9,1603.3,166.8,467.8
806.4,4.4,9.6,32,22.3,401.8,15,886.8,0,175.3,1230.8,150,134.1
846.7,5.2,9.3,31.8,16.7,359.1,14.2,781,0,51,798.6,134.1,118.2
1119,3.6,8.2,30.1,16.2,255.4,9.7,758.1,0,20,347.9,134,665.2
1064,5.7,8,38.9,13.1,229.1,7.2,652,0,20.7,378.3,169,683.7
995.4,10.1,7.6,36.1,13.7,161.3,4.7,725.8,0,64.6,328.2,208.9,686.3
1155.8,7,6.4,34.8,11.7,99.7,1.3,756.1,0,46.1,475.2,202.6,713.9
1278.9,6.3,4.7,41.2,16.2,103.9,0.2,707.8,0,33.4,677.3,248.4,754
1388,3.9,5,55.6,17.3,255.6,0,644.6,0,41.1,871.5,301.8,820.6
1335.5,4.4,6.5,87.7,15.7,670.3,0,688.3,0,29.9,835.7,307.3,866.8
1460.2,7.1,7.7,134.7,30.3,1056.9,0,735.9,0,19.6,506.6,368.5,802.6
1324.1,10.2,9,123.7,62.6,1294.4,0,729.7,0,11.6,560,362.9,767
1337,16.5,9.8,98.3,69.1,1215,0.5,755.8,0,11.3,753,406,751.8
1518.3,23.3,10.8,103.3,58.5,1542.5,4.5,706.4,0,17.1,703.8,454.2,659.5
1454.8,21.6,11,112.6,55.9,1913.4,6.9,844.9,0,26.5,784.1,455.3,657.9
2317.1,17.9,10.2,137.8,54,2264.4,6.4,1120,0,31,1774.2,457.3,727.6
2334,15.1,7.9,115.3,51.6,2332.8,5.3,1118.7,0,40.7,1706.4,471.8,699.8
1834.6,13.7,5.4,123.1,43.3,2193,3.6,1093.1,0,55.3,1069,442.2,643
1605.5,10.8,5.9,107.3,35.2,2058.5,3,1089.4,0,60.4,1371,451,574.7
1512.1,10,6.8,88,27.7,2061,1.8,869.1,0,38.9,1414.2,466.2,545
1628.2,8.7,6.4,73.1,21.2,2368.7,1.4,729.3,0,66.5,1369,440.3,556.6
1883.3,8.1,5.9,67.7,17,2259.3,1.5,770.4,0,361.6,1495.4,423.9,521.2
2109.9,9,5.4,59.6,19.6,2207.5,2.9,753.6,0,237.7,1573.5,426.7,576.1
2128.8,10.5,5.4,53.4,11.5,2284.9,3.4,704.8,0,327.1,1635.3,420.2,628.6
2057.6,7.3,5.2,54.9,16.4,2047.2,4.6,610.4,0,549.1,1627.6,398.6,652.8
1938.3,6.3,5,60.4,27.5,1857,3.5,559.1,0,689.7,1535.5,386.8,680.1
2008.6,5.8,5.7,60.3,25.7,1783.4,4.1,547.6,0,807.4,1793.7,378,728.4
1836.7,4.7,4.5,62.8,21.6,2028.6,1.5,541,0,871.6,2329.5,380.2,779.8
1693.7,4.4,3.2,65.8,21.8,2108.6,0.6,548.3,0,853.1,2618.9,381.4,786.4
1932.2,2.5,2.2,62.4,24.9,2176.7,0.4,456.7,0,919.1,1476.9,335.9,305.9
1664.4,0.9,1,53.1,20.1,2198.9,0.4,424.5,0,886.1,1321.7,291.4,94
1421.4,0.6,0.4,42.2,13.5,2232.9,0.8,481.9,0,983.7,2168.1,255.6,751.5
1221.6,0.7,0.2,44.5,8,2273.8,1.2,460.3,0,1045,2081.1,205.9,720.6
767.8,6,1.2,61.7,12.1,611.5,1.5,239.5,0,189.5,1458.7,155.4,137.2
2054.1,9.8,2.2,147.1,33.1,2046.3,2.9,481.3,0,611.7,1890.9,95.2,604.6
2169.4,10.1,0.7,141.5,10.9,2168.9,2.6,518.3,0,827.5,2109.4,65.2,836.7
2269.4,8.5,0.7,78.1,13.2,1334,0.4,531,0,1024.9,2271,49.6,825.2
2520.8,5.1,2.1,61.9,34.9,1754.8,1.6,567.4,0,966,2439.5,39.2,855.6
2551.7,11.9,1.5,78.8,57.7,2267.3,2.4,566.7,0,1031.3,1998.4,17.9,841.2
2531.1,16,0.6,68,76.2,2154,3.9,505.2,0,767.4,1370.2,11.6,788
2508.6,15.5,0.6,59.7,84.5,2087.8,4,486.2,0,750,681.3,4.3,755.6
2594,13.7,1.2,52.2,72.6,1737.1,3.8,476.5,0,802.6,433.5,1.4,787.5
2563.2,10.1,1.5,46.7,67.3,1097.4,3.8,424.7,0,649.3,322,2.5,725.6
2461.6,6.8,0.3,47.5,62.4,721.1,4.7,380.9,0,599.1,157.3,6.7,655.6
2416.5,4.9,0.5,40.6,58.8,626.8,3.9,373.7,0,548,248.1,17,620.8
2221.3,3.2,1.2,36.5,66.1,560.9,2.1,392.3,0,474.6,353.7,19.9,773.1
2204.5,3.9,1.1,37,66.7,371.2,0.9,343.6,0,429.2,774.7,24.3,516.7
1797.9,2.9,0.7,37.7,61.6,297.9,0.8,306,0,446.2,177.1,35.5,619.5
1621.6,2.5,0.5,34.4,52.2,323.7,1.2,321.3,0,444.3,165.7,51.6,676.6
1540.6,1.9,0.4,33.6,43.6,261.2,1,331.9,0,389.1,183.1,56.9,646.2
1554,1.1,0.3,37.2,34.3,201.4,0.7,337.5,0,305.7,204.9,44.9,642
1493.1,0.7,0.1,36.5,28.5,167.4,0.5,334.9,0,247.7,278.7,37.2,678.6
1181.9,0.9,0,38.6,25.7,158.7,0.2,307,0,227.2,358.9,36.4,593.6
1102,1.1,0.1,42.7,22.3,193,0.2,294.7,0,243.7,432.7,33.7,475.1
977,0.8,0.2,33.8,21.9,228.5,0.2,253,0,234.1,321.8,29.9,445.1
868.8,0.9,0.4,38.6,19.2,281.6,0.2,248.4,0,236.6,304.5,24.7,421.5
832.4,1.8,0.8,53.8,18.6,347.7,0.1,231.9,0,230.3,269.5,19.1,427.8
692.9,2.3,1.5,66,22,421,0.1,238.3,0,229.9,276.1,16.1,347.4
871.9,3,2.4,96.4,26.3,358.7,0.1,252.7,0,239.6,275.3,16.4,290
2775.3,3.1,2.4,130.1,27.6,587.8,0,389.2,0,240.9,943.2,25.9,768
2848,5.6,2.3,143,20.2,1069.4,0,404.4,0,247.5,1216.2,36.3,776.9
693.2,11.8,1.4,118,26.3,1292.8,0,273.2,0,243.8,329,47.1,284.9
879.9,12.8,1.5,102.1,37.5,809.2,0,255.7,0,241.2,275.1,57.5,185.6
1414.5,10.6,2.6,91,53.2,348.7,0.5,269.6,0,248.7,262.5,53.5,160.7
1488.6,8.7,2.6,90.7,58,229.6,0.6,280.7,0,256.1,251.4,36.3,213.6
1788.9,6.2,2.3,84.7,85.3,227.4,0.4,326.9,0,254.1,236.6,26.3,315.3
1590.1,3.1,2.1,82,109.7,281.5,0.4,333.5,0,272.8,251,13.7,433.3
1557.4,2.4,2.1,82,116.3,337.2,0.5,343.6,0,263.9,296.6,8.3,456.9
1258.2,2.1,1.9,84.3,108.8,374.9,0.9,337,0,272.2,460.6,5.1,411
933.7,2.9,2.6,96.8,112.9,386.9,1.4,394.1,0,302.3,719.7,5.9,310.8
780.8,4.5,4.2,102.4,119.2,425.1,1.2,520.7,0,321.9,842.1,6.3,264.1
822.1,6.5,5.8,110.5,97.8,524.9,1.5,517.3,0,364.2,968.4,7.1,236.7
637.9,6.4,6,102.4,93.4,622.6,1.4,471.8,0,422.9,1088.4,9.8,177.6
1124.8,5.7,5.2,106.7,96.5,662.3,1.2,501.6,0,462.5,823,13,758.2
1782.7,4.5,5.3,97.5,110.1,602.9,1.4,514.6,0,472.6,944.7,9.5,795
2001.9,5,4.4,84.4,128,568.7,1.3,570.6,0,412.7,896.6,6.1,802.4
2017.5,5.9,7,100,134.2,1029.6,1.6,656,0,497.8,806.9,3.5,778
2578.2,7.7,9.8,114.6,141.4,2083.6,4,839.8,0,579.5,646.9,1.2,781.4
2744.9,10.9,11.5,123.5,143.9,2774.8,11.6,901.8,0,614.9,586.5,1.3,815.4
2694.7,11.8,12.9,187.2,141.4,2978.5,17,925.9,0,616.5,639.3,0.1,820.4
2525.1,16.6,13.3,206.8,133.3,3059.1,19.4,956,0,607.1,610.7,0.7,863.9
2443.8,21,13.6,202.5,118.7,3037.1,17.6,918.4,0,591.7,548.5,0.2,870.9
2190.5,24.1,12.2,200.4,98.6,2878.7,12.6,903.3,0,526.3,567.6,0,695.9
2012.2,28.6,10.5,207.3,91,2321.9,10.8,888,0,444.6,492.3,0.6,618.2
2106.7,27,10.8,186.1,87.5,2018.6,10.2,840.4,0,375.9,554.8,3.9,662.6
2432.8,22.8,11.5,149.6,87.7,1404.9,8,798.6,0,316.5,491.9,15.5,666.3
2060.1,27.4,11.7,93.9,83.4,920.9,5.5,688.9,0,246.7,443.2,35.5,626.9
2007.3,26.2,11.3,87,80.7,731.9,3.1,598.2,0,220.1,347.4,29.5,567.8
2160.1,24.6,9.5,99.9,86.6,620.3,1.7,509.3,0,202.5,401.3,22.3,505.1
2068.8,20.4,6.7,87.2,84.9,569.7,1.1,460.3,0,182.6,750.2,16.7,705.6
2229.4,13.5,3.9,63.4,75.1,509,0.8,429.4,0,185.6,1068.8,6.7,735.1
1785.5,9.3,2.3,54.6,67,328.8,0.8,395.9,0,199,1223.5,7.6,693.7
1075.1,8.2,1.5,47.6,67.2,247,0.9,346.9,0,212.7,1207.6,15.5,494.2
725.6,8.9,1.6,44.8,83.4,218.1,1.2,345.3,0,230.5,1220.9,7.9,596.4
592.5,7.1,1.7,29.1,101,211.9,1.1,338,0,272.9,1295,0.8,603.1
678.5,5.5,1.6,19,91,170.3,0.7,330.2,0,307.2,1248.9,3.9,623.2
468,4.2,1.2,16.5,92.9,122.3,0.4,300.1,0,354,970,1.3,652.8
239.3,3.4,0.6,13.1,87.7,100.2,0.4,257.2,0,415.4,525.8,0.9,443.7
246,2.6,0.3,8.2,67.8,76.3,0.3,245.8,0,393.7,749.5,1.9,301
228,2.1,0.2,3,58.8,32.2,0.1,227,0,350.4,1017.3,0.4,269.8
164,4.9,0.3,2.3,67,23.9,0,282.3,0,426.1,788.8,0.2,259
418.5,6.9,0.5,2.7,69.8,26.8,0,495.6,0,508,1156.7,3.5,333.2
308.2,9.5,0.6,5.1,62.5,19.4,0,439.6,0,603.8,1308.4,3.9,274.6
193.4,13.6,0.9,10.7,49.1,25.1,0,404.7,0,695.4,1485,9,338.6
131.8,14,1.1,13.2,34.6,40.7,0,344,0,792.5,1766.4,30.3,343.2
128.5,7.6,1.7,83.6,16.7,324.4,0.9,239.4,0,304.6,1578.9,10.9,137
450.6,14.5,3.5,116.1,14,403.5,1.2,275,0,520.8,1003.5,7.9,25.2
552.4,23.2,1.8,128.6,0.6,125.9,0,297,0,722.6,965.4,2.2,3
946.5,22.7,0.8,71.3,1.5,48,0.5,303.9,0,948.7,1338.2,4.4,0.4
1323.1,12.2,1,42.9,1,126.3,0.7,314.9,0,1064.3,1616,8.7,15.8
1671,7.7,1.6,49.5,2.4,110.4,0.4,368.2,0,826.1,1700.3,2.8,72.4
1981.3,7.2,1.2,43.9,0.8,82.8,0.4,438.3,0,723,1829,13.6,53
2129.7,3.5,0.5,41.5,0.6,30.7,0.3,384.9,0,820,1920.3,13.9,63.5
2137.4,2.9,0.2,86,3.3,103,0.1,346.8,0,783.5,1918.1,5.8,76.4
2180.8,0.8,0.3,77.9,3.2,139.2,0.3,350.4,0,797.2,1882.4,2.2,131.9
2127.3,0.5,0,72.3,0.1,54.4,0,362.6,0,863.4,1989.2,0.2,164.9
2203,0.1,0,74.9,1.7,24.2,0,381.1,0,864.2,1971.3,0.3,247.8
2018.8,1,0,64.3,9.7,27.9,0,362.6,0,859.4,2009.3,3,315
1635.1,0.9,0,61.3,10.6,36.4,0,364.6,0,873.5,2306.1,7.8,388.3
1287.6,0.4,0,44.7,3.4,56.1,0,448.1,0,872,2549.7,17.9,431.1
989.1,0,0,43.9,7.2,53.6,0,529.4,0,929.8,2610.2,19.5,370.7
