IMPERIAL_20_solar,H_ALLEN_20_solar,PALOVRD2_20_solar,EMERY_20_solar
82.1,0,131.1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,94.9,457.8,0
180.8,1085.4,2850.7,0
180.1,1080.9,2843,199.9
180.6,1081.7,2837.7,196.4
180.3,1087.4,2950.2,98.9
179.8,1089.9,2967,98.2
180.2,1085,3175.9,0
179.9,1081.3,3149.4,95.7
180,1083.7,2941.3,195.2
179.9,1088.3,2844.9,291.4
174.9,1100,2859.2,258.7
179.1,1100,2804.4,152.6
178.4,1100,2761,83
178.4,1100,2661.7,0
178.4,1100,2555,0
176.2,966.9,2207.9,0
77.8,255.5,1307.5,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,850.9,0
182.1,1085.7,3141,384.6
180.4,1081.4,3125.8,497.9
179.9,1079.9,3131.1,450.8
179.6,1086.4,3135.3,597.6
179.8,1088.8,3150.7,585.7
179.7,1081.8,3132.9,590.9
179.5,1082.2,3136.3,599.8
179.6,1081.1,3135.9,591.7
180.8,1086.4,3162.1,591.8
183,1100,3200,600
183,1100,3200,600
183,1100,3200,573.6
183,1100,3200,437.8
183,1100,3200,133.2
178.2,885.7,3200,99.3
88,452.4,2237.2,89.2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,955.7,285.7
147.6,1091.6,3149.1,583.8
172.4,1082.6,3132.6,582.9
180.1,1079.7,3134.5,584
180.6,1080.7,3132,586
180.7,1079,3134.1,586.8
180.6,1081.6,3134.5,584.8
180.1,1081.3,3140.7,582.8
179.7,1082.5,3158.5,582.1
180.6,1093,3180.7,590
183,1100,3200,600
183,1100,3200,600
178.4,1100,3200,600
176,1100,3172.9,600
160.4,1100,3172.9,600
153,1007,3094.6,600
72.7,344.6,1818.7,473.3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,848,289.2
181.5,286.6,2732.5,287.7
180,994.9,3048,285
179.3,1063.7,3078.2,487.7
179.5,1087.2,3149.6,392.1
179.6,1088.9,3154,477
179.7,1086.2,3087.9,590.4
180.1,1081.1,3052.5,584.4
180.7,1079.5,3162.7,584.5
181.5,1091.1,3198.3,590.9
183,1100,3200,600
183,1100,3200,600
183,1100,3085.5,591.6
183,1100,2864.6,451.5
180.5,1043.8,2693.2,320.5
166.4,425.2,2331,305.3
92.2,89.3,1413.5,246.3
1.3,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,754.4,186.8
173.1,986,3169,488.7
172,1086.4,3142.7,485.8
178.4,1080,3129.6,586.3
180.5,1079.3,3131.6,586.1
181.1,1082.3,3149.5,585.9
181.4,1080.9,3154.8,584.3
180.9,1076.9,3152.2,582.4
180.6,1083,3117.1,581.5
181.2,1087.3,2895.2,589
183,1100,2954.8,600
183,1100,2975.6,600
163.5,1100,2966.9,600
160.4,1100,2815.3,600
148.8,1100,2702.3,600
108.9,1046.6,2448.7,600
65,477.6,1635.8,467.4
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,957,387
180.8,1092.1,2880.8,587.3
179.5,1083.9,3178.9,591.2
179.1,1081,3168.7,592.1
179,1084.5,3151.4,599.3
179.4,1085,3143.1,600
179.5,1093,3138.1,525.3
178.9,1100,3148.2,421.2
178.5,1100,3146,398.6
180.3,1088.7,3182.2,401
183,1017.3,3200,339.8
183,955.3,3200,305.3
183,714.1,3200,305.3
183,576.1,3200,305.3
183,421.1,3168,305.3
183,340.5,1919.4,223.5
173,195.1,691.4,89.2
31.6,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,643.2,290.1
172.2,1084.4,3066.7,585.9
180,1079.6,2993.4,580.3
179.1,1080.6,3128.7,583
179.4,1078.3,3127.9,583.9
179.9,1080.6,3135.1,589.7
179.3,1076.7,3154.8,599.9
179.4,1075.9,3157.1,599.2
180.1,1073.1,3161.3,597.5
181.8,1082.2,3088,599.2
183,1100,3036.4,388.1
183,1100,2971.8,305.3
183,1100,2761,305.3
183,1100,2632.5,305.3
172.2,1100,2555,305.3
135.2,1100,2357.2,305.3
112.6,934.1,1884.6,274.9
9.4,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,642.5,392.7
181.7,981.4,3146.8,489.3
180.3,1081.5,3130.8,584.5
177,1074.5,3125.8,586.1
171.4,1079.7,3126.3,592.5
171.7,1076.5,3122.6,600
171.3,1075.3,3132.8,600
171,1078.3,3137.1,600
171.4,1080.7,3147,566.8
181.1,1085.2,3186.9,426.3
183,1100,3200,418.1
183,1100,3200,222.3
181.6,1100,3200,150.2
178.4,1100,3200,99.3
178.4,1100,3049.9,99.3
172.6,1100,2926.4,25
79.8,783.9,2315.9,0
3.4,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1254.3,386.2
129.1,1085.5,3151,585.6
180.7,1080.6,3136.3,584
180.2,1076,3127.9,583.2
180.6,1080.3,3124.5,584.6
176.3,1082.3,3128.8,585.3
171.8,1083.4,3122.3,585.3
171.6,1080.7,3127.6,591.8
172.6,1083.7,3155.8,597.7
179.6,1089,3183.8,600
181.9,1100,3200,575.1
183,1100,3200,511.2
174.8,1100,3200,425.3
169.4,1100,3200,408.3
169.4,1037.3,3200,408.3
161.2,960.1,3126.5,408.3
121,764.6,1968.9,221.1
12.9,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1348.6,288.5
180.9,91.1,3150.5,287.7
179.3,199.2,3132.3,287.1
178.9,172.9,2960.8,287.2
179.7,700.2,3035.3,287.8
179.1,698.6,3133.7,288
178.9,593.7,3128.4,287.3
178.8,476.8,3127.4,287.3
178.9,800.5,3139.8,289.2
180.5,1083.3,3147.3,291.3
183,1094.5,3200,503.7
183,1038.5,3200,493
183,516.8,3200,305.3
183,257.5,3200,305.3
183,93.3,3104.2,305.3
182.3,0,3038,305.3
169.9,0,2375.8,248.6
28.5,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1656.9,491.3
180.5,978.2,3145.9,585.3
179.9,1077.3,3131.9,586.6
179,1075.3,3121.9,556.4
179,1080.7,3121.7,493.6
178.9,1085.5,3119.6,389.3
178.8,1079.1,3115.6,390.7
178.7,1075.6,3118.3,387.4
178.6,1077.6,3129.4,524
179.8,1086.1,3168.3,571.9
183,1100,3200,600
183,1100,3200,384.6
183,1100,3200,305.3
183,1065.1,3200,305.3
183,1023.1,3200,305.3
182.7,1023.1,3200,305.3
165.7,930.9,2510.1,267.5
44.5,73.2,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1966.5,591.6
7.6,1080.5,3147.4,581.7
7.2,1075,3128.7,580
23.7,1076.7,3120.8,580.6
68.8,1076,3119.2,584.3
64.9,1077.6,3122,583.4
48.3,1075.3,3115,582.3
51.3,1074.3,3117,582
61.2,1077.5,3122.6,586.1
82.6,1089.8,3168.9,588.6
116.3,1100,3200,600
129,1100,3200,600
33.9,1100,3200,600
7.9,1100,3200,600
7.9,1100,3200,600
7.9,1023.1,3200,570.4
5.4,932.1,2548.9,439.7
0,89.7,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.3,0,668.9,288.8
74.4,0,1768.7,288.4
76.8,0,2146.6,286.7
86.6,0,1729.9,285.7
103.8,0,1231.5,287.5
133.9,0,1056.1,289.9
106.9,0,873.2,295.8
80.1,196,891.9,293.3
119.1,40.7,898,400.7
123.8,86.8,1045,550.8
92.6,295.9,1007.8,600
67.4,195.4,788.5,431.8
19.8,0,421.2,305.3
16.8,0,313.9,305.3
16.8,0,289.6,268.6
11.3,0,256.3,0
6.1,0,76.6,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
25.3,288,2280.2,390.1
181.5,982.7,3137.9,487.3
181,981.7,3126.5,583.3
182,1089.9,3129.1,586.2
182.7,1100,3151,589.3
178.1,1100,3167.1,598.5
180.7,1009,3199.2,600
171.8,551.9,3200,548.3
173.7,259.8,3110.4,497.2
156.9,50.3,2822.8,405.1
147.1,0,2668.4,408.8
144.4,0,2192,360.4
130.5,0,1575.3,241.8
102.4,0,924.3,202.3
79.9,0,804.4,202.3
51.4,0,520.9,35
22.2,0,286,0
2.4,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1374.5,0
180.7,492.1,2443,0
179.6,889.4,2748.8,0
179.1,997.1,2773.5,0
178.9,897.7,2704.7,0
178.5,997.2,2594.1,0
178.6,796.8,2488.1,0
178.9,1009.9,2419.9,0
180.6,1100,2396.2,196.7
181.8,984.2,2266,237.3
183,1013.9,2297.1,257.2
183,920.8,1471.8,0
183,428.6,773.4,0
183,96.3,600.4,0
173.8,96.3,271.4,0
156.5,26,134.8,0
136.4,0,73.5,0
37.4,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.4,0,2186.7,0
179.9,285.6,2782.8,0
179.1,927.5,3042.7,0
178.1,1038,3036.2,0
178.2,1086.6,2899.8,95.8
179,1100,3064.6,233.6
181.3,1028.4,3062.9,382.5
183,905,3145.7,401.2
183,892.7,3171.4,304.1
183,889.1,3133.6,86.9
178.4,953,2835.9,168.5
174.7,665.7,2735.5,0
151.3,434.1,2418.5,0
98.1,344.9,1973.6,0
57.2,136,1680.8,0
38.2,0,1348.9,0
10.4,0,750.3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,906.3,3093.6,292.9
180.9,1083.2,3138.2,384.6
179.7,1072.6,3120.9,585.6
179.1,1074.4,3120.7,586.8
178.8,1075.6,3121.3,584.1
178.9,1079.8,3125.8,588.1
179.8,1084.6,3129.4,599.9
183,1085.1,3123.3,600
183,1086.7,3035.1,570.8
183,1099.2,3174.2,599.9
183,1100,3200,600
174.5,1100,3200,539.7
155.9,1100,3099.2,452.1
131.6,946.3,3069.9,408.3
97.6,792.9,3009.4,324.5
83.4,634.7,2710.1,139.8
40.1,611.2,2080.1,0
6.9,129,3.9,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,2060.3,288.9
59.6,689.5,3135.8,293
124.7,996.4,3108.6,300.5
152.1,895.2,3116.9,282.5
155.2,794.3,3120.4,401.5
153.8,797.8,3109.5,271.7
159.4,853.9,3123.1,368.6
166.9,792,3128.6,387.9
157.9,782.1,3119,317.2
158.3,986.8,3078.8,217.8
158.9,1082.7,3065.2,79.4
156,898,2968.6,10.7
117.9,664.3,2910,0
86.3,579.5,2864,0
50.1,363.5,2864,0
28.6,102.6,2849.9,0
14.2,0,2270.8,0
2.5,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,675.1,494.9
179.4,0,873.5,490.8
178.5,0,863.6,498.4
177.9,0,863.4,474.7
178,194.7,1171.3,291.9
178,538,1766.1,300.3
177.8,546.7,1671.8,147.9
178.7,697,1724.9,297
178.8,791.1,1602.6,225.7
179.6,704,1434.6,201.3
182.9,657.5,1524,200.9
183,837.6,1155.2,201.6
183,402.1,907.4,0
183,185.2,901.4,0
183,0,804.4,0
178.4,0,775.5,0
178.4,0,513.6,0
71,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,2093.8,287.7
171.2,582.2,2850.8,484.3
179,1069,2941,587.4
179.3,1075.7,2909.3,598.8
180.1,1090.1,2947.6,600
179.1,1095.9,2995.5,578.8
180.9,1099.1,2873.6,487.6
181.9,1100,2967.8,397.3
183,1097.3,2975.1,354.9
183,1088.3,3087.1,280.2
183,1024.3,3130.8,303.8
183,1029.9,2971,239.8
173.5,972.5,2730.4,202.3
153.1,725.2,2444.6,202.3
105.9,508.2,2096.5,99.3
73.4,347.6,1508.9,20.6
61.7,134.6,923.6,0
17.7,30.5,39.4,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,385.5,2781.8,391.9
171.7,1097.3,3129.4,332.8
179,1080.1,3111.9,396.2
178.2,1094.9,3105.4,390.1
178.6,1100,3099.8,539.2
179.9,1008,3095.2,503.3
181.2,1013,3098,502.9
181,994.5,3107.3,375.3
183,1082.4,3134.6,409.9
183,1070.4,3178.7,333.8
183,1069,3200,218.9
183,1067.6,3200,407.3
178.4,1023.1,3200,57.9
172.9,846.5,3200,0
125.6,543.8,3200,0
100.3,253.2,3195.7,0
73.7,36.6,2512.5,0
14.2,0,7.1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,393.9,774.4,0
179.8,796.1,1216.1,0
178.4,985.5,2057.7,99.3
178.2,982.7,2971.1,179.1
178.4,1090,3062.2,96.8
178.6,1081.6,3021.7,32.1
178.6,1082.2,2900,0
178.2,1079.4,2701.9,0
178.3,1084.5,2668.1,96.2
179.3,1100,2633.9,96.8
181.9,1100,2451.1,69.5
183,1100,1687.8,0
183,1023.1,984.8,0
183,866.9,538,0
183,559,446.5,0
183,214.1,259.9,0
183,0,57,0
95.1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4.7,295.5,1577.2,194.5
179.5,670.1,2710.5,194
178.6,987.4,2880.1,298.5
181.5,1086.8,2702.3,394.9
181.9,1085.6,2902,326.2
182.2,984.9,2963.8,355.3
182,1001.3,2784.2,342.8
180.9,1094.1,2993.3,406.1
179.8,1100,2992.3,264.7
179.8,1070.7,2743.9,232.8
181.7,911.1,2830,307.6
183,898.4,2737.9,154.1
183,798.4,2658,99.3
177.8,583.1,2189.8,74.4
156.3,321,1769.2,0
148.5,199.3,1010,0
113.8,136.2,253.3,0
52,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13.6,1002.4,2590.9,195.3
180,1079.3,3147.2,190.6
179,1072.1,3138.2,292.8
180.6,1092.4,3200,403.6
180.9,1096.3,3200,372.8
182.8,1097.6,3200,383
183,1095.3,3185.8,341.9
183,1086.8,3158.9,254.4
176.7,1079.2,3136.9,248.7
171.3,1080.9,3145.7,230.4
141.5,1095.7,3200,197.4
128.8,1100,2955.8,203.1
61.7,1100,2720.6,202.3
41.2,1057.6,2326.3,202.3
25.8,999.2,1603.1,202.3
16.6,872.8,1037.3,202.3
7.9,573,452.7,139.9
4.8,126.2,29,28.4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,697.8,2889.7,196.8
68.9,1083.4,3147,299.3
90.9,1075.1,3125.3,372.4
97.2,1074.4,3122,593.9
93.4,1070.9,3123.1,587
63.9,1079.2,3129.9,592.4
104.3,1092.9,3152.7,600
87.5,1100,3200,600
93.4,1100,3200,506
86.1,1100,3200,477.6
80.2,982.8,3200,323.8
81.1,649.8,3200,186.9
54,460,3058.3,99.3
28.5,353,2707.7,99.3
9.7,243.1,2173.1,99.3
7.9,167.5,1397.4,99.3
7.9,91.5,878.2,99.3
4.5,0,0,42.6
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
51,0,1587.9,290.2
146.6,0,2059.1,398
171.9,87.8,2242.2,475.4
176.9,193.6,2530.7,388.7
167.6,295.1,2683.4,412.9
161.3,269.4,2675.6,245.6
149.9,244.8,2858.1,174.7
163.9,501.1,3200,0
159.7,495.6,3159,297.6
155.3,394.8,2957.6,297.1
160.3,689.2,2933.3,240.9
161.2,578.1,2972.4,99.4
133.6,241.8,2871.7,0
119.1,25.2,2636.1,0
115.2,0,2343.2,0
98,0,1598.8,0
57.8,0,747.2,0
18.9,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
49.4,89.3,2273.6,289.4
180.1,771.2,3047,390
178.3,898.2,3132.4,293.4
177.6,826.6,3061.2,398.4
178.1,973.5,2948.5,304.2
178.7,980.9,2825.3,271.4
178.9,561.3,2587.6,201.7
178.8,577.2,2546.3,201.8
178.3,436.7,2698,201.3
179.5,347.9,2508.4,203.5
182.4,192.1,2341.2,159.7
183,121.2,1901.6,119
183,96.3,1355.4,0
183,96.3,923.3,0
183,38.3,541.6,0
183,0,140.8,0
183,0,73.5,0
84.1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
49.5,902.2,873.2,190.6
171.2,1079.7,1858.8,293.5
179.2,1068.8,2870.6,289.4
177.9,1077.3,2871.8,288.5
177.7,1080.7,2728.6,287.6
178.2,1023.5,2788.5,490.9
178.3,1100,2716.6,394.3
179,1047,2906.9,394.6
179.3,1015.8,2658.1,600
180,987.4,2846.8,600
182.2,892.7,2776.1,514.1
183,926.2,2624.7,437.3
183,808.2,2452.1,344.7
183,656.2,2092.2,228.5
183,380.5,1637.1,202.3
183,215.3,1152.9,192.2
183,106.3,683.2,74.4
77.2,0,141.2,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14.8,896,3072.2,492.3
137.8,1076,3134.3,487.7
162.8,1070.9,3114.3,492.6
157.8,1069.7,3109.6,596.5
151.9,1073,3105.9,583.3
146.7,1075.2,3112.5,584.9
129.4,1078.2,3113.6,501
138.3,1071.8,3115.7,539
157.6,1078.9,3121.9,584.7
139,1085.1,3159.9,600
138.9,1100,3200,600
124.2,1100,3200,576.2
106.6,1100,3200,499.3
88.7,1100,3200,408.3
68.1,1100,3200,408.3
58.4,1062.3,3200,298.3
30.5,944.5,2839.3,202.3
10.3,346.6,98.8,48.2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
95,693.1,2869.2,387.3
171.3,1005.9,3135.9,383.7
178.8,1085.1,3116.3,383
177.9,1044.3,3115.2,380.1
177.4,1020.8,3108.2,592.2
177.5,1085.1,3113.5,546.4
178.2,1092.8,3121.1,568.7
178.1,1088.4,3126.1,430.1
178.2,1081.2,3130.8,497.4
179.4,1094.8,3171.7,443.2
182.2,1100,3200,476.3
183,1100,3200,428.5
183,1100,3200,408.3
183,947.8,3200,408.3
183,828.1,3200,383.5
183,647.6,3066.9,305.3
183,277.5,2471.5,302.7
96.2,91.3,0,10.4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
157.6,592.5,2691.8,287.1
179.8,1091.4,2847.6,390.4
178.1,1093.3,2926.6,366.6
177.5,932.8,3125.3,482
177.4,787.3,3132,462.8
177.5,1016.3,3114.3,486.1
177.4,952.7,3125.5,489.7
177.7,899.5,3122.8,468.6
178,1085.5,3134.6,397.5
179.1,1034.8,3168,322.7
181.6,1100,3200,305.8
183,1100,3200,306.5
183,897,3200,305.3
183,696.8,3200,305.3
183,505.6,3200,305.3
183,375.4,2962.6,266.5
183,199.3,1834.1,168.5
110.3,56.3,0,11.8
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
148.7,1000.2,2867.4,393.8
179.8,1076.6,3134.6,321
178.2,1067.3,3120.3,378.1
178.1,1066.3,3106.5,413.8
177.2,1075.5,3110.7,393.6
177.5,1075.3,3106.1,388.9
178.4,1083.8,3114.7,389.1
177.4,1075,3114.8,374.9
178.1,1078.6,3117.3,395
179.6,1083.5,3161.3,360.1
182.1,1097.2,3200,404.5
183,1100,3200,280.3
183,1100,3200,202.3
183,1100,3200,202.3
183,1100,3200,202.3
183,1100,3200,202.3
183,1080,3006.5,165.4
108,433.9,162.3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
42.5,1100,3174.9,387.8
84.5,1078.6,3131.1,484.8
163.2,1071.8,3111.8,487.8
181,1070.8,3098.7,388.5
177.6,1068.8,3106.7,388.1
182.2,1079.7,3102.3,491.7
183,1075.6,3106,343.6
181.6,1083.8,3108.6,384.6
183,1081.9,3133.2,487.7
183,1081.3,3167.7,412.4
183,1091.8,3200,600
179.6,1100,3200,580
133.9,1100,3200,376.3
89.7,1100,3200,305.3
62,1100,3200,305.3
29.2,1100,3200,305.3
7.9,1020.9,3007.7,305.3
5.5,297,193.2,37.6
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,297.4
85.3,698.3,3075.7,586.8
179.8,845.1,3133.7,579.4
178.5,1043.7,3117.3,583.5
178.1,1079.5,3105.3,600
177.4,1076.5,3104.1,600
177.6,1076.7,3112.2,594.1
177.2,1100,3107.5,583.6
177,1100,3117.7,589.9
177.5,1100,3144.1,589.1
178.8,1100,3180.6,592.9
181.8,1014,3200,600
183,842.7,3200,600
183,227.4,3200,600
183,96.3,3140.7,557.2
183,44.1,2864,408.3
182.5,0,2864,408.3
178.4,0,2611.7,408.3
112.4,0,90.3,59.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,94.1
121.3,792.9,1174.2,392.9
180.3,1087.1,1502.6,393.5
178.5,1056.9,1555,599.4
177.9,1076.7,1809,599.1
177.6,1074.5,2106.2,600
177.5,1072.2,2329.7,600
177.7,1072.8,2300.2,429.6
177.3,1066.2,2520.6,343.2
177.9,1068.1,2714,299.2
179.6,1083.6,2525,296.5
181.9,1100,2626.8,296.8
183,1100,2101.2,307
183,1100,1585.3,305.3
183,1100,976.7,305.3
183,1100,574.7,305.3
183,1100,471.2,226.4
178.4,1023.1,286.3,176.3
111.6,389.1,0,52
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,298.1
7.3,792.9,3193.2,587.6
30.2,1081.6,3140.1,580.9
47.3,1073.8,3111.9,583.9
92.2,1072.7,3095.4,596.5
122.6,1075.4,3109.8,593.9
121,1083.1,3125.3,590.2
156.7,1071.1,3133.9,596.1
162.4,1071.1,3141.3,598.9
164.2,1075.2,3114.6,598.3
173.6,1085.6,3172.6,600
173.3,1100,3200,600
147.9,1100,3171.8,479.9
86.6,1100,2865.8,408.3
22.8,1100,2710.2,280.4
1.5,1100,2658,99.3
0,1100,2658,89.2
0,1100,2310.6,0
0,472.4,189.3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,195.4
59.1,0,2972.7,288.5
146.4,0,3041.6,286.2
164.9,91,2849.4,286.2
165.8,199.2,3018.2,285
166.4,89.2,2921.5,285.7
166.5,483.2,2824.2,290.3
166.1,678.9,3063.8,296.2
165.5,439.3,3145.3,304.3
164.7,731.2,3016.6,303.5
164.5,731.6,3200,300.2
165.5,908.5,3200,406.1
170.3,819.9,3147.3,379.8
144.4,270,2799.5,282.1
108.3,96.3,2526.1,202.3
97.6,0,2084.6,202.3
86,0,1613.4,143
50,0,1092.9,84.3
27.5,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,196.1
50.4,189.4,669.8,187.3
163.3,390.2,1165.2,289.3
170.5,494.1,2417.7,393.9
169.1,705.4,2620.4,394.6
168.7,606.3,2651.6,366.4
168.4,651.2,2575.4,345.8
168.4,582,2621.8,345.5
177.2,573.2,2521,351.5
177.6,554.9,2432.2,341.1
178.9,540.7,2430.7,351.7
181.8,554.7,2063.2,332.4
183,408.1,1092,237
183,405.2,663.8,202.3
183,396.4,273.5,202.3
179.7,199.3,83.6,202.3
178.4,127.4,83.6,202.3
178.4,96.3,83.6,202.3
120.5,54.3,0,47.2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,95.8
175.4,89,1167.6,393.6
179.5,799,2998.6,588.7
178,1080.6,3034.7,581.4
177.5,1072.3,3077.1,580
177.7,1070.5,3135.4,577.9
176.8,1063.2,3125.8,576.8
176.9,1064.9,3112.2,579.8
177.6,1066.3,3118.4,582.5
178,1075.7,3133,590.4
179.1,1082,3171.1,592.9
181.8,1096.5,3200,600
183,1100,3200,600
183,1100,3200,600
183,1100,3200,600
183,1100,3029,600
178.4,1100,2632.6,600
178.4,1023.1,1982.5,466.5
116.2,478.1,301,101.3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,296.3
157,1098.2,3076.3,587.2
179.5,1079.7,3145.1,580.1
178.2,1070.4,3115,575.9
178.1,1069.7,3103.9,576.5
177.7,1065.5,3110,576.4
178,1070.2,3095.6,574.6
178,1069.9,3098.7,573.9
177.9,1070.9,3108.4,575.3
178.3,1070.5,3135.3,578.2
178.9,1076.3,3186,583.9
181.7,1095.7,3200,596
183,1100,3200,600
183,1100,3200,600
183,1100,3200,600
183,1100,3200,600
183,1100,3169.3,600
183,1100,2294.7,600
127,601.3,326.4,258
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
157.2,996.1,3069.1,502.1
179.8,1041.9,3134.4,591.4
178.5,1076.6,3116.1,586.4
177,1071.1,3099.5,536.7
177.1,1070.9,3094.7,583.6
176.8,1072.6,3090.5,582.3
177,1081.4,3101.3,585
176.9,1075.9,3104.5,580.6
177.3,1075.1,3118.5,584.7
178.8,1095.8,3159,595.9
181.9,1100,3200,600
183,1100,3200,600
183,1100,3200,600
183,1100,3200,600
183,1100,3200,532.3
183,1100,3200,500.5
183,1100,3183.3,403.9
125.3,417,400,154.2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,94.4
174.6,788.4,2976.3,497
180.1,1077.4,3144.6,463.9
178,1072.9,3117.5,431.2
177.6,1069.9,3108.3,590.1
177.3,1072.4,3102.2,522.7
177.2,1070.9,3100.2,579.6
177.2,1071.9,3096.2,577.7
177,1071.1,3104.2,584.1
178.5,1075.6,3117.1,589.8
179,1079.7,3152.7,596.9
182.7,1096.6,3200,600
183,1100,3200,600
183,1100,3200,600
183,1100,3200,447.3
183,1100,3200,305.3
183,1023.1,3200,305.3
183,1023.1,3117.1,305.3
126.8,566.6,353.8,187.2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,295.9
183,894.1,3185.4,586.4
180.1,1081.3,3137.7,583.9
178.2,1071.2,3108.2,579
177.6,1065.6,3096.9,577.2
177.3,1063.2,3091.1,574.6
177.2,1066.5,3092.4,574.3
177.4,1070.1,3093.7,573.8
177.6,1067.8,3096.2,577.7
178,1071.5,3121.2,579.2
179.1,1083.4,3156.6,588.9
182.1,1100,3200,599.3
183,1100,3200,600
183,1100,3200,600
183,1100,3200,600
183,1100,3200,600
183,1100,3200,600
183,1100,3097.2,511.2
127.2,585,422.5,247.6
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,295.1
157.6,1099.9,2278.9,589.3
171.5,1084,3168.9,581.6
178.8,1069.5,2957.4,577.8
178.5,1065.9,2976.7,574.7
177.6,1068.4,3122.2,574.4
177.1,1068.7,3112.8,576.8
177,1069.9,3122.9,585.1
177.1,1068.5,3128.3,585.1
178.1,1074.5,3141.5,586.9
179.1,1081.4,3180.8,590.6
182,1100,3200,600
183,1100,3200,600
183,1100,3069.9,600
