,Line,Time,Value
56,ADELANTO_500_STA_E_500,9,-820.8466790182722
57,ADELANTO_500_STA_E_500,10,-776.3455345718825
58,ADELANTO_500_STA_E_500,11,-741.5818741017333
59,ADELANTO_500_STA_E_500,12,-742.6295324077669
60,ADELANTO_500_STA_E_500,13,-752.786123227199
61,ADELANTO_500_STA_E_500,14,-766.2064155547193
62,ADELANTO_500_STA_E_500,15,-767.7832093033809
63,ADELANTO_500_STA_E_500,16,-770.4956103508249
64,ADELANTO_500_STA_E_500,17,-738.1356769004507
65,ADELANTO_500_STA_E_500,18,-677.6548611723941
66,ADELANTO_500_STA_E_500,19,-657.5754835947454
67,ADELANTO_500_STA_E_500,20,-658.5828193662397
68,ADELANTO_500_STA_E_500,21,-673.6630950124172
69,ADELANTO_500_STA_E_500,22,-693.7054744277748
70,ADELANTO_500_STA_E_500,23,-677.6558730652963
71,ADELANTO_500_STA_E_500,24,-773.3032172794897
72,ADELANTO_500_VICTORVL_500,1,327.1119590524602
73,ADELANTO_500_VICTORVL_500,2,415.5678244869032
74,ADELANTO_500_VICTORVL_500,3,393.6883804501814
75,ADELANTO_500_VICTORVL_500,4,431.76403058965377
76,ADELANTO_500_VICTORVL_500,5,452.91490541222447
77,ADELANTO_500_VICTORVL_500,6,421.1236749339396
78,ADELANTO_500_VICTORVL_500,7,470.06071116334715
79,ADELANTO_500_VICTORVL_500,8,512.215483845896
80,ADELANTO_500_VICTORVL_500,9,442.2674286388335
81,ADELANTO_500_VICTORVL_500,10,343.84907488705056
82,ADELANTO_500_VICTORVL_500,11,264.76674935115807
83,ADELANTO_500_VICTORVL_500,12,265.06267855888666
84,ADELANTO_500_VICTORVL_500,13,289.3456971188473
85,ADELANTO_500_VICTORVL_500,14,319.5987589664333
86,ADELANTO_500_VICTORVL_500,15,328.1001466847156
87,ADELANTO_500_VICTORVL_500,16,333.1770510462884
88,ADELANTO_500_VICTORVL_500,17,264.56016892905427
89,ADELANTO_500_VICTORVL_500,18,79.20889057876911
90,ADELANTO_500_VICTORVL_500,19,27.334194626469753
91,ADELANTO_500_VICTORVL_500,20,32.9659422629295
92,ADELANTO_500_VICTORVL_500,21,70.76609239240099
93,ADELANTO_500_VICTORVL_500,22,120.62902255178449
94,ADELANTO_500_VICTORVL_500,23,137.44067476707096
95,ADELANTO_500_VICTORVL_500,24,347.4089407880929
96,BELL_230_CA230_230,1,1115.1391017952878
97,BELL_230_CA230_230,2,964.9659462434117
98,BELL_230_CA230_230,3,885.3445134238591
99,BELL_230_CA230_230,4,765.6736012245524
100,BELL_230_CA230_230,5,708.3462373467582
101,BELL_230_CA230_230,6,690.7712550169013
102,BELL_230_CA230_230,7,589.1703153726623
103,BELL_230_CA230_230,8,653.2781955828295
104,BELL_230_CA230_230,9,-117.87566902603601
105,BELL_230_CA230_230,10,-933.9068090194178
106,BELL_230_CA230_230,11,-94.17990512659094
107,BELL_230_CA230_230,12,51.79732042048727
108,BELL_230_CA230_230,13,44.98389068281335
109,BELL_230_CA230_230,14,12.997597028508608
110,BELL_230_CA230_230,15,-1324.9698870408506
111,BELL_230_CA230_230,16,-1214.2551264624321
112,BELL_230_CA230_230,17,-807.6542445328736
113,BELL_230_CA230_230,18,40.05123427879835
114,BELL_230_CA230_230,19,133.20490748395605
115,BELL_230_CA230_230,20,369.2252971072903
116,BELL_230_CA230_230,21,654.2394762730077
117,BELL_230_CA230_230,22,653.6371590532926
118,BELL_230_CA230_230,23,589.8610822651464
119,BELL_230_CA230_230,24,1162.63583742135
120,BELL_500_BELL_230,1,-1582.4230736841014
121,BELL_500_BELL_230,2,-1442.9166914270174
122,BELL_500_BELL_230,3,-1382.9487092317568
123,BELL_500_BELL_230,4,-1325.1007469419872
124,BELL_500_BELL_230,5,-1318.5936438216513
125,BELL_500_BELL_230,6,-1344.778760848805
126,BELL_500_BELL_230,7,-1384.5041012773313
127,BELL_500_BELL_230,8,-1722.5315938671831
128,BELL_500_BELL_230,9,-1619.2871456338435
129,BELL_500_BELL_230,10,-2035.0020074692695
130,BELL_500_BELL_230,11,-2470.4278740585596
131,BELL_500_BELL_230,12,-2495.046003507615
132,BELL_500_BELL_230,13,-2639.1828412838363
133,BELL_500_BELL_230,14,-2084.7691350951964
134,BELL_500_BELL_230,15,-967.360108460845
135,BELL_500_BELL_230,16,-1012.7067211937552
136,BELL_500_BELL_230,17,-2588.276839395612
137,BELL_500_BELL_230,18,-2731.830352535941
138,BELL_500_BELL_230,19,-2717.3115054172895
139,BELL_500_BELL_230,20,-2703.9850047290593
140,BELL_500_BELL_230,21,-2759.9210754967535
141,BELL_500_BELL_230,22,-2650.11058283481
142,BELL_500_BELL_230,23,-2508.7557230594266
143,BELL_500_BELL_230,24,-1940.6374430891283
144,BELL_500_GARRISON_500,1,412.66876462524147
145,BELL_500_GARRISON_500,2,387.1285056976817
146,BELL_500_GARRISON_500,3,376.55608013744995
147,BELL_500_GARRISON_500,4,363.2784210625741
148,BELL_500_GARRISON_500,5,361.3359114828454
149,BELL_500_GARRISON_500,6,370.0297749714082
150,BELL_500_GARRISON_500,7,368.40344064124383
151,BELL_500_GARRISON_500,8,291.07796500514337
152,BELL_500_GARRISON_500,9,189.8861126046313
153,BELL_500_GARRISON_500,10,-31.253491075512557
154,BELL_500_GARRISON_500,11,36.01076897574694
155,BELL_500_GARRISON_500,12,12.779780872891251
156,BELL_500_GARRISON_500,13,13.72416439873632
157,BELL_500_GARRISON_500,14,161.76551736947295
158,BELL_500_GARRISON_500,15,197.33429161513982
159,BELL_500_GARRISON_500,16,215.0563170848609
160,BELL_500_GARRISON_500,17,-159.8046812630762
161,BELL_500_GARRISON_500,18,15.959654654634505
162,BELL_500_GARRISON_500,19,43.547598412087154
163,BELL_500_GARRISON_500,20,89.16768486862452
164,BELL_500_GARRISON_500,21,98.47429367495693
165,BELL_500_GARRISON_500,22,88.07956851279027
166,BELL_500_GARRISON_500,23,89.92178518653532
167,BELL_500_GARRISON_500,24,292.8738015401357
168,BELLOTA_230_BRIGHTON_230,1,393.7250623105093
169,BELLOTA_230_BRIGHTON_230,2,399.98656570862045
170,BELLOTA_230_BRIGHTON_230,3,403.3712269260887
171,BELLOTA_230_BRIGHTON_230,4,409.7150080049255
172,BELLOTA_230_BRIGHTON_230,5,410.23342325822443
173,BELLOTA_230_BRIGHTON_230,6,374.30842363926337
174,BELLOTA_230_BRIGHTON_230,7,396.5803568556092
175,BELLOTA_230_BRIGHTON_230,8,416.5506650037198
176,BELLOTA_230_BRIGHTON_230,9,430.5398739450251
177,BELLOTA_230_BRIGHTON_230,10,346.27380464006944
178,BELLOTA_230_BRIGHTON_230,11,367.4515957235669
179,BELLOTA_230_BRIGHTON_230,12,408.84777884423
180,BELLOTA_230_BRIGHTON_230,13,387.729131080851
181,BELLOTA_230_BRIGHTON_230,14,381.24330074650777
182,BELLOTA_230_BRIGHTON_230,15,364.0303487094092
183,BELLOTA_230_BRIGHTON_230,16,358.17063166585655
184,BELLOTA_230_BRIGHTON_230,17,405.8817350662054
185,BELLOTA_230_BRIGHTON_230,18,342.2565769207848
186,BELLOTA_230_BRIGHTON_230,19,337.324331473914
187,BELLOTA_230_BRIGHTON_230,20,338.36843827714586
188,BELLOTA_230_BRIGHTON_230,21,348.22876627747405
189,BELLOTA_230_BRIGHTON_230,22,344.8948561289599
190,BELLOTA_230_BRIGHTON_230,23,326.0521047896734
191,BELLOTA_230_BRIGHTON_230,24,420.3797101674716
192,BELLOTA_230_RNCHSECO_230,1,-595.3877223643875
193,BELLOTA_230_RNCHSECO_230,2,-608.6462638394245
194,BELLOTA_230_RNCHSECO_230,3,-616.0646374755431
195,BELLOTA_230_RNCHSECO_230,4,-618.0392934267809
196,BELLOTA_230_RNCHSECO_230,5,-613.6301875198187
197,BELLOTA_230_RNCHSECO_230,6,-606.5253906770054
198,BELLOTA_230_RNCHSECO_230,7,-596.1361901629988
199,BELLOTA_230_RNCHSECO_230,8,-583.7224129342546
200,BELLOTA_230_RNCHSECO_230,9,-571.3122820161193
201,BELLOTA_230_RNCHSECO_230,10,-321.3465357856679
202,BELLOTA_230_RNCHSECO_230,11,-381.2412661919459
203,BELLOTA_230_RNCHSECO_230,12,-521.5349647416608
204,BELLOTA_230_RNCHSECO_230,13,-310.4414580950242
205,BELLOTA_230_RNCHSECO_230,14,-295.71186787062123
206,BELLOTA_230_RNCHSECO_230,15,-301.59845057621754
207,BELLOTA_230_RNCHSECO_230,16,-291.0916527688383
208,BELLOTA_230_RNCHSECO_230,17,-287.73618562301704
209,BELLOTA_230_RNCHSECO_230,18,-269.4134417333132
210,BELLOTA_230_RNCHSECO_230,19,-269.95503142439713
211,BELLOTA_230_RNCHSECO_230,20,-277.050627448931
212,BELLOTA_230_RNCHSECO_230,21,-286.88486358103387
213,BELLOTA_230_RNCHSECO_230,22,-302.7213879788384
214,BELLOTA_230_RNCHSECO_230,23,-324.34938703269154
215,BELLOTA_230_RNCHSECO_230,24,-574.0862242279168
216,BELLOTA_230_TESLA_230,1,-44.417030404054
217,BELLOTA_230_TESLA_230,2,-28.513565667942203
218,BELLOTA_230_TESLA_230,3,-3.2622129166384184
219,BELLOTA_230_TESLA_230,4,7.069816547801565
220,BELLOTA_230_TESLA_230,5,2.195583542982604
221,BELLOTA_230_TESLA_230,6,-3.4458907523353446
222,BELLOTA_230_TESLA_230,7,-45.718875354622014
223,BELLOTA_230_TESLA_230,8,-59.09277605281204
224,BELLOTA_230_TESLA_230,9,-82.88572187386944
225,BELLOTA_230_TESLA_230,10,-244.38771954525055
226,BELLOTA_230_TESLA_230,11,-222.16161775917772
227,BELLOTA_230_TESLA_230,12,-137.92019869367005
228,BELLOTA_230_TESLA_230,13,-286.0081482981336
229,BELLOTA_230_TESLA_230,14,-269.1060305575111
230,BELLOTA_230_TESLA_230,15,-215.88211195490385
231,BELLOTA_230_TESLA_230,16,-210.08472146816166
232,BELLOTA_230_TESLA_230,17,-282.0935446237663
233,BELLOTA_230_TESLA_230,18,-349.8277150983736
234,BELLOTA_230_TESLA_230,19,-353.64087637769126
235,BELLOTA_230_TESLA_230,20,-339.0158874226554
236,BELLOTA_230_TESLA_230,21,-321.5611835805653
237,BELLOTA_230_TESLA_230,22,-307.56925595612074
238,BELLOTA_230_TESLA_230,23,-246.34240164089488
239,BELLOTA_230_TESLA_230,24,-40.51537074361613
240,BENLOMND_345_BENLOMND_230,1,769.1570291176638
241,BENLOMND_345_BENLOMND_230,2,826.310857890109
242,BENLOMND_345_BENLOMND_230,3,807.1697750721124
243,BENLOMND_345_BENLOMND_230,4,803.138117368447
244,BENLOMND_345_BENLOMND_230,5,814.5352921934317
245,BENLOMND_345_BENLOMND_230,6,830.8434162276617
246,BENLOMND_345_BENLOMND_230,7,664.5276114907678
247,BENLOMND_345_BENLOMND_230,8,836.2313175880415
248,BENLOMND_345_BENLOMND_230,9,909.5121739142874
249,BENLOMND_345_BENLOMND_230,10,709.7094128558825
250,BENLOMND_345_BENLOMND_230,11,700.9400717392939
251,BENLOMND_345_BENLOMND_230,12,736.6597510258514
252,BENLOMND_345_BENLOMND_230,13,644.0251356697008
253,BENLOMND_345_BENLOMND_230,14,692.0360658178977
254,BENLOMND_345_BENLOMND_230,15,976.1345272545211
255,BENLOMND_345_BENLOMND_230,16,761.259718983782
256,BENLOMND_345_BENLOMND_230,17,956.108638039151
257,BENLOMND_345_BENLOMND_230,18,713.911260136784
258,BENLOMND_345_BENLOMND_230,19,670.7380160437949
259,BENLOMND_345_BENLOMND_230,20,654.2151565229744
260,BENLOMND_345_BENLOMND_230,21,667.56851451915
261,BENLOMND_345_BENLOMND_230,22,681.6181972102731
262,BENLOMND_345_BENLOMND_230,23,655.6180982237277
263,BENLOMND_345_BENLOMND_230,24,868.3005048124412
264,BENLOMND_345_CAMP_WIL_345,1,-256.28747541688927
265,BENLOMND_345_CAMP_WIL_345,2,-268.1482828749581
266,BENLOMND_345_CAMP_WIL_345,3,-267.98301721002645
267,BENLOMND_345_CAMP_WIL_345,4,-270.3216326782117
268,BENLOMND_345_CAMP_WIL_345,5,-275.2938707166539
269,BENLOMND_345_CAMP_WIL_345,6,-277.72968071125433
270,BENLOMND_345_CAMP_WIL_345,7,-243.2187361988981
271,BENLOMND_345_CAMP_WIL_345,8,-278.3560149064637
272,BENLOMND_345_CAMP_WIL_345,9,-317.7050350978061
273,BENLOMND_345_CAMP_WIL_345,10,-261.400626168059
274,BENLOMND_345_CAMP_WIL_345,11,-270.77889131632475
275,BENLOMND_345_CAMP_WIL_345,12,-280.30709323955216
276,BENLOMND_345_CAMP_WIL_345,13,-215.08357611642214
277,BENLOMND_345_CAMP_WIL_345,14,-255.53968901990123
278,BENLOMND_345_CAMP_WIL_345,15,-354.9857755329325
279,BENLOMND_345_CAMP_WIL_345,16,-280.1813791188288
280,BENLOMND_345_CAMP_WIL_345,17,-286.5049416374968
281,BENLOMND_345_CAMP_WIL_345,18,-137.71413888354675
282,BENLOMND_345_CAMP_WIL_345,19,-113.60239066682871
283,BENLOMND_345_CAMP_WIL_345,20,-115.11839800096726
284,BENLOMND_345_CAMP_WIL_345,21,-151.19330598259947
285,BENLOMND_345_CAMP_WIL_345,22,-190.30940977705202
286,BENLOMND_345_CAMP_WIL_345,23,-205.73265880161858
287,BENLOMND_345_CAMP_WIL_345,24,-290.150044832586
288,BENLOMND_345_MONA_345,1,-747.5276523930479
289,BENLOMND_345_MONA_345,2,-777.3254533406462
290,BENLOMND_345_MONA_345,3,-748.7970366242491
291,BENLOMND_345_MONA_345,4,-734.1271180899223
292,BENLOMND_345_MONA_345,5,-750.2888485302997
293,BENLOMND_345_MONA_345,6,-773.4262189629751
294,BENLOMND_345_MONA_345,7,-703.018203080514
295,BENLOMND_345_MONA_345,8,-783.6417443461091
296,BENLOMND_345_MONA_345,9,-849.9523140187289
297,BENLOMND_345_MONA_345,10,-742.844587043731
298,BENLOMND_345_MONA_345,11,-666.7943797612744
299,BENLOMND_345_MONA_345,12,-711.4097462944912
300,BENLOMND_345_MONA_345,13,-588.1989239220891
301,BENLOMND_345_MONA_345,14,-670.7691290785169
302,BENLOMND_345_MONA_345,15,-913.1574155715545
303,BENLOMND_345_MONA_345,16,-792.7475157340336
304,BENLOMND_345_MONA_345,17,-820.6710974619834
305,BENLOMND_345_MONA_345,18,-511.3345763789772
306,BENLOMND_345_MONA_345,19,-456.3707146714676
307,BENLOMND_345_MONA_345,20,-464.40537684036644
308,BENLOMND_345_MONA_345,21,-529.9969722395042
309,BENLOMND_345_MONA_345,22,-604.2250227035936
310,BENLOMND_345_MONA_345,23,-628.4359026948621
311,BENLOMND_345_MONA_345,24,-789.4249940000461
312,BENLOMND_345_TERMINAL_345,1,-255.0700296821184
313,BENLOMND_345_TERMINAL_345,2,-266.9737433166871
314,BENLOMND_345_TERMINAL_345,3,-266.84361985379365
315,BENLOMND_345_TERMINAL_345,4,-269.1978994808267
316,BENLOMND_345_TERMINAL_345,5,-274.1670046880757
317,BENLOMND_345_TERMINAL_345,6,-276.5799313901291
318,BENLOMND_345_TERMINAL_345,7,-242.0379309767585
319,BENLOMND_345_TERMINAL_345,8,-277.16526634829506
320,BENLOMND_345_TERMINAL_345,9,-316.51020023780904
321,BENLOMND_345_TERMINAL_345,10,-260.1696956349868
322,BENLOMND_345_TERMINAL_345,11,-269.5205825582838
323,BENLOMND_345_TERMINAL_345,12,-279.03747904254004
324,BENLOMND_345_TERMINAL_345,13,-213.81082908748868
325,BENLOMND_345_TERMINAL_345,14,-254.29105117476706
326,BENLOMND_345_TERMINAL_345,15,-353.745310293794
327,BENLOMND_345_TERMINAL_345,16,-278.93723620722227
328,BENLOMND_345_TERMINAL_345,17,-285.18084340652837
329,BENLOMND_345_TERMINAL_345,18,-136.2335352656251
330,BENLOMND_345_TERMINAL_345,19,-112.11606622539489
331,BENLOMND_345_TERMINAL_345,20,-113.66095009293643
332,BENLOMND_345_TERMINAL_345,21,-149.76977439011756
333,BENLOMND_345_TERMINAL_345,22,-188.93859148838737
334,BENLOMND_345_TERMINAL_345,23,-204.45378231885354
335,BENLOMND_345_TERMINAL_345,24,-288.95888764407204
336,BIG_EDDY_230_BELL_230,1,-1572.6830581111863
337,BIG_EDDY_230_BELL_230,2,-1502.9509378163943
338,BIG_EDDY_230_BELL_230,3,-1449.8207101921025
339,BIG_EDDY_230_BELL_230,4,-1384.727040282565
340,BIG_EDDY_230_BELL_230,5,-1372.097240525107
341,BIG_EDDY_230_BELL_230,6,-1409.2393511680964
342,BIG_EDDY_230_BELL_230,7,-1361.0323810953314
343,BIG_EDDY_230_BELL_230,8,-1169.2655487156464
344,BIG_EDDY_230_BELL_230,9,-607.1735293401209
345,BIG_EDDY_230_BELL_230,10,523.4687584886876
346,BIG_EDDY_230_BELL_230,11,50.96359818515092
347,BIG_EDDY_230_BELL_230,12,-80.68864391287241
348,BIG_EDDY_230_BELL_230,13,95.75399660102312
349,BIG_EDDY_230_BELL_230,14,-394.54340693331244
350,BIG_EDDY_230_BELL_230,15,-162.1526404983042
351,BIG_EDDY_230_BELL_230,16,-230.02192634381237
352,BIG_EDDY_230_BELL_230,17,824.3759279284858
353,BIG_EDDY_230_BELL_230,18,12.578809257142755
354,BIG_EDDY_230_BELL_230,19,-65.84963006666653
355,BIG_EDDY_230_BELL_230,20,-247.47338637823123
356,BIG_EDDY_230_BELL_230,21,-392.95575077625426
357,BIG_EDDY_230_BELL_230,22,-385.9571842184824
358,BIG_EDDY_230_BELL_230,23,-306.3490322057196
359,BIG_EDDY_230_BELL_230,24,-1284.379473332222
360,BIG_EDDY_230_CELILO_230,1,857.8167284662832
361,BIG_EDDY_230_CELILO_230,2,994.330528
362,BIG_EDDY_230_CELILO_230,3,1035.8307690000001
363,BIG_EDDY_230_CELILO_230,4,1039.8853909999998
364,BIG_EDDY_230_CELILO_230,5,992.5417239999997
365,BIG_EDDY_230_CELILO_230,6,892.2494739999997
366,BIG_EDDY_230_CELILO_230,7,757.7666047414416
367,BIG_EDDY_230_CELILO_230,8,674.9694730000001
368,BIG_EDDY_230_CELILO_230,9,543.790548
369,BIG_EDDY_230_CELILO_230,10,-32.250210215716606
370,BIG_EDDY_230_CELILO_230,11,333.9042679999998
371,BIG_EDDY_230_CELILO_230,12,105.62929931121721
372,BIG_EDDY_230_CELILO_230,13,352.74633200000017
373,BIG_EDDY_230_CELILO_230,14,392.5770239999997
374,BIG_EDDY_230_CELILO_230,15,121.82964188404799
375,BIG_EDDY_230_CELILO_230,16,168.46959450335964
376,BIG_EDDY_230_CELILO_230,17,456.9804848717939
377,BIG_EDDY_230_CELILO_230,18,128.66887799999995
378,BIG_EDDY_230_CELILO_230,19,164.9219619999999
379,BIG_EDDY_230_CELILO_230,20,248.8764739999997
380,BIG_EDDY_230_CELILO_230,21,300.01104325367237
381,BIG_EDDY_230_CELILO_230,22,231.54068791341578
382,BIG_EDDY_230_CELILO_230,23,99.03597183882835
383,BIG_EDDY_230_CELILO_230,24,893.322756
384,BIG_EDDY_230_DALLES21_20,1,1965.8247857372507
385,BIG_EDDY_230_DALLES21_20,2,1642.792748121156
386,BIG_EDDY_230_DALLES21_20,3,1499.8825968410817
387,BIG_EDDY_230_DALLES21_20,4,1426.0173239533133
388,BIG_EDDY_230_DALLES21_20,5,1515.8088765482366
389,BIG_EDDY_230_DALLES21_20,6,1769.9191379463277
390,BIG_EDDY_230_DALLES21_20,7,2000.0
391,BIG_EDDY_230_DALLES21_20,8,2000.0
392,BIG_EDDY_230_DALLES21_20,9,1721.6950999237938
393,BIG_EDDY_230_DALLES21_20,10,1537.9497902633123
394,BIG_EDDY_230_DALLES21_20,11,1517.6173636774342
395,BIG_EDDY_230_DALLES21_20,12,2000.0
396,BIG_EDDY_230_DALLES21_20,13,1432.0648158289086
397,BIG_EDDY_230_DALLES21_20,14,1836.1941296027003
398,BIG_EDDY_230_DALLES21_20,15,2000.0
399,BIG_EDDY_230_DALLES21_20,16,1999.9999999999998
400,BIG_EDDY_230_DALLES21_20,17,615.3000000000002
401,BIG_EDDY_230_DALLES21_20,18,2000.0
402,BIG_EDDY_230_DALLES21_20,19,2000.0
403,BIG_EDDY_230_DALLES21_20,20,2000.0
404,BIG_EDDY_230_DALLES21_20,21,2000.0
405,BIG_EDDY_230_DALLES21_20,22,2000.0
406,BIG_EDDY_230_DALLES21_20,23,1989.663853693656
407,BIG_EDDY_230_DALLES21_20,24,1642.7373656628342
408,BIG_EDDY_500_BIG_EDDY_230,1,531.5448629076525
409,BIG_EDDY_500_BIG_EDDY_230,2,596.7202556952383
410,BIG_EDDY_500_BIG_EDDY_230,3,615.7482573510206
411,BIG_EDDY_500_BIG_EDDY_230,4,617.6073153292518
412,BIG_EDDY_500_BIG_EDDY_230,5,595.9000829768707
413,BIG_EDDY_500_BIG_EDDY_230,6,549.9157452217686
414,BIG_EDDY_500_BIG_EDDY_230,7,487.4775283538898
415,BIG_EDDY_500_BIG_EDDY_230,8,450.2921257156463
416,BIG_EDDY_500_BIG_EDDY_230,9,390.1461424163267
417,BIG_EDDY_500_BIG_EDDY_230,10,107.63336246371705
418,BIG_EDDY_500_BIG_EDDY_230,11,293.9125691374149
419,BIG_EDDY_500_BIG_EDDY_230,12,180.4511956016555
420,BIG_EDDY_500_BIG_EDDY_230,13,302.55171957006826
421,BIG_EDDY_500_BIG_EDDY_230,14,320.81422733061197
422,BIG_EDDY_500_BIG_EDDY_230,15,185.02601661425638
423,BIG_EDDY_500_BIG_EDDY_230,16,208.440819840453
424,BIG_EDDY_500_BIG_EDDY_230,17,350.34343319972044
425,BIG_EDDY_500_BIG_EDDY_230,18,199.81144474285716
426,BIG_EDDY_500_BIG_EDDY_230,19,216.43360706666675
427,BIG_EDDY_500_BIG_EDDY_230,20,254.92703637823115
428,BIG_EDDY_500_BIG_EDDY_230,21,276.2296845225817
429,BIG_EDDY_500_BIG_EDDY_230,22,236.16115430506622
430,BIG_EDDY_500_BIG_EDDY_230,23,162.04545267323556
431,BIG_EDDY_500_BIG_EDDY_230,24,550.4078486693879
432,BIG_EDDY_500_CELILOCA_500,1,3386.707891466283
433,BIG_EDDY_500_CELILOCA_500,2,3450.0
434,BIG_EDDY_500_CELILOCA_500,3,3450.0
435,BIG_EDDY_500_CELILOCA_500,4,3450.0
436,BIG_EDDY_500_CELILOCA_500,5,3450.0
437,BIG_EDDY_500_CELILOCA_500,6,3450.0
438,BIG_EDDY_500_CELILOCA_500,7,3430.954584741442
439,BIG_EDDY_500_CELILOCA_500,8,3450.0
440,BIG_EDDY_500_CELILOCA_500,9,3450.0
441,BIG_EDDY_500_CELILOCA_500,10,2999.2947417842834
442,BIG_EDDY_500_CELILOCA_500,11,3450.0
443,BIG_EDDY_500_CELILOCA_500,12,3234.4851633112175
444,BIG_EDDY_500_CELILOCA_500,13,3450.0
445,BIG_EDDY_500_CELILOCA_500,14,3450.0
446,BIG_EDDY_500_CELILOCA_500,15,3164.5844298840475
447,BIG_EDDY_500_CELILOCA_500,16,3214.3249745033595
448,BIG_EDDY_500_CELILOCA_500,17,3450.0
449,BIG_EDDY_500_CELILOCA_500,18,3450.0
450,BIG_EDDY_500_CELILOCA_500,19,3450.0
451,BIG_EDDY_500_CELILOCA_500,20,3450.0
452,BIG_EDDY_500_CELILOCA_500,21,3397.5032182536725
453,BIG_EDDY_500_CELILOCA_500,22,3184.9745529134157
454,BIG_EDDY_500_CELILOCA_500,23,2857.6095068388286
455,BIG_EDDY_500_CELILOCA_500,24,3450.0
456,BIG_EDDY_500_WCASCADE_500,1,-971.3207367298371
457,BIG_EDDY_500_WCASCADE_500,2,-1090.6166574617644
458,BIG_EDDY_500_WCASCADE_500,3,-1106.6180556403533
459,BIG_EDDY_500_WCASCADE_500,4,-1114.4739574025107
460,BIG_EDDY_500_WCASCADE_500,5,-1098.5973003974518
461,BIG_EDDY_500_WCASCADE_500,6,-1055.474014929268
462,BIG_EDDY_500_WCASCADE_500,7,-1015.632086798139
463,BIG_EDDY_500_WCASCADE_500,8,-999.3982428338948
464,BIG_EDDY_500_WCASCADE_500,9,-969.4553509534126
465,BIG_EDDY_500_WCASCADE_500,10,-931.9281042480002
466,BIG_EDDY_500_WCASCADE_500,11,-831.6383918353672
467,BIG_EDDY_500_WCASCADE_500,12,-909.7767990527252
