,ARIZONA PUBLIC SERVICE COMPANY,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,IDAHO POWER COMPANY,NEVADA POWER COMPANY,PACIFICORP - EAST,PACIFICORP - WEST,PORTLAND GENERAL ELECTRIC COMPANY,PUGET SOUND ENERGY,EL PASO ELECTRIC COMPANY,WESTERN AREA POWER ADMINISTRATION - DESERT SOUTHWEST REGION,PUD NO. 1 OF DOUGLAS COUNTY,WESTERN AREA POWER ADMINISTRATION - ROCKY MOUNTAIN REGION,"CITY OF TACOMA, DEPARTMENT OF PUBLIC UTILITIES, LIGHT DIVISION",PUBLIC SERVICE COMPANY OF NEW MEXICO,PUBLIC SERVICE COMPANY OF COLORADO,TURLOCK IRRIGATION DISTRICT,SEATTLE CITY LIGHT,PUBLIC UTILITY DISTRICT NO. 1 OF CHELAN COUNTY,SALT RIVER PROJECT,WESTERN AREA POWER ADMINISTRATION UGP WEST,NORTHWESTERN ENERGY (NWMT),AVISTA CORPORATION,BONNEVILLE POWER ADMINISTRATION,"PUBLIC UTILITY DISTRICT NO. 2 OF GRANT COUNTY, WASHINGTON",TUCSON ELECTRIC POWER COMPANY,IMPERIAL IRRIGATION DISTRICT,BALANCING AUTHORITY OF NORTHERN CALIFORNIA,LOS ANGELES DEPARTMENT OF WATER AND POWER
2019-01-11,2.6450000000000005,5.095217391304348,2.925000000000001,3.2425,3.026666666666666,2.9600000000000004,2.9200000000000013,3.108888888888889,3.1976715448506474,3.2802366723420673,3.1283409767515664,3.180555893335443,3.1053207491964896,3.1705641174493957,3.1778538641611793,3.866534216987924,3.1124203236633012,3.1189939910983835,2.845140860019369,3.179304313192409,3.1688321214961714,3.132493330509253,3.101839916232225,3.120651883130696,3.159196749480057,3.298345150324766,3.3595570457175254,3.9089313276357736
2019-01-12,2.553,4.64391304347826,3.040000000000001,3.3825000000000003,3.1,3.0949999999999993,3.040000000000001,3.2722222222222217,3.200600648384892,3.2600319716500854,3.227298746752175,3.2162732150426674,3.218805884004948,3.172872095394853,3.2060825824067516,3.7393590239801524,3.243766446553413,3.234258498971747,2.7776066180510766,3.2291906003402566,3.2248424437958607,3.2118057850860096,3.1832003331691165,3.216103464774275,3.123543969499086,3.2563521875703896,3.3719057876788048,3.763279686009472
2019-01-13,2.553,4.64391304347826,3.040000000000001,3.3825000000000003,3.1,3.0949999999999993,3.040000000000001,3.2722222222222217,3.200600648384892,3.2600319716500854,3.227298746752175,3.2162732150426674,3.218805884004948,3.172872095394853,3.2060825824067516,3.7393590239801524,3.243766446553413,3.234258498971747,2.7776066180510766,3.2291906003402566,3.2248424437958607,3.2118057850860096,3.1832003331691165,3.216103464774275,3.123543969499086,3.2563521875703896,3.3719057876788048,3.763279686009472
2019-01-14,2.553,4.64391304347826,3.040000000000001,3.3825000000000003,3.1,3.0949999999999993,3.040000000000001,3.2722222222222217,3.200600648384892,3.2600319716500854,3.227298746752175,3.2162732150426674,3.218805884004948,3.172872095394853,3.2060825824067516,3.7393590239801524,3.243766446553413,3.234258498971747,2.7776066180510766,3.2291906003402566,3.2248424437958607,3.2118057850860096,3.1832003331691165,3.216103464774275,3.123543969499086,3.2563521875703896,3.3719057876788048,3.763279686009472
2019-01-15,3.1260000000000003,5.261739130434783,3.8550000000000013,4.174999999999999,3.9099999999999984,4.015000000000001,3.853333333333334,4.148888888888888,3.9481098644094472,3.991731241290323,4.057516455483958,3.9946494889680406,4.058363830210789,3.915493589885744,3.976705783533421,4.465835580002208,4.097060633001853,4.076167562467294,3.4035511458565546,4.020907236713233,4.021031899957788,4.026793172718786,3.9975455939722235,4.043821929001558,3.825086671129166,3.973762478639275,4.159030695302131,4.475676980771218
2019-01-16,3.3639999999999994,5.815434782608696,4.310000000000001,4.7175,4.373333333333332,4.43,4.283333333333334,4.641111111111112,4.37598290272573,4.424541120462721,4.5210766537307245,4.444002871782213,4.523322649653032,4.3383079926480255,4.42148479968465,4.956083701993204,4.573167884684185,4.54567301694069,3.7038809983554133,4.4744314497935145,4.47589719694612,4.483549628563656,4.452197281944954,4.503862385519994,4.219135279318084,4.394216968119245,4.622087792474831,4.9651409140544285
2019-01-17,3.3890000000000002,5.753260869565217,4.475,4.875,4.673333333333333,4.544999999999998,4.463333333333332,4.694444444444443,4.491087410385571,4.529910980827174,4.62890034663748,4.5948374433068375,4.626813984615195,4.458061175047326,4.572836473183433,5.015888338209514,4.6561623215734445,4.641549419181826,3.755451693367854,4.60946907122983,4.61117147838302,4.609431371097011,4.588212598838156,4.6184472079694645,4.308097596119075,4.483088237094274,4.729743476541597,5.019760741603003
2019-01-18,3.096,6.018913043478261,4.135,4.345,4.2366666666666655,4.185000000000001,4.116666666666666,4.3422222222222215,4.190539051123508,4.243528165961284,4.2965378672573165,4.2629809222731865,4.289917468556775,4.150339290963878,4.24143601825397,4.8912512958427525,4.314043097239134,4.304227622487265,3.4652465806281625,4.285532945806871,4.285406257018211,4.281240914656157,4.2582096039268995,4.286567844101532,4.024854553837034,4.223506977155013,4.456929658928718,4.906850862206017
2019-01-19,2.94,4.99086956521739,3.66,4.345,3.816666666666667,3.774999999999999,3.81,4.072222222222221,3.8279574783366077,3.881810165806408,3.95320284208696,3.885826658981214,3.962902633328489,3.7963480333055197,3.868042006380632,4.313917016280956,4.007953300720432,3.979194094850275,3.239316504728497,3.907144341029152,3.90553999660397,3.9084410720245866,3.8620149888500506,3.9356648502841884,3.6953862980969707,3.8446041261244615,4.034413111003294,4.325311308784927
2019-01-20,2.94,4.99086956521739,3.66,4.345,3.816666666666667,3.774999999999999,3.81,4.072222222222221,3.8279574783366077,3.881810165806408,3.95320284208696,3.885826658981214,3.962902633328489,3.7963480333055197,3.868042006380632,4.313917016280956,4.007953300720432,3.979194094850275,3.239316504728497,3.907144341029152,3.90553999660397,3.9084410720245866,3.8620149888500506,3.9356648502841884,3.6953862980969707,3.8446041261244615,4.034413111003294,4.325311308784927
2019-01-21,2.94,4.99086956521739,3.66,4.345,3.816666666666667,3.774999999999999,3.81,4.072222222222221,3.8279574783366077,3.881810165806408,3.95320284208696,3.885826658981214,3.962902633328489,3.7963480333055197,3.868042006380632,4.313917016280956,4.007953300720432,3.979194094850275,3.239316504728497,3.907144341029152,3.90553999660397,3.9084410720245866,3.8620149888500506,3.9356648502841884,3.6953862980969707,3.8446041261244615,4.034413111003294,4.325311308784927
2019-01-22,2.94,4.99086956521739,3.66,4.345,3.816666666666667,3.774999999999999,3.81,4.072222222222221,3.8279574783366077,3.881810165806408,3.95320284208696,3.885826658981214,3.962902633328489,3.7963480333055197,3.868042006380632,4.313917016280956,4.007953300720432,3.979194094850275,3.239316504728497,3.907144341029152,3.90553999660397,3.9084410720245866,3.8620149888500506,3.9356648502841884,3.6953862980969707,3.8446041261244615,4.034413111003294,4.325311308784927
2019-01-23,2.8199999999999994,5.021739130434782,3.4749999999999996,3.779999999999999,3.44,3.6099999999999994,3.6833333333333322,3.8833333333333337,3.6092606594022105,3.6523537362113356,3.757514800228358,3.6343062283702183,3.777031740280031,3.5710476857976223,3.6136277880886487,4.159537131414662,3.8192218506197984,3.787423530096364,3.0873741245251147,3.6789666901481133,3.6798828177950087,3.7038454820523348,3.657752942853245,3.7411663292258477,3.493826260517231,3.6459829920400733,3.8326574128937403,4.168954211574611
2019-01-24,2.9529999999999994,5.022608695652174,3.4250000000000016,3.6599999999999997,3.5399999999999996,3.459999999999999,3.4200000000000004,3.627777777777777,3.578644316941511,3.632298645806825,3.594142941254452,3.599163716546819,3.5843645217415623,3.5534654578192764,3.5909004909706406,4.106888406800691,3.6053134419239954,3.598503519637699,3.1697320091575145,3.6045410747291755,3.5994605569573985,3.582614950060582,3.556098656120651,3.5841247249262373,3.5026904399901797,3.6317138230813724,3.7381276029071357,4.130891680528375
2019-01-25,3.101,4.886086956521739,3.4250000000000007,3.6,3.4766666666666666,3.485,3.413333333333334,3.6533333333333338,3.5812051620796277,3.6293179962131625,3.597191430636687,3.5827165829113268,3.591157953883701,3.5582910862658768,3.575957579606861,4.051193387040279,3.6192637133814034,3.6069580797061556,3.2694352950391066,3.593043456865805,3.588399011570641,3.5782596351347595,3.550520405395937,3.585303789363866,3.5295276047475417,3.63768963142801,3.717059179881123,4.073747735842751
2019-01-26,3.0149999999999997,4.547173913043479,3.344999999999999,3.4450000000000003,3.313333333333334,3.4450000000000003,3.33,3.652222222222221,3.455054627927558,3.488425516182917,3.5291079770003413,3.455317362013646,3.535028994807392,3.4311145032067882,3.44504342528416,3.855296754501568,3.5838935831824625,3.555110563615391,3.167119632380607,3.4802967382361567,3.479062888098321,3.488645193273409,3.4575545708206565,3.5118953846677474,3.4001152787462368,3.4972398175235355,3.5889640373439597,3.8685517474283015
2019-01-27,3.0149999999999997,4.547173913043479,3.344999999999999,3.4450000000000003,3.313333333333334,3.4450000000000003,3.33,3.652222222222221,3.455054627927558,3.488425516182917,3.5291079770003413,3.455317362013646,3.535028994807392,3.4311145032067882,3.44504342528416,3.855296754501568,3.5838935831824625,3.555110563615391,3.167119632380607,3.4802967382361567,3.479062888098321,3.488645193273409,3.4575545708206565,3.5118953846677474,3.4001152787462368,3.4972398175235355,3.5889640373439597,3.8685517474283015
2019-01-28,3.0149999999999997,4.547173913043479,3.344999999999999,3.4450000000000003,3.313333333333334,3.4450000000000003,3.33,3.652222222222221,3.455054627927558,3.488425516182917,3.5291079770003413,3.455317362013646,3.535028994807392,3.4311145032067882,3.44504342528416,3.855296754501568,3.5838935831824625,3.555110563615391,3.167119632380607,3.4802967382361567,3.479062888098321,3.488645193273409,3.4575545708206565,3.5118953846677474,3.4001152787462368,3.4972398175235355,3.5889640373439597,3.8685517474283015
2019-01-29,3.37,4.76478260869565,3.4400000000000004,3.6025,3.520000000000001,3.5049999999999994,3.4033333333333338,3.672222222222222,3.6387076079098652,3.6854272282127125,3.6135962244647972,3.619733886125553,3.604939291333366,3.623391039310245,3.6194649849979488,4.0268130315536315,3.6356253650575794,3.6231507847167648,3.469370887052821,3.619726589929498,3.6126466231727665,3.5955511040771233,3.5665802280159573,3.6006357220897343,3.626454343974404,3.7025029455184453,3.723676108419497,4.052968618548644
2019-01-30,3.4259999999999993,4.630434782608695,3.5250000000000004,3.5600000000000005,3.4533333333333327,3.5750000000000006,3.4633333333333334,3.8200000000000003,3.650989951068356,3.6842599922926857,3.6881300989570427,3.6248313825970166,3.692023904964393,3.6328821161020053,3.6199789323031935,3.990483729069622,3.7457080761314474,3.715252257389656,3.5084281788096487,3.644977116183853,3.642214104832889,3.647620527273435,3.6177128455637293,3.6691407332116066,3.63778990613423,3.7057664830459993,3.737759691655549,4.008477082451245
2019-01-31,3.5690000000000013,5.010434782608695,3.675000000000001,3.892499999999999,3.8200000000000003,3.7100000000000004,3.683333333333333,3.8744444444444444,3.8830579077387366,3.931828664348035,3.845852218261756,3.8745579137098916,3.835424760073183,3.8688183519935144,3.8750242175661356,4.274774252271352,3.8545835099555426,3.848947682163006,3.6832649708114285,3.8673291199491486,3.8593292190792683,3.8356946967023156,3.807310562623093,3.8359492048690953,3.8628508205361096,3.9428430879389906,3.968289246391602,4.30186445505852
2019-02-01,2.598,4.712826086956521,3.4450000000000003,3.4725000000000006,3.3266666666666667,3.5199999999999996,3.4066666666666663,3.8199999999999994,3.424043726811208,3.4477311322025326,3.6230983414131313,3.4689695882889726,3.6417608934335455,3.3861340401520623,3.4444290783300886,3.929146378943148,3.713772389893268,3.666874395347738,2.873561990101533,3.519853839879798,3.525566941309589,3.5603168072724047,3.529119732548857,3.6000629381607747,3.288287137537717,3.439239943371078,3.646650529734417,3.9298286901884496
2019-02-02,2.005,4.418260869565217,4.635,3.43,3.3200000000000003,4.83,4.203333333333333,6.04111111111111,3.738291591198624,3.6112455471147005,4.875817223784972,3.8888264557802676,5.039386986285605,3.6376980593,3.785521935436751,4.159143394038861,5.428739657355069,5.147196133139924,2.544953606431609,4.167125691321942,4.225874971732933,4.52146870233072,4.456406330184652,4.7682423162056775,3.324100083116497,3.579985577825066,4.252076264350084,4.050538753194525
2019-02-03,2.005,4.418260869565217,4.635,3.43,3.3200000000000003,4.83,4.203333333333333,6.04111111111111,3.738291591198624,3.6112455471147005,4.875817223784972,3.8888264557802676,5.039386986285605,3.6376980593,3.785521935436751,4.159143394038861,5.428739657355069,5.147196133139924,2.544953606431609,4.167125691321942,4.225874971732933,4.52146870233072,4.456406330184652,4.7682423162056775,3.324100083116497,3.579985577825066,4.252076264350084,4.050538753194525
2019-02-04,2.005,4.418260869565217,4.635,3.43,3.3200000000000003,4.83,4.203333333333333,6.04111111111111,3.738291591198624,3.6112455471147005,4.875817223784972,3.8888264557802676,5.039386986285605,3.6376980593,3.785521935436751,4.159143394038861,5.428739657355069,5.147196133139924,2.544953606431609,4.167125691321942,4.225874971732933,4.52146870233072,4.456406330184652,4.7682423162056775,3.324100083116497,3.579985577825066,4.252076264350084,4.050538753194525
2019-02-05,1.907,6.651304347826088,9.850000000000005,5.257500000000001,5.113333333333334,10.089999999999998,8.180000000000001,14.369999999999997,6.546278542371087,6.040709325123543,10.346840595810452,6.98838480733059,10.91702011665515,6.251723719344916,6.658912871612271,7.12687029713725,12.256189992783375,11.284123007935591,3.317068475546661,7.915151067988921,8.119922797132162,9.139030998264744,8.955306445379158,9.979758891080994,5.318505042680288,5.955197930006106,7.960610702617779,6.738109215837809
2019-02-06,2.0359999999999996,9.085652173913042,11.575,6.637499999999999,6.453333333333333,11.905000000000001,9.726666666666667,16.503333333333337,7.914965943728057,7.3867734461471475,12.145869058173208,8.469319248931471,12.759681305403195,7.56639419869665,8.09161671238098,8.973476977805905,14.212779445767017,13.1605143946982,3.846138804086748,9.498238159864526,9.724956828617138,10.837765378397485,10.639117341898388,11.748055735167831,6.438385627480818,7.268934834138434,9.652904632458345,8.549541851527266
2019-02-07,2.739,19.089347826086957,17.29999999999999,13.027500000000002,11.96666666666667,19.464999999999993,15.75333333333333,22.804444444444446,13.31468644093332,12.838064545908423,18.426788681345325,14.269761820587249,19.06618631041855,12.78516638312616,13.752141866298759,16.422952390724227,20.515468518462185,19.456642525536246,6.090144569582883,15.531923239219598,15.800297276188918,17.07026603769298,16.846961188922357,18.042497967421053,10.984455064297919,12.561020143792483,16.32212983757581,15.914202288317878
2019-02-08,2.7929999999999993,19.156739130434786,18.225,17.95999999999999,17.663333333333327,20.010000000000012,18.55666666666666,20.85444444444444,15.135916724369753,14.792317290857333,18.933386014506695,16.71300116409443,19.312859505614064,14.740871245286527,16.290603982861583,17.789439183476713,19.888126270004847,19.41156845542322,6.724490169433959,17.38101901082847,17.57155835384037,18.294759128203463,18.211060191625247,18.800836872345208,12.503741760507348,14.11835057063098,17.910147272070894,17.338650290689078
2019-02-09,2.532000000000001,17.19217391304348,32.77,14.852500000000001,14.93333333333333,34.11000000000001,26.98333333333333,49.307777777777765,19.794630120192764,17.718387708445036,34.3505306174692,21.588899291396018,36.54882063733238,18.70973746301595,20.33068410905956,20.996926109504905,41.47826124387945,37.855374117297146,7.733480821964567,25.106270893979342,25.90324739387143,29.833685270895238,29.20438405844349,33.01574902745941,15.074366948355562,17.33117495108392,25.040665655951564,19.42399761813218
2019-02-10,2.532000000000001,17.19217391304348,32.77,14.852500000000001,14.93333333333333,34.11000000000001,26.98333333333333,49.307777777777765,19.794630120192764,17.718387708445036,34.3505306174692,21.588899291396018,36.54882063733238,18.70973746301595,20.33068410905956,20.996926109504905,41.47826124387945,37.855374117297146,7.733480821964567,25.106270893979342,25.90324739387143,29.833685270895238,29.20438405844349,33.01574902745941,15.074366948355562,17.33117495108392,25.040665655951564,19.42399761813218
2019-02-11,2.532000000000001,17.19217391304348,32.77,14.852500000000001,14.93333333333333,34.11000000000001,26.98333333333333,49.307777777777765,19.794630120192764,17.718387708445036,34.3505306174692,21.588899291396018,36.54882063733238,18.70973746301595,20.33068410905956,20.996926109504905,41.47826124387945,37.855374117297146,7.733480821964567,25.106270893979342,25.90324739387143,29.833685270895238,29.20438405844349,33.01574902745941,15.074366948355562,17.33117495108392,25.040665655951564,19.42399761813218
2019-02-12,2.5149999999999997,9.180217391304348,23.610000000000007,6.2025,6.026666666666665,24.329999999999995,17.700000000000006,39.02666666666667,12.782769840241714,10.96997091174494,25.112064357760943,13.588287789299986,27.085748405758995,11.90265606006924,12.572899656100216,12.913525610391941,31.715880184652526,28.353377184767925,5.505749510303776,16.74506619579249,17.423300501259337,20.932875526470923,20.304974613856125,23.840151211306498,9.611112617512843,11.010471493468517,16.543085288550603,11.630813528204609
2019-02-13,2.6,7.064565217391306,15.649999999999999,6.675,5.559999999999999,17.169999999999995,12.959999999999999,24.883333333333336,9.510685880434854,8.453493291771837,16.921962039575057,10.079486673907818,18.100291648249552,8.965508467416338,9.454652879001168,9.647459689673115,20.72098008811549,18.790618960704833,4.638800946206148,11.978893901487961,12.383631924095654,14.485311088668006,14.089857589626874,16.208738237302533,7.4714473467612,8.389425005887285,11.974821141369919,8.84855024215072
2019-02-14,2.5729999999999995,10.685652173913043,10.080000000000002,8.844999999999997,8.839999999999998,10.429999999999998,9.4,11.849999999999998,8.21444710391448,8.024348005724725,10.30085940553613,8.876448076566032,10.524003971445586,8.003687892996382,8.657455356053468,9.6185198977729,11.037542030395755,10.663828388715931,4.367624629045771,9.294848356521092,9.402748657880503,9.83910953152592,9.78777807290879,10.166919538059005,6.999953266473416,7.776272471803517,9.545988873968314,9.40418183591132
2019-02-15,2.563,8.713260869565218,7.634999999999997,7.835000000000001,7.476666666666669,8.035,7.673333333333335,8.295555555555556,6.714788323895293,6.6555304768932135,7.814231958925145,7.214353980280699,7.905944764531522,6.582637704206364,7.0820452309018345,7.819690891290328,8.052291392298379,7.933421201493745,3.8974426776148907,7.4113434154227935,7.466651523019873,7.656930667123749,7.640954814006897,7.780993198878497,5.87046170649481,6.436233071836466,7.644504322330258,7.701074296898114
2019-02-16,2.658,10.693913043478263,9.044999999999995,8.045000000000002,8.250000000000002,8.969999999999999,8.659999999999998,9.955555555555557,7.577769341094967,7.472687452871468,9.064170586387235,8.137924008321113,9.203178836696729,7.402478085367639,7.966811879287576,9.090300881545481,9.492310240432396,9.275656102526423,4.237699314488818,8.43338719017409,8.511882668484526,8.797510127265085,8.78589945687705,8.99040500695017,6.566605952238765,7.273000418657332,8.713556686305024,8.948242453963696
2019-02-17,2.658,10.693913043478263,9.044999999999995,8.045000000000002,8.250000000000002,8.969999999999999,8.659999999999998,9.955555555555557,7.577769341094967,7.472687452871468,9.064170586387235,8.137924008321113,9.203178836696729,7.402478085367639,7.966811879287576,9.090300881545481,9.492310240432396,9.275656102526423,4.237699314488818,8.43338719017409,8.511882668484526,8.797510127265085,8.78589945687705,8.99040500695017,6.566605952238765,7.273000418657332,8.713556686305024,8.948242453963696
2019-02-18,2.658,10.693913043478263,9.044999999999995,8.045000000000002,8.250000000000002,8.969999999999999,8.659999999999998,9.955555555555557,7.577769341094967,7.472687452871468,9.064170586387235,8.137924008321113,9.203178836696729,7.402478085367639,7.966811879287576,9.090300881545481,9.492310240432396,9.275656102526423,4.237699314488818,8.43338719017409,8.511882668484526,8.797510127265085,8.78589945687705,8.99040500695017,6.566605952238765,7.273000418657332,8.713556686305024,8.948242453963696
2019-02-19,2.658,10.693913043478263,9.044999999999995,8.045000000000002,8.250000000000002,8.969999999999999,8.659999999999998,9.955555555555557,7.577769341094967,7.472687452871468,9.064170586387235,8.137924008321113,9.203178836696729,7.402478085367639,7.966811879287576,9.090300881545481,9.492310240432396,9.275656102526423,4.237699314488818,8.43338719017409,8.511882668484526,8.797510127265085,8.78589945687705,8.99040500695017,6.566605952238765,7.273000418657332,8.713556686305024,8.948242453963696
2019-02-20,3.2009999999999996,17.20130434782609,8.364999999999998,10.210000000000003,10.30666666666667,8.349999999999998,8.713333333333331,9.111111111111107,8.906529701570923,9.171907871534973,9.201071203841098,9.43530414220962,9.136176802386679,8.752110581720984,9.358522792865337,12.113200487883146,9.141990535880307,9.167372236513653,5.117868105115326,9.382158176032934,9.359800377284163,9.217083553081862,9.095882956900853,9.179935981982984,8.019793101846087,8.978046160435813,10.081962591906787,12.203062998451163
2019-02-21,2.678,19.579347826086956,8.445000000000002,10.472500000000002,9.860000000000007,8.664999999999997,8.443333333333335,8.936666666666666,9.036628106148418,9.404055435771877,9.231461705681863,9.510296077704076,9.108948982855178,8.836353892255815,9.416528415758243,13.072047372028035,9.064893333419118,9.144516042022227,4.832193201706009,9.508810613839975,9.486235187896378,9.3207313415949,9.229853904272742,9.22657092272096,8.10770066189721,9.240075852824145,10.483387162017266,13.198465636557863
2019-02-22,2.76,11.86173913043478,5.659999999999998,7.114999999999999,6.1499999999999995,5.674999999999999,6.533333333333334,6.376666666666666,6.151762899459584,6.355112721479805,6.416160327785507,6.3484808371481884,6.422453071055319,6.025023230764229,6.286137855670956,8.364122288056434,6.40620277037552,6.410015496981635,3.9102555708442646,6.412773038188557,6.40390619079725,6.37942231763643,6.263534670564781,6.404997904775136,5.661405076880993,6.280194557529747,6.976427615754657,8.42668754863483
2019-02-23,2.479,6.942391304347827,9.625000000000002,4.442499999999998,4.23,9.964999999999998,7.766666666666668,14.528888888888892,6.402271310754733,5.8995322627671625,10.23590759779048,6.675201734594202,10.830640943111133,6.0981909780030925,6.348425578305552,7.05597674465531,12.268754409308121,11.232876340435908,3.661721578552489,7.66717030866908,7.873582201213394,8.945107636314527,8.732972995522209,9.838125372359027,5.32622611842815,5.91205005151358,7.770678589764001,6.681519365755299
