name,typ,node,maxcap,heat_rate,mincap,var_om,fix_om,st_cost,ramp,minup,mindn
SBERDO_7_UNIT_2,ngct,MESA_CAL_20,62,10.8,21.7,310,186,4340,62,1,1
SMPPAP_6_UNIT,ngct,MESA_CAL_20,37,11.12,12.95,311,111,2590,37,1,1
SNCLRA_6_QF,ngct,MESA_CAL_20,16,11.12,5.6,312,48,1120,16,1,1
SYCAMR_2_UNITS,ngct,MESA_CAL_20,382,10,133.7,313,1146,26740,382,1,1
TENGEN_6_UNIT_1,ngct,MESA_CAL_20,18,10.91,6.3,314,54,1260,18,1,1
TENGEN_6_UNIT_2,ngct,MESA_CAL_20,18,12.11,6.3,315,54,1260,18,1,1
GOLETA_6_ELLWOD,oil,MESA_CAL_20,56,13.47,19.6,466,168,3920,56,1,1
MESA_CAL_20_hydro,hydro,MESA_CAL_20,1165.8,0,0,0,1,1,1165.8,1,1
MESA_CAL_20_must_run,must,MESA_CAL_20,3668,0,0,1,1,1,3668,1,1
slack1,slack,MESA_CAL_20,100000,1000,0,10000,10000,10000,90000,1,1
MTNPOS_1_UNIT,coal,MIDWAY_20,53,11.76,18.55,4.2,159,3710,17.49,12,12
ULTOGL_1_POSO,coal,MIDWAY_20,33,11.76,11.55,4.2,99,2310,10.89,12,12
BDGRCK_1_UNITS,ngct,MIDWAY_20,42,11.12,14.7,316,126,2940,42,1,1
BEARMT_1_UNIT,ngct,MIDWAY_20,44,11.12,15.4,317,132,3080,44,1,1
CHALK_1_UNIT,ngct,MIDWAY_20,48,11.12,16.8,318,144,3360,48,1,1
CHEVCD_6_UNIT,ngct,MIDWAY_20,7,11.12,2.45,319,21,490,7,1,1
CHEVCY_1_UNIT,ngct,MIDWAY_20,24,11.12,8.4,320,72,1680,24,1,1
DEXZEL_1_UNIT,ngct,MIDWAY_20,27,11.12,9.45,321,81,1890,27,1,1
DISCOV_1_CHEVRN,ngct,MIDWAY_20,35,11.4,12.25,322,105,2450,35,1,1
DOUBLC_1_UNITS,ngct,MIDWAY_20,44,11.12,15.4,323,132,3080,44,1,1
FELLOW_1_SHELLW,ngct,MIDWAY_20,7,11.12,2.45,324,21,490,7,1,1
FELLOW_1_TENNCO,ngct,MIDWAY_20,5,11.12,1.75,325,15,350,5,1,1
FRITO_1_LAY,ngct,MIDWAY_20,2,11.12,0.7,326,6,140,2,1,1
KERNFT_1_UNITS,ngct,MIDWAY_20,45,11.12,15.75,327,135,3150,45,1,1
KERNRG_1_UNITS,ngct,MIDWAY_20,38,10.7,13.3,328,114,2660,38,1,1
LIVOAK_1_UNIT_1,ngct,MIDWAY_20,43,11.12,15.05,329,129,3010,43,1,1
LOSTHL_6_UNIT,ngct,MIDWAY_20,7,11.12,2.45,330,21,490,7,1,1
MIDSET_1_UNIT_1,ngct,MIDWAY_20,36,11.12,12.6,331,108,2520,36,1,1
MIDWAY_1_QF,ngct,MIDWAY_20,5,11.12,1.75,332,15,350,5,1,1
MKTRCK_1_UNIT_1,ngct,MIDWAY_20,44,11.12,15.4,333,132,3080,44,1,1
MORBAY_7_UNIT_1,ngct,MIDWAY_20,171,10.54,59.85,334,513,11970,171,1,1
MORBAY_7_UNIT_2,ngct,MIDWAY_20,171,10.44,59.85,335,513,11970,171,1,1
MORBAY_7_UNIT_3,ngct,MIDWAY_20,343,9.41,120.05,336,1029,24010,343,1,1
MORBAY_7_UNIT_4,ngct,MIDWAY_20,336,9.57,117.6,337,1008,23520,336,1,1
OILDAL_1_UNIT_1,ngct,MIDWAY_20,36,11.12,12.6,338,108,2520,36,1,1
SHELL_1_SEKER,ngct,MIDWAY_20,18,11.12,6.3,339,54,1260,18,1,1
SIERRA_1_UNITS,ngct,MIDWAY_20,45,11.12,15.75,340,135,3150,45,1,1
SMARQF_1_UNIT_1,ngct,MIDWAY_20,10,11.12,3.5,341,30,700,10,1,1
SUNRIS_2_PL1X3,ngct,MIDWAY_20,320,10.83,112,342,960,22400,320,1,1
SUNSET_2_UNITS,ngct,MIDWAY_20,230,11.67,80.5,343,690,16100,230,1,1
TANHIL_6_SOLART,ngct,MIDWAY_20,15,11.12,5.25,344,45,1050,15,1,1
TENACO_6_KERN,ngct,MIDWAY_20,16,11.12,5.6,345,48,1120,16,1,1
TXMCKT_6_UNIT,ngct,MIDWAY_20,6,11.12,2.1,346,18,420,6,1,1
TXNMID_1_UNIT_2,ngct,MIDWAY_20,16,15.53,5.6,347,48,1120,16,1,1
UNVRSY_1_UNIT_1,ngct,MIDWAY_20,34,12.12,11.9,348,102,2380,34,1,1
WELLPT_1_UNOCAL,ngct,MIDWAY_20,4,11.12,1.4,349,12,280,4,1,1
BORDER_6_DONVAN,ngct,MISSION_20,4,11.12,1.4,350,12,280,4,1,1
BORDER_6_UNITA1,ngct,MISSION_20,49,10.45,17.15,351,147,3430,49,1,1
ELCAJN_6_UNITA1,ngct,MISSION_20,49,10.45,17.15,352,147,3430,49,1,1
CRNRDO_7_NIGT1,ngct,MISSION_20,16,15.26,5.6,353,48,1120,16,1,1
CRNRDO_7_NIGT2,ngct,MISSION_20,15,16.29,5.25,354,45,1050,15,1,1
DIVSON_7_NSGT1,ngct,MISSION_20,22,14.53,7.7,355,66,1540,22,1,1
ECC_7_NARDAC,ngct,MISSION_20,4,11.12,1.4,356,12,280,4,1,1
ENCINA_7_EA1,ngct,MISSION_20,104,11.12,36.4,357,312,7280,104,1,1
ENCINA_7_EA2,ngct,MISSION_20,105,10.99,36.75,358,315,7350,105,1,1
ENCINA_7_EA3,ngct,MISSION_20,111,10.94,38.85,359,333,7770,111,1,1
ENCINA_7_EA4,ngct,MISSION_20,303,10.62,106.05,360,909,21210,303,1,1
ENCINA_7_EA5,ngct,MISSION_20,332,10.3,116.2,361,996,23240,332,1,1
ENCINA_7_GT1,ngct,MISSION_20,13,17.79,4.55,362,39,910,13,1,1
ESCO_6_GLMQF,ngct,MISSION_20,50,11.12,17.5,363,150,3500,50,1,1
ESCNDO_6_UNITB1,ngct,MISSION_20,46,10.45,16.1,364,138,3220,46,1,1
KEARNY_7_KY1,ngct,MISSION_20,14,16.46,4.9,365,42,980,14,1,1
KEARNY_7_KY2,ngct,MISSION_20,72,17.45,25.2,366,216,5040,72,1,1
KEARNY_7_KY3,ngct,MISSION_20,71,17.14,24.85,367,213,4970,71,1,1
KYCORA_7_UNIT_1,ngct,MISSION_20,4,11.12,1.4,368,12,280,4,1,1
LARKSP_6_UNIT_1,ngct,MISSION_20,45,10.45,15.75,369,135,3150,45,1,1
LARKSP_6_UNIT_2,ngct,MISSION_20,45,10.45,15.75,370,135,3150,45,1,1
MRGT_7_UNITS,ngct,MISSION_20,32,15.86,11.2,371,96,2240,32,1,1
MSSION_2_QF,ngct,MISSION_20,45,11.12,15.75,372,135,3150,45,1,1
MSSION_6_UNTRIB,ngct,MISSION_20,1,11.12,0.35,373,3,70,1,1,1
NIMTG_6_NICOGN,ngct,MISSION_20,4,14.95,1.4,374,12,280,4,1,1
NIMTG_6_NIQF,ngct,MISSION_20,33,14.95,11.55,375,99,2310,33,1,1
OLDTWN_7_NTCGT1,ngct,MISSION_20,13,16.6,4.55,376,39,910,13,1,1
PTLOMA_6_NTCCGN,ngct,MISSION_20,4,11.12,1.4,377,12,280,4,1,1
PTLOMA_6_NTCQF,ngct,MISSION_20,22,11.12,7.7,378,66,1540,22,1,1
SAMPSN_6_KELCO1,ngct,MISSION_20,22,15.95,7.7,379,66,1540,22,1,1
SOBAY_7_GT1,ngct,MISSION_20,13,13.44,4.55,380,39,910,13,1,1
SOBAY_7_SY1,ngct,MISSION_20,146,10.12,51.1,381,438,10220,146,1,1
SOBAY_7_SY2,ngct,MISSION_20,150,9.98,52.5,382,450,10500,150,1,1
SOBAY_7_SY3,ngct,MISSION_20,175,10.19,61.25,383,525,12250,175,1,1
SOBAY_7_SY4,ngct,MISSION_20,222,12.27,77.7,384,666,15540,222,1,1
URBAN_6_NMED1,ngct,MISSION_20,4,11.12,1.4,385,12,280,4,1,1
DIVSON_6_NSQF,oil,MISSION_20,45,16.03,15.75,467,135,3150,45,1,1
DIVSON_7_DIGT1,oil,MISSION_20,15,16.32,5.25,468,45,1050,15,1,1
ELCAJN_7_GT1,oil,MISSION_20,15000,17.23,5.25,469,45,1050,15,1,1
MIDWAY_20_must_run,must,MIDWAY_20,2019,0,0,1,1,1,2019,1,1
MISSION_20_must_run,must,MISSION_20,20,0,0,1,1,1,20,1,1
Scattrgd1,coal,HAYNES3G_20,179,9.38,62.65,4.2,537,12530,59.07,12,12
Scattrgd2,coal,HAYNES3G_20,179,9.48,62.65,4.2,537,12530,59.07,12,12
Scattrgd3,coal,HAYNES3G_20,445,9.13,155.75,4.2,1335,31150,146.85,12,12
Haynes2,coal,HAYNES3G_20,222,9.58,77.7,4.2,666,15540,73.26,12,12
Haynes1,coal,HAYNES3G_20,222,9.88,77.7,4.2,666,15540,73.26,12,12
Grayson3,coal,HAYNES3G_20,18,10.61,6.3,4.2,54,1260,5.94,12,12
Grayson4,coal,HAYNES3G_20,42,11.23,14.7,4.2,126,2940,13.86,12,12
Olive1,coal,OLIVE_20,44,10.89,15.4,4.2,132,3080,14.52,12,12
Grayson5,coal,HAYNES3G_20,45,10.51,15.75,4.2,135,3150,14.85,12,12
Olive2,coal,OLIVE_20,55,10.17,19.25,4.2,165,3850,18.15,12,12
HAYNS13G_1,ngcc,HAYNES3G_20,555,7.15,194.25,3,1665,38850,555,4,4
VALLEY,ngcc,HAYNES3G_20,242,7.15,84.7,3,726,16940,242,4,4
VALLEY2,ngcc,HAYNES3G_20,242,7.15,84.7,3,726,16940,242,4,4
Haynes10,ngcc,HAYNES3G_20,585,7.33,204.75,3,1755,40950,585,4,4
ValleyST8,ngcc,HAYNES3G_20,430,7.55,150.5,3,1290,30100,430,4,4
MagnST,ngcc,OLIVE_20,328,7.71,114.8,3,984,22960,328,4,4
Grayson8A,ngcc,HAYNES3G_20,105,7.15,36.75,3,315,7350,105,4,4
Harbor10B,ngcc,HAYNES3G_20,228,7.15,79.8,3,684,15960,228,4,4
ValleyGT6,ngct,HAYNES3G_20,165,12.47,57.75,70,495,11550,165,1,1
HarbrLCT10,ngct,HAYNES3G_20,47.5,9.38,16.625,166,142.5,3325,47.5,1,1
HarbrLM61,ngct,HAYNES3G_20,47.5,9.38,16.625,167,142.5,3325,47.5,1,1
HarbrLM62,ngct,HAYNES3G_20,47.5,9.38,16.625,168,142.5,3325,47.5,1,1
HarbrLM63,ngct,HAYNES3G_20,47.5,9.38,16.625,169,142.5,3325,47.5,1,1
HarbrLM64,ngct,HAYNES3G_20,47.5,9.38,16.625,170,142.5,3325,47.5,1,1
VllyLM61,ngct,HAYNES3G_20,47.5,9.38,16.625,171,142.5,3325,47.5,1,1
Grayson9,ngct,HAYNES3G_20,70,11.79,24.5,172,210,4900,70,1,1
OWENS_G_20_hydro,hydro,OWENS_G_20,96,0,0,0,1,1,96,1,1
GWFPWR_6_UNIT,coal,MC_CALL_20,22,11.76,7.7,4.2,66,1540,7.26,12,12
HENRTA_6_UNITA1,ngct,MC_CALL_20,45,10.45,15.75,227,135,3150,45,1,1
HENRTA_6_UNITA2,ngct,MC_CALL_20,45,10.45,15.75,228,135,3150,45,1,1
CHEVCO_6_UNIT_1,ngct,MC_CALL_20,9,11.12,3.15,229,27,630,9,1,1
CHEVCO_6_UNIT_2,ngct,MC_CALL_20,2,11.12,0.7,230,6,140,2,1,1
CHWCHL_1_UNIT,ngct,MC_CALL_20,49,9.72,17.15,231,147,3430,49,1,1
COLGA1_6_SHELLW,ngct,MC_CALL_20,38,11.12,13.3,232,114,2660,38,1,1
FLANDF_1_UNIT_1,ngct,MC_CALL_20,24,11.12,8.4,233,72,1680,24,1,1
AGRICO_7_UNIT,ngct,MC_CALL_20,23,11.12,8.05,234,69,1610,23,1,1
GATES_6_UNIT,ngct,MC_CALL_20,45,10.45,15.75,235,135,3150,45,1,1
GWFPWR_1_UNITS,ngct,MC_CALL_20,95,10.45,33.25,236,285,6650,95,1,1
JRWOOD_1_UNIT_1,ngct,MC_CALL_20,7,11.12,2.45,237,21,490,7,1,1
KINGCO_1_KINGBR,ngct,MC_CALL_20,31,11.12,10.85,238,93,2170,31,1,1
PNOCHE_1_UNITA1,ngct,MC_CALL_20,49,10.45,17.15,239,147,3430,49,1,1
PNOCHE_1_UNITB1,ngct,MC_CALL_20,49,10.45,17.15,240,147,3430,49,1,1
SGREGY_6_SANGER,ngct,MC_CALL_20,36,11.12,12.6,241,108,2520,36,1,1
MC_CALL_20_hydro,hydro,MC_CALL_20,1753.9,0,0,0,1,1,1753.9,1,1
MC_CALL_20_must_run,must,MC_CALL_20,50,0,0,1,1,1,50,1,1
STOKCG_1_UNIT_1,coal,TESLA_20,65,11.76,22.75,4.2,195,4550,21.45,12,12
HUNTER_7_UNIT_1,ngct,POTRERO_20,52,13.02,18.2,223,156,3640,52,1,1
HUNTER_7_UNIT_4,ngct,POTRERO_20,163,10.02,57.05,224,489,11410,163,1,1
FULTON_1_QF,ngct,FULTON_20,2,11.12,0.7,225,6,140,2,1,1
YONTVL_1_UNIT,ngct,FULTON_20,1,11.12,0.35,226,3,70,1,1,1
ALMEGT_1_UNIT_1,ngct,PITSBURG_20,16,15.34,5.6,386,48,1120,16,1,1
ALMEGT_1_UNIT_2,ngct,PITSBURG_20,16,15.26,5.6,387,48,1120,16,1,1
CALPIN_1_AGNEW,ngct,PITSBURG_20,27,11.12,9.45,388,81,1890,27,1,1
CHEVCP_2_UNIT_1,ngct,PITSBURG_20,1,11.12,0.35,389,3,70,1,1,1
COCOPP_7_UNIT_6,ngct,PITSBURG_20,335,9.79,117.25,390,1005,23450,335,1,1
COCOPP_7_UNIT_7,ngct,PITSBURG_20,336,9.72,117.6,391,1008,23520,336,1,1
CONTAN_1_UNIT,ngct,PITSBURG_20,26,11.12,9.1,392,78,1820,26,1,1
CROKET_7_UNIT,ngct,PITSBURG_20,260,7.6,91,393,780,18200,260,1,1
DOWCHM_1_UNITS,ngct,PITSBURG_20,98,11.12,34.3,394,294,6860,98,1,1
FOSTER_2_UNITS,ngct,PITSBURG_20,120,11.12,42,395,360,8400,120,1,1
GAYCRZ_1_UNIT_1,ngct,PITSBURG_20,41,11.12,14.35,396,123,2870,41,1,1
IBMCTL_1_UNIT_1,ngct,PITSBURG_20,135,10.45,47.25,397,405,9450,135,1,1
GILROY_1_UNIT,ngct,PITSBURG_20,156,10,54.6,398,468,10920,156,1,1
IMHOFF_1_UNIT_1,ngct,PITSBURG_20,9,12.12,3.15,399,27,630,9,1,1
LMEC_1_PL1X3,ngct,PITSBURG_20,555,6.75,194.25,400,1665,38850,555,1,1
MARKHM_1_CATLST,ngct,PITSBURG_20,4,11.12,1.4,401,12,280,4,1,1
PITTSP_7_UNIT_1,ngct,PITSBURG_20,167,10.76,58.45,402,501,11690,167,1,1
PITTSP_7_UNIT_2,ngct,PITSBURG_20,154,10.86,53.9,403,462,10780,154,1,1
PITTSP_7_UNIT_3,ngct,PITSBURG_20,154,10.78,53.9,404,462,10780,154,1,1
PITTSP_7_UNIT_4,ngct,PITSBURG_20,150,10.83,52.5,405,450,10500,150,1,1
PITTSP_7_UNIT_5,ngct,PITSBURG_20,315,9.89,110.25,406,945,22050,315,1,1
PITTSP_7_UNIT_6,ngct,PITSBURG_20,317,9.89,110.95,407,951,22190,317,1,1
PITTSP_7_UNIT_7,ngct,PITSBURG_20,700,9.77,245,408,2100,49000,700,1,1
STAUFF_1_UNIT,ngct,PITSBURG_20,2,11.12,0.7,409,6,140,2,1,1
STOILS_1_UNITS,ngct,PITSBURG_20,99,11.12,34.65,410,297,6930,99,1,1
UNCHEM_1_UNIT,ngct,PITSBURG_20,23,12,8.05,411,69,1610,23,1,1
UNOCAL_1_UNITS,ngct,PITSBURG_20,22,11.12,7.7,412,66,1540,22,1,1
POTRPP_7_UNIT_3,ngct,POTRERO_20,207,10.01,72.45,413,621,14490,207,1,1
POTRPP_7_UNIT_4,ngct,POTRERO_20,54,12.78,18.9,414,162,3780,54,1,1
POTRPP_7_UNIT_5,ngct,POTRERO_20,55,12.74,19.25,415,165,3850,55,1,1
POTRPP_7_UNIT_6,ngct,POTRERO_20,53,12.9,18.55,416,159,3710,53,1,1
UNTDQF_7_UNITS,ngct,POTRERO_20,26,11.12,9.1,417,78,1820,26,1,1
CARDCG_1_UNITS,ngct,SANMATEO_20,31,11.12,10.85,421,93,2170,31,1,1
SRINTL_6_UNIT,ngct,SANMATEO_20,4,11.12,1.4,422,12,280,4,1,1
BASICE_2_UNITS,ngct,TESLA_20,135,11.12,47.25,423,405,9450,135,1,1
COGNAT_1_UNIT,ngct,TESLA_20,41,11.12,14.35,424,123,2870,41,1,1
GRNLF1_1_UNITS,ngct,TESLA_20,46,11.12,16.1,425,138,3220,46,1,1
GRNLF2_1_UNIT,ngct,TESLA_20,64,11.12,22.4,426,192,4480,64,1,1
JAKVAL_2_IONE,ngct,TESLA_20,17,11.12,5.95,427,51,1190,17,1,1
KALINA_2_UNIT_1,ngct,TESLA_20,5,11.12,1.75,428,15,350,5,1,1
KNGCTY_6_UNITA1,ngct,TESLA_20,50,10.45,17.5,429,150,3500,50,1,1
LODI25_2_UNIT_1,ngct,TESLA_20,44,14.37,15.4,430,132,3080,44,1,1
MCLELN_2_UNIT_1,ngct,TESLA_20,44,12.5,15.4,431,132,3080,44,1,1
MOSSLD_7_UNIT_6,ngct,TESLA_20,739,9.25,258.65,432,2217,51730,739,1,1
MOSSLD_7_UNIT_7,ngct,TESLA_20,739,9.3,258.65,433,2217,51730,739,1,1
OLS_1_UNIT,ngct,TESLA_20,25,12.99,8.75,434,75,1750,25,1,1
PROCSM_2_UNITS,ngct,TESLA_20,44,10.45,15.4,435,132,3080,44,1,1
ROSVIL_6_GT1,ngct,TESLA_20,21,12.12,7.35,436,63,1470,21,1,1
ROSVIL_6_GT2,ngct,TESLA_20,21,12.12,7.35,437,63,1470,21,1,1
SALIRV_2_UNIT,ngct,TESLA_20,35,11.12,12.25,438,105,2450,35,1,1
SARGNT_2_UNIT,ngct,TESLA_20,35,11.12,12.25,439,105,2450,35,1,1
LMBEPK_2_UNITA3,ngct,TESLA_20,40,8.75,14,440,120,2800,40,1,1
SMPRIP_1_SMPSON,ngct,TESLA_20,44,11.12,15.4,441,132,3080,44,1,1
SRWTP_2_UNIT_1,ngct,TESLA_20,97,9.42,33.95,442,291,6790,97,1,1
STIGCT_2_LODI,ngct,TESLA_20,44,12.12,15.4,443,132,3080,44,1,1
SUNNY_1_UNIT,ngct,TESLA_20,5,11.12,1.75,444,15,350,5,1,1
SUTTER_2_PL1X3,ngct,TESLA_20,540,6.75,189,445,1620,37800,540,1,1
