,GEOID,Name,MW
98,6041,Marin,650.27
99,6055,Napa,291.19
100,6075,San Francisco,557.07
101,6081,San Mateo,1086.52
102,6013,Contra Costa,1826.79
103,6001,Alameda,2617.98
104,6085,Santa Clara,3287.49
105,6087,Santa Cruz,433.25
106,6077,San Joaquin,1293.27
107,6053,Monterey,778.92
108,6069,San Benito,95.79
109,6099,Stanislaus,835.53
110,6005,Amador,70.22
111,6047,Merced,492.52
112,6009,Calaveras,44.39
113,6019,Fresno,1522.31
114,6109,Tuolumne,129.28
115,6039,Madera,350.93
116,6031,Kings,258.34
117,6043,Mariposa,25.14
118,6107,Tulare,989.53
119,6051,Mono,45.36
120,32023,Nye,120.99
121,6027,Inyo,12.12
122,32003,Clark,5845.99
123,6079,San Luis Obispo,505.36
124,6083,Santa Barbara,623.7
125,6029,Kern,1430.8
126,6111,Ventura,1432.72
127,6037,Los Angeles,17083.83
128,6059,Orange,5459.38
129,6071,San Bernardino,3689.08
130,6065,Riverside,3850.31
131,6073,San Diego,5196.82
132,6025,Imperial,293.86
133,32510,Carson City,27.05
134,32031,Washoe,1204.37
135,6003,Alpine,8.98
136,32005,Douglas,198.1
137,32029,Storey,103.29
138,32019,Lyon,157.52
139,32021,Mineral,14.26
140,32001,Churchill,76.19
141,32013,Humboldt,53.62
142,32027,Pershing,16.61
143,32015,Lander,17.52
144,32011,Eureka,11.76
145,32007,Elko,139.18
146,32017,Lincoln,17.47
147,32033,White Pine,29.16
148,4015,Mohave,644.35
149,4027,Yuma,549.23
150,4012,La Paz,59.19
151,4013,Maricopa,11201.49
152,4025,Yavapai,641.9
153,4019,Pima,2897.11
154,4005,Coconino,390.32
155,4021,Pinal,1413.62
156,4007,Gila,157.54
157,4023,Santa Cruz,144.73
158,4017,Navajo,324.04
159,4003,Cochise,403.46
160,49037,San Juan,33.71
161,4009,Graham,109.32
162,4001,Apache,210.69
163,4011,Greenlee,25.33
164,35031,McKinley,121.58
165,49021,Iron,133.03
166,49053,Washington,311.22
167,49045,Tooele,185.91
168,49001,Beaver,17.32
169,49025,Kane,19.91
170,49023,Juab,39.22
171,49003,Box Elder,162.86
172,49027,Millard,12.26
173,49031,Piute,2.89
174,49035,Salt Lake,2626.89
175,49041,Sevier,58.14
176,49011,Davis,798
177,49057,Weber,498.8
178,49017,Garfield,8.45
179,49005,Cache,298.83
180,49049,Utah,1424.66
181,16041,Franklin,35.8
182,49039,Sanpete,68.93
183,49029,Morgan,26.84
184,49055,Wayne,6.13
185,49043,Summit,75.4
186,49051,Wasatch,77.9
187,49033,Rich,4.84
188,49015,Emery,21.58
189,49007,Carbon,59.68
190,56041,Uinta,55.59
191,49013,Duchesne,55.05
192,49019,Grand,29.84
193,49047,Uintah,80.13
194,49009,Daggett,0
195,35047,San Miguel,40.3
196,35007,Colfax,6.2
197,35027,Lincoln,28.93
198,35033,Mora,6.27
199,35055,Taos,43.71
200,35035,Otero,100.34
201,35049,Santa Fe,189.65
202,35057,Torrance,19.85
203,35039,Rio Arriba,57.81
204,35001,Bernalillo,810.54
205,35028,Los Alamos,27.16
206,35043,Sandoval,318.53
207,35013,Doña Ana,425.32
208,35053,Socorro,21.07
209,35061,Valencia,94.67
210,48141,El Paso,1525.75
211,35051,Sierra,17.17
212,35006,Cibola,41.91
213,35003,Catron,8.01
214,35023,Hidalgo,9.59
215,35029,Luna,32.51
216,35045,San Juan,181.81
217,35017,Grant,41.19
218,8033,Dolores,18.04
219,8077,Mesa,375.21
220,8083,Montezuma,54.13
221,8103,Rio Blanco,18.77
222,8113,San Miguel,26.26
223,8085,Montrose,104.02
224,8067,La Plata,135.11
225,8029,Delta,85.12
226,8045,Garfield,141.02
227,8091,Ouray,14.06
228,8081,Moffat,34.24
229,8107,Routt,59.49
230,8097,Pitkin,92.62
231,8007,Archuleta,31.5
232,8109,Saguache,40.38
233,8051,Gunnison,12.36
234,8037,Eagle,111.49
235,8049,Grand,39.75
236,8105,Rio Grande,30.48
237,8015,Chaffee,50.21
238,8057,Jackson,5.33
239,8021,Conejos,14.53
240,8065,Lake,18.43
241,8117,Summit,60.54
242,8093,Park,47.87
243,8003,Alamosa,41.63
244,8023,Costilla,13.95
245,8019,Clear Creek,74.83
246,8043,Fremont,124.28
247,8069,Larimer,644.42
248,8013,Boulder,598.49
249,8027,Custer,9.96
250,8059,Jefferson,1592.78
251,8119,Teller,48.75
252,8035,Douglas,802.48
253,8014,Broomfield,108.78
254,8001,Adams,1336.33
255,8055,Huerfano,21.85
256,8123,Weld,917.12
257,8005,Arapahoe,1715.26
258,8031,Denver,897.78
259,8041,El Paso,1607.51
260,8101,Pueblo,420.61
261,8039,Elbert,88.78
262,8071,Las Animas,32.95
263,8087,Morgan,76.24
264,8025,Crowley,18.06
265,8089,Otero,43.11
266,8073,Lincoln,15.07
267,8075,Logan,57.96
268,8121,Washington,6.65
269,8011,Bent,15.42
270,8063,Kit Carson,24.33
271,8009,Baca,9.89
272,8125,Yuma,28.13
273,8099,Prowers,37.68
274,8095,Phillips,14.09
275,8017,Cheyenne,4.73
276,8115,Sedgwick,5.74
277,56039,Teton,55.8
278,56023,Lincoln,44.87
279,56035,Sublette,24.89
280,56013,Fremont,102.86
281,56037,Sweetwater,113.33
282,56029,Park,76.79
283,56017,Hot Springs,14.47
284,56003,Big Horn,26.96
285,56043,Washakie,20.71
286,56007,Carbon,39.14
287,56033,Sheridan,55.81
288,56019,Johnson,29.1
289,56025,Natrona,198.69
290,56009,Converse,35.94
291,56001,Albany,93.87
292,56005,Campbell,120.38
293,56031,Platte,25.51
294,56021,Laramie,236.09
295,56011,Crook,18.19
296,56045,Weston,4.79
297,56027,Niobrara,6.38
298,56015,Goshen,29.97
299,16073,Owyhee,28.97
300,16087,Washington,26.6
301,16057,Latah,86
302,16027,Canyon,346.58
303,16069,Nez Perce,46.5
304,16009,Benewah,25.9
305,16075,Payette,47.59
306,16017,Bonner,109.19
307,16045,Gem,72.08
308,16021,Boundary,24.54
309,16001,Ada,861.63
310,16035,Clearwater,34.64
311,16015,Boise,12.31
312,16079,Shoshone,27.48
313,16049,Idaho,26.37
314,16085,Valley,28.92
315,16039,Elmore,95.08
316,16083,Twin Falls,173
317,16047,Gooding,28.48
318,16025,Camas,12.98
319,30063,Missoula,208.66
320,16053,Jerome,53.8
321,16063,Lincoln,9.66
322,16037,Custer,6.81
323,16013,Blaine,38.91
324,16059,Lemhi,17.14
325,16067,Minidoka,45.05
326,16031,Cassia,49.98
327,16023,Butte,7.13
328,16077,Power,57.43
329,16011,Bingham,76.08
330,16071,Oneida,9.62
331,16005,Bannock,130.06
332,16029,Caribou,32.69
333,16019,Bonneville,260.82
334,16051,Jefferson,42.35
335,16065,Madison,107.28
336,16043,Fremont,13.67
337,16007,Bear Lake,9.92
338,16081,Teton,20.83
339,30087,Rosebud,19.33
340,30105,Valley,10.73
341,30003,Big Horn,23.09
342,30071,Phillips,7.99
343,30111,Yellowstone,297.37
344,30065,Musselshell,10.22
345,30005,Blaine,14.1
346,30009,Carbon,19.96
347,30095,Stillwater,18.96
348,30027,Fergus,22.3
349,30041,Hill,26.82
350,30015,Chouteau,14.67
351,30107,Wheatland,8.12
352,30097,Sweet Grass,6.92
353,30067,Park,27.13
354,30013,Cascade,167.87
355,30031,Gallatin,176.96
356,30051,Liberty,5.79
357,30059,Meagher,3.37
358,30007,Broadwater,16.48
359,30057,Madison,15.34
360,30101,Toole,10.53
361,30049,Lewis and Clark,128.33
362,30073,Pondera,13.05
363,30043,Jefferson,56.85
364,30099,Teton,11.55
365,30093,Silver Bow,33.74
366,30035,Glacier,26.79
367,30077,Powell,12.85
368,30001,Beaverhead,16.62
369,30023,Deer Lodge,20.9
370,30039,Granite,10.25
371,30047,Lake,78.93
372,30081,Ravalli,82.62
373,30029,Flathead,162.62
374,30089,Sanders,29.11
375,30053,Lincoln,39.28
376,30061,Mineral,4.62
377,30055,McCone,1.62
378,48229,Hudspeth,129.03
