name,typ,node,maxcap,marginal_cost,mincap,var_om,no_load,st_cost,ramp,minup,mindn
LAPUENTE,ngcc,bus_28013,500.0,18.526000000000003,152.42,3,1500.0,35000.0,500.0,4,4
WHITTIER,ngcc,bus_28013,29.94,7.38,13.76,3,89.82000000000001,2095.8,29.94,4,4
LONGBEACH_16,ngcc,bus_28013,1739.1100000000006,15.465454545454547,464.97000000000014,3,5217.330000000002,121737.70000000004,1739.1100000000006,4,4
REDLANDS,ngcc,bus_28013,1036.8,17.94,235.49,3,3110.3999999999996,72576.0,1036.8,4,4
RANCHOCUCAMONGA_17,ngcc,bus_28013,666.0,19.15,179.51,3,1998.0,46620.0,666.0,4,4
ANAHEIM,ngcc,bus_28013,270.2,12.397142857142857,72.77000000000002,3,810.5999999999999,18914.0,270.2,4,4
STANTON,ngcc,bus_28013,49.8,16.98,10.51,3,149.39999999999998,3486.0,49.8,4,4
BREA,ngcc,bus_28013,37.2,9.283999999999999,8.11,3,111.60000000000001,2604.0,37.2,4,4
PASADENA_18,ngcc,bus_25426,164.3,16.906666666666666,44.2,3,492.90000000000003,11501.0,164.3,4,4
LEBEC,ngcc,bus_25904,779.0,18.888,285.99,3,2337.0,54530.0,779.0,4,4
BURBANK_19,ngcc,bus_25400,170.2,18.14,29.41,3,510.59999999999997,11914.0,170.2,4,4
ELSEGUNDO_20,ngcc,bus_25403,537.4,18.0975,204.86,3,1612.1999999999998,37618.0,537.4,4,4
NORWALK_21,ngcc,bus_25675,22.05,0.0,6.83,3,66.15,1543.5,22.05,4,4
ELSEGUNDO_22,ngcc,bus_25938,342.0,17.75,113.75,3,1026.0,23940.0,342.0,4,4
LOSANGELES_23,ngcc,bus_25598,34.5,17.28,7.43,3,103.5,2415.0,34.5,4,4
POMONA,ngcc,bus_25714,56.6,9.285,11.84,3,169.8,3962.0,56.6,4,4
LOSANGELES_24,ngcc,bus_25268,42.99,5.386666666666668,16.6,3,128.97,3009.3,42.99,4,4
WILMINGTON_25,ngcc,bus_25375,68.5,9.86,27.75,3,205.5,4795.0,68.5,4,4
CARSON_26,ngcc,bus_25375,38.4,3.98,10.86,3,115.19999999999999,2688.0,38.4,4,4
FELLOWS_27,ngcc,bus_26051,605.4000000000002,11.443333333333333,111.57999999999998,3,1816.2000000000007,42378.000000000015,605.4000000000002,4,4
WHITTIER_28,ngcc,bus_25595,29.94,15.605,13.69,3,89.82000000000001,2095.8,29.94,4,4
GLENDALE_29,ngcc,bus_25618,243.52,16.98142857142857,62.36,3,730.5600000000001,17046.4,243.52,4,4
ESCONDIDO,ngcc,bus_28365,160.2,17.715000000000003,55.08000000000001,3,480.59999999999997,11214.0,160.2,4,4
CARLSBAD,ngcc,bus_28365,18.0,16.3,5.75,3,54.0,1260.0,18.0,4,4
BRAWLEY,ngcc,bus_28667,58.7,11.46,17.3,3,176.10000000000002,4109.0,58.7,4,4
COACHELLA,ngcc,bus_28667,92.4,17.67,28.25,3,277.20000000000005,6468.0,92.4,4,4
NILAND,ngcc,bus_28667,121.0,9.26,38.57,3,363.0,8470.0,121.0,4,4
SANDIEGO,ngcc,bus_28474,459.3,15.34,135.63,3,1377.9,32151.0,459.3,4,4
PALA,ngcc,bus_28474,118.0,17.85,50.89,3,354.0,8260.0,118.0,4,4
RANCHOSANTAFE,ngcc,bus_28474,33.0,10.323333333333332,9.31,3,99.0,2310.0,33.0,4,4
ESCONDIDO_30,ngcc,bus_28474,558.99,19.46333333333333,189.19,3,1676.97,39129.3,558.99,4,4
ELCAJON,ngcc,bus_28474,18.0,19.26,2.01,3,54.0,1260.0,18.0,4,4
CORONADO,ngcc,bus_28474,65.9,8.4625,12.38,3,197.70000000000002,4613.0,65.9,4,4
BLYTHE,ngcc,bus_29018,591.0,16.599999999999998,205.54,3,1773.0,41370.0,591.0,4,4
ELCENTRO,ngcc,bus_29018,358.30000000000007,18.133333333333333,105.86,3,1074.9,25081.000000000004,358.30000000000007,4,4
SANDIEGO_31,ngcc,bus_29018,688.5,19.92,216.56,3,2065.5,48195.0,688.5,4,4
YUMA,ngcc,bus_29018,134.82,19.97,60.39,3,404.46,9437.4,134.82,4,4
DESERTHOTSPRINGS,ngcc,bus_28302,807.1800000000003,15.695714285714285,218.66,3,2421.540000000001,56502.60000000002,807.1800000000003,4,4
ONTARIO_32,ngcc,bus_28302,80.6,10.39,25.75,3,241.79999999999998,5642.0,80.6,4,4
COLTON,ngcc,bus_28302,150.1,13.193333333333335,51.04,3,450.29999999999995,10507.0,150.1,4,4
VICTORVILLE,ngcc,bus_28302,872.0,14.5,314.97,3,2616.0,61040.0,872.0,4,4
CORONA,ngcc,bus_28302,96.0,11.743333333333334,22.33,3,288.0,6720.0,96.0,4,4
RIVERSIDE,ngcc,bus_28302,236.0,9.075,88.33,3,708.0,16520.0,236.0,4,4
ELCAJON_33,ngcc,bus_28527,98.6,19.17,28.4,3,295.79999999999995,6902.0,98.6,4,4
IRVINE,ngcc,bus_28060,39.0,16.09,10.22,3,117.0,2730.0,39.0,4,4
YUMA_34,ngcc,bus_40004,387.78,8.093,95.69,3,1163.34,27144.6,387.78,4,4
SANDIEGO_35,ngcc,bus_28549,83.1,15.868333333333334,18.96,3,249.29999999999998,5817.0,83.1,4,4
CHULAVISTA,ngcc,bus_28549,44.0,17.39,6.81,3,132.0,3080.0,44.0,4,4
GOLDENVALLEY,ngcc,bus_40006,130.0,13.31,33.97,3,390.0,9100.0,130.0,4,4
LAKEHAVASUCITY,ngcc,bus_40006,436.26,20.365,113.36,3,1308.78,30538.2,436.26,4,4
CARLSBAD_36,ngcc,bus_29027,981.6,19.19,258.76000000000005,3,2944.8,68712.0,981.6,4,4
BATTLEMOUNTAIN,coal,bus_30390,242.0,21.15,52.07,4,726.0,16940.0,79.86,12,12
VALMY,coal,bus_30390,567.0,21.18,231.03,4,1701.0,39690.0,187.11,12,12
SPARKS_37,ngcc,bus_30390,1032.9,17.8125,233.66,3,3098.7000000000003,72303.0,1032.9,4,4
HENDERSON,ngcc,bus_30207,127.2,20.11666666666667,31.42,3,381.6,8904.0,127.2,4,4
MOUNTAINHOME_38,ngcc,bus_74104,193.6,10.766666666666666,69.19,3,580.8,13552.0,193.6,4,4
LASVEGAS_39,ngcc,bus_30172,1345.61,17.91375,266.38000000000005,3,4036.83,94192.7,1345.61,4,4
LASVEGAS_40,ngcc,bus_30221,136.28,3.1166666666666667,27.750000000000004,3,408.84000000000003,9539.6,136.28,4,4
MOAPA,coal,bus_30146,294.8,19.87,132.05,4,884.4000000000001,20636.0,97.284,12,12
LASVEGAS_41,ngcc,bus_30146,664.71,14.81,183.24,3,1994.13,46529.700000000004,664.71,4,4
NORTHLASVEGAS,ngcc,bus_30146,358.92,20.67,117.58,3,1076.76,25124.4,358.92,4,4
LASVEGAS_42,ngcc,bus_30205,96.28,14.125,24.71,3,288.84000000000003,6739.6,96.28,4,4
LASVEGAS_43,ngcc,bus_30372,1465.62,13.848333333333334,385.16,3,4396.86,102593.4,1465.62,4,4
CHANDLER,ngcc,bus_40519,184.5,13.256666666666666,62.68000000000001,3,553.5,12915.0,184.5,4,4
TUCSON,ngcc,bus_40519,107.8,9.0125,29.86,3,323.4,7546.0,107.8,4,4
NOGALES,ngcc,bus_40563,108.0,14.185,27.39,3,324.0,7560.0,108.0,4,4
DOUGLAS,coal,bus_40563,26.1,0.0,7.8,4,78.30000000000001,1827.0,8.613000000000001,12,12
TEMPE,ngcc,bus_40309,30.0,13.5275,6.68,3,90.0,2100.0,30.0,4,4
PAGE,coal,bus_40786,2627.9700000000007,14.905,886.78,4,7883.910000000002,183957.90000000005,867.2301000000002,12,12
MOHAVEVALLEY,ngcc,bus_40008,708.0,14.296666666666667,278.15,3,2124.0,49560.0,708.0,4,4
LAKEHAVASUCITY_44,ngcc,bus_40008,218.13,21.13,103.98,3,654.39,15269.1,218.13,4,4
TEMPE_45,ngcc,bus_40739,907.1,14.568181818181815,255.11,3,2721.3,63497.0,907.1,4,4
SAINTJOHNS,coal,bus_40878,821.8,21.095,299.65,4,2465.3999999999996,57526.0,271.194,12,12
SPRINGERVILLE,coal,bus_40878,1765.8,14.9425,384.93,4,5297.4,123606.0,582.714,12,12
COCHISE,coal,bus_40515,660.68,13.25,160.30999999999997,4,1982.04,46247.6,218.02439999999999,12,12
TUCSON_46,coal,bus_40515,558.5,17.135,189.11,4,1675.5,39095.0,184.305,12,12
PHOENIX,ngcc,bus_40076,1207.38,15.3425,449.72000000000014,3,3622.1400000000003,84516.6,1207.38,4,4
ARLINGTON,ngcc,bus_40076,2998.820000000001,14.862142857142857,935.41,3,8996.460000000003,209917.40000000008,2998.820000000001,4,4
GLENDALE_47,ngcc,bus_40168,613.29,19.608333333333327,181.37000000000003,3,1839.87,42930.299999999996,613.29,4,4
CHANDLER_48,ngcc,bus_40824,726.0,20.58333333333333,184.71,3,2178.0,50820.0,726.0,4,4
CHANDLER_50,ngcc,bus_40310,9.2,19.27,3.12,3,27.599999999999998,644.0,9.2,4,4
TUCSON_51,ngcc,bus_40518,94.0,17.875,19.62,3,282.0,6580.0,94.0,4,4
CASAGRANDE,ngcc,bus_40369,646.11,20.516666666666666,164.05,3,1938.33,45227.700000000004,646.11,4,4
CHANDLER_52,ngcc,bus_40369,604.98,20.135,186.09,3,1814.94,42348.6,604.98,4,4
GILBERT,ngcc,bus_40369,1326.0,20.611666666666668,379.11,3,3978.0,92820.0,1326.0,4,4
GILABEND,ngcc,bus_40884,206.33,21.71,63.54,3,618.99,14443.1,206.33,4,4
TONOPAH,ngcc,bus_40912,1325.1,16.73,393.07000000000005,3,3975.2999999999997,92757.0,1325.1,4,4
JOSEPHCITY,coal,bus_40934,1128.8,19.785,393.08,4,3386.3999999999996,79016.0,372.504,12,12
ARLINGTON_53,ngcc,bus_40993,237.67,0.0,27.21,3,713.01,16636.899999999998,237.67,4,4
OREM,ngcc,bus_50360,230.83,19.42,49.16,3,692.49,16158.1,230.83,4,4
OREM_54,ngcc,bus_50397,1161.65,12.181666666666667,321.05999999999995,3,3484.9500000000003,81315.5,1161.65,4,4
SUNNYSIDE,coal,bus_50397,58.1,15.36,6.34,4,174.3,4067.0,19.173000000000002,12,12
CASTLEDALE,coal,bus_50397,1577.19,17.89,296.35,4,4731.57,110403.3,520.4727,12,12
MONA,ngcc,bus_50397,648.99,17.956666666666667,208.1,3,1946.97,45429.3,648.99,4,4
HELPER,coal,bus_50397,208.6,17.83,49.9,4,625.8,14602.0,68.83800000000001,12,12
PAYSON,ngcc,bus_50397,140.0,15.535,43.07,3,420.0,9800.0,140.0,4,4
SALTLAKECITY,ngcc,bus_50077,524.49,12.235555555555555,143.86,3,1573.47,36714.3,524.49,4,4
MAGNA,coal,bus_50077,213.8,14.830000000000002,41.0,4,641.4000000000001,14966.0,70.554,12,12
SALTLAKECITY_55,ngcc,bus_50099,259.0,12.7475,74.98,3,777.0,18130.0,259.0,4,4
VERNAL,coal,bus_50316,499.5,13.45,191.6,4,1498.5,34965.0,164.835,12,12
GREENRIVER,coal,bus_50316,70.98,13.735,23.54,4,212.94,4968.6,23.4234,12,12
KEMMERER,ngcc,bus_50316,108.0,25.74,44.7,3,324.0,7560.0,108.0,4,4
DELTA,coal,bus_50385,1654.0,12.045,221.07,4,4962.0,115780.0,545.82,12,12
SAINTGEORGE,ngcc,bus_50385,80.0,8.25,20.46,3,240.0,5600.0,80.0,4,4
BOUNTIFUL,ngcc,bus_50075,30.39,10.65,8.9,3,91.17,2127.3,30.39,4,4
HUNTINGTON,coal,bus_50448,1037.3,8.285,382.51,4,3111.8999999999996,72611.0,342.309,12,12
GRANTSVILLE,ngcc,bus_50007,48.0,15.38,17.07,3,144.0,3360.0,48.0,4,4
WATERFLOW,coal,bus_53215,1848.0,16.4725,380.85,4,5544.0,129360.0,609.84,12,12
BLOOMFIELD,ngcc,bus_60000,121.6,12.2875,36.76,3,364.79999999999995,8512.0,121.6,4,4
TYRONE,coal,bus_80007,45.42,6.16,14.32,4,136.26,3179.4,14.988600000000002,12,12
SUNLANDPARK,ngcc,bus_80007,177.66,17.345,57.72,3,532.98,12436.199999999999,177.66,4,4
LORDSBURG,ngcc,bus_80007,274.0,13.351666666666668,79.44,3,822.0,19180.0,274.0,4,4
HURLEY,ngcc,bus_80007,54.0,18.12,15.06,3,162.0,3780.0,54.0,4,4
ELPASO,ngcc,bus_80007,80.5,0.0,31.0,3,241.5,5635.0,80.5,4,4
PREWITT,coal,bus_53297,257.0,16.31,53.25,4,771.0,17990.0,84.81,12,12
ALGODONES,ngcc,bus_53297,45.0,11.58,13.06,3,135.0,3150.0,45.0,4,4
BELEN,ngcc,bus_53297,159.5,16.81,74.28,3,478.5,11165.0,159.5,4,4
ALBUQUERQUE,ngcc,bus_53297,317.68999999999994,16.904999999999998,108.3,3,953.0699999999998,22238.299999999996,317.68999999999994,4,4
FRUITLAND,coal,bus_53297,1636.2,21.495,482.75,4,4908.6,114534.0,539.946,12,12
FARMINGTON,ngcc,bus_53297,91.6,16.574,19.69,3,274.79999999999995,6412.0,91.6,4,4
NUCLA,coal,bus_53297,113.8,13.9175,28.74,4,341.4,7966.0,37.554,12,12
SUNLANDPARK_56,ngcc,bus_80091,194.83,18.845,31.78,3,584.49,13638.1,194.83,4,4
ELPASO_57,ngcc,bus_80091,913.02,15.457777777777775,312.11999999999995,3,2739.06,63911.4,913.02,4,4
FORTLUPTON,ngcc,bus_60686,497.69999999999993,20.08375,120.82000000000002,3,1493.1,34838.99999999999,497.69999999999993,4,4
BOULDER,coal,bus_60686,251.0,13.905,55.58,4,753.0,17570.0,82.83,12,12
PLATTEVILLE,ngcc,bus_60686,1185.48,11.904285714285715,481.17,3,3556.44,82983.6,1185.48,4,4
AURORA,ngcc,bus_60686,397.8,21.325,147.60000000000005,3,1193.4,27846.0,397.8,4,4
DENVER,coal,bus_60686,745.3099999999997,13.232000000000005,194.55,4,2235.9299999999994,52171.69999999998,245.95229999999992,12,12
COMMERCECITY,ngcc,bus_60686,154.2,19.175,29.25,3,462.59999999999997,10794.0,154.2,4,4
KEENESBURG,ngcc,bus_60686,685.11,19.84,246.77,3,2055.33,47957.700000000004,685.11,4,4
FREDERICK,ngcc,bus_60686,394.0,10.5,136.49,3,1182.0,27580.0,394.0,4,4
WELLINGTON,coal,bus_60686,800.4000000000002,13.956666666666665,247.36,4,2401.2000000000007,56028.000000000015,264.13200000000006,12,12
CHEYENNE,ngcc,bus_60686,139.99,24.75,33.480000000000004,3,419.97,9799.300000000001,139.99,4,4
FOUNTAIN,ngcc,bus_60662,1051.59,17.483333333333334,266.09,3,3154.7699999999995,73611.29999999999,1051.59,4,4
PUEBLO,coal,bus_60662,2035.28,17.215454545454545,742.6099999999999,4,6105.84,142469.6,671.6424000000001,12,12
COLORADOSPRINGS,ngcc,bus_60662,316.62,7.291666666666668,97.87,3,949.86,22163.4,316.62,4,4
BURLINGTON_58,coal,bus_60514,180.4,10.513333333333334,58.63,4,541.2,12628.0,59.532000000000004,12,12
LAMAR,coal,bus_60514,309.5,6.638,132.79,4,928.5,21665.0,102.135,12,12
ALAMOSA,ngcc,bus_53002,53.2,20.6,16.51,3,159.60000000000002,3724.0,53.2,4,4
HAYDEN,coal,bus_60872,465.4,14.885000000000002,95.3,4,1396.1999999999998,32578.0,153.582,12,12
RIFLE,ngcc,bus_60872,110.6,11.372,32.99,3,331.79999999999995,7742.0,110.6,4,4
CRAIG,coal,bus_60872,1427.61,14.83,461.14,4,4282.83,99932.7,471.11129999999997,12,12
BOULDER_59,ngcc,bus_60194,175.2,11.835999999999999,59.37,3,525.5999999999999,12264.0,175.2,4,4
DENVER_60,coal,bus_60308,110.01,13.41,24.0,4,330.03000000000003,7700.700000000001,36.3033,12,12
